"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "day" "expe" "plong"
"310611" 19 953 9530 384.8865 1050.625 -0.418142 3.625847 0.4704567 8.077496 324.2778 4 "Sti" "VC" 6 12 38 66
"310621" 19 954 9540 384.7236 1053.732 0.2458148 2.435681 -0.9769742 11.72916 321.3182 4 "Sti" "VC" 6 12 38 66
"310631" 19 955 9550 382.2173 1064.742 0.6206051 5.38147 -0.1505993 4.844578 283.6667 4 "Sti" "VC" 6 12 38 66
"313571" 19 1249 12490 67.56976 1006.302 -9.013179 78.15623 9.441995 14.99421 362.6111 5 "Sti" "VC" 6 12 38 66
"313581" 19 1250 12500 192.5554 1011.733 -15.70794 136.2087 -2.52645 41.73619 367.6364 5 "Sti" "VC" 6 12 38 66
"313591" 19 1251 12510 295.0022 1029.079 -9.207492 79.84118 -1.509617 27.63477 443.6667 5 "Sti" "VC" 6 12 38 66
"313601" 19 1252 12520 372.1179 1027.96 -5.281061 45.79381 -8.564066 21.6079 445.7727 5 "Sti" "VC" 6 12 38 66
"313611" 19 1253 12530 379.2966 1036.814 0.2689456 4.751355 0.5999759 3.397974 336.8333 5 "Sti" "VC" 6 12 38 66
"313621" 19 1254 12540 384.1892 1032.643 -0.7850486 8.206468 -1.044486 5.865531 423.5 5 "Sti" "VC" 6 12 38 66
"313631" 19 1255 12550 384.3479 1024.609 0.4408921 3.82312 -0.04058968 13.54886 400.3333 5 "Sti" "VC" 6 12 38 66
"316571" 19 1549 15490 59.8031 1009.908 -4.403075 38.18051 1.312384 6.672421 352.6667 6 "Sti" "VC" 6 12 38 66
"316581" 19 1550 15500 89.38507 1001.621 -1.36284 12.95937 -2.560323 9.341863 298.0909 6 "Sti" "VC" 6 12 38 66
"316591" 19 1551 15510 109.4031 1011.842 -5.725675 49.6492 5.836849 19.10919 311.9444 6 "Sti" "VC" 6 12 38 66
"316601" 19 1552 15520 176.6091 1020.141 -6.176438 53.55792 -4.310654 10.58099 483.0909 6 "Sti" "VC" 6 12 38 66
"316611" 19 1553 15530 208.511 1031.986 -3.206266 27.80259 0.1707871 39.3653 472.0556 6 "Sti" "VC" 6 12 38 66
"316621" 19 1554 15540 229.2848 1058.55 -0.3436806 9.16012 -3.392567 14.14985 469.0455 6 "Sti" "VC" 6 12 38 66
"316631" 19 1555 15550 226.0596 1064.32 0.1428348 1.238567 0.2740232 12.57511 299.1667 6 "Sti" "VC" 6 12 38 66
"319571" 19 1849 18490 34.11041 1024.886 -1.988478 19.90996 6.162543 14.23143 472.6111 7 "Sti" "VC" 6 12 38 66
"319581" 19 1850 18500 105.5415 1028.421 -11.66411 101.1433 0.9577391 11.00373 456.0455 7 "Sti" "VC" 6 12 38 66
"319591" 19 1851 18510 178.2159 1026.209 -5.341708 46.3197 -2.412403 4.906051 460.3889 7 "Sti" "VC" 6 12 38 66
"319601" 19 1852 18520 226.1637 1018.882 -5.611633 48.66031 -0.6791393 5.513505 427.1364 7 "Sti" "VC" 6 12 38 66
"319611" 19 1853 18530 273.4146 1015.733 -5.955542 51.64246 1.357711 5.874 347.8333 7 "Sti" "VC" 6 12 38 66
"319621" 19 1854 18540 323.4921 1014.989 -5.434501 47.12434 -1.351832 38.23576 437.7273 7 "Sti" "VC" 6 12 38 66
"319631" 19 1855 18550.38 363.5616 1052.04 -1.960517 19.32204 -4.75729 26.6178 517.625 7 "Sti" "VC" 6 12 38 66
"322571" 19 2149 21490 48.19323 1057.158 -4.873313 42.25809 6.314637 5.253687 390.8333 8 "Sti" "VC" 6 12 38 66
"322581" 19 2150 21500 127.6406 1052.221 -9.860436 85.50307 -1.913865 9.801969 444.7727 8 "Sti" "VC" 6 12 38 66
"322591" 19 2151 21510 188.1874 1044.771 -5.921854 51.35034 1.059594 20.34651 482 8 "Sti" "VC" 6 12 38 66
"322601" 19 2152 21520 244.3495 1059.241 -5.661906 49.09624 -3.779544 17.70696 493.3182 8 "Sti" "VC" 6 12 38 66
"322611" 19 2153 21530 281.2397 1052.504 -5.296697 45.92939 3.037079 8.147355 483.7778 8 "Sti" "VC" 6 12 38 66
"322621" 19 2154 21540 336.0859 1050.693 -5.926739 51.39269 -1.388904 20.3019 505.9091 8 "Sti" "VC" 6 12 38 66
"322631" 19 2155 21551 377.327 1060.566 -2.48279 21.52909 -3.401911 9.947286 382.8571 8 "Sti" "VC" 6 12 38 66
"32557" 19 2449 24490 22.40558 1043.479 -0.2589739 4.731722 -0.726158 32.95672 424.5 9 "Sti" "VC" 6 12 38 66
"32558" 19 2450 24500 22.15729 1070.101 -0.4055231 5.796468 1.2098 9.832899 321.8636 9 "Sti" "VC" 6 12 38 66
"32559" 19 2451 24510 28.48297 1068.424 -1.357964 11.77535 0.6497602 1.641799 383.6667 9 "Sti" "VC" 6 12 38 66
"32560" 19 2452 24520 39.82363 1067.723 0.3010325 9.251634 -2.475311 1.276937 502.8182 9 "Sti" "VC" 6 12 38 66
"325611" 19 2453 24530 31.02451 1066.395 0.3059783 5.059256 1.302685 3.226187 494.1667 9 "Sti" "VC" 6 12 38 66
"32562" 19 2454 24540 33.63166 1070.333 0.009193749 4.727111 -0.9960583 4.144857 246.2727 9 "Sti" "VC" 6 12 38 66
"32563" 19 2455 24550 28.69912 1067.72 -0.631832 11.46314 3.595891 6.587439 201 9 "Sti" "VC" 6 12 38 66
"32857" 19 2749 27490 338.9997 1007.932 -6.406018 55.54868 -0.6141925 23.02275 274.7778 10 "Sti" "VC" 6 12 38 66
"32858" 19 2750 27500 376.0079 1027.43 -1.510973 13.10215 -2.770214 19.32737 352 10 "Sti" "VC" 6 12 38 66
"32859" 19 2751 27510 383.5646 1026.327 -1.000345 8.674321 -0.9173616 3.415557 396.3333 10 "Sti" "VC" 6 12 38 66
"32860" 19 2752 27520 385.3865 1033.645 0.6486271 5.815771 -2.212995 10.76178 486.3636 10 "Sti" "VC" 6 12 38 66
"328611" 19 2753 27530 372.2898 1020.674 1.971754 17.09772 -0.1557356 23.52844 408.6667 10 "Sti" "VC" 6 12 38 66
"32862" 19 2754 27540 359.0043 1011.301 1.140167 9.886766 0.5948229 7.801994 373.7727 10 "Sti" "VC" 6 12 38 66
"32863" 19 2755 27550 350.0763 1010.005 0.9562505 8.291961 0.2913374 1.499534 425.0556 10 "Sti" "VC" 6 12 38 66
"344581" 20 49 490 52.36183 1185.763 -5.86845 50.88725 9.364367 12.14591 396.8889 1 "Sti" "VC" 6 12 38 60
"344591" 20 50 500 153.0407 1182.638 -13.24783 114.8763 -2.553405 11.42318 388.4091 1 "Sti" "VC" 6 12 38 60
"344601" 20 51 510 225.1951 1190.772 -4.198355 36.40531 -4.13291 16.0796 436.4444 1 "Sti" "VC" 6 12 38 60
"344611" 20 52 520 273.8148 1177.032 -9.86473 85.54031 7.434283 18.89117 375.6364 1 "Sti" "VC" 6 12 38 60
"344621" 20 53 530 367.8459 1138.21 -6.460998 56.02544 -9.740814 2.737254 304.8333 1 "Sti" "VC" 6 12 38 60
"344631...1275" 20 54 540 381.2454 1134.791 0.1958501 1.787395 -1.190303 9.374918 288.4545 1 "Sti" "VC" 6 12 38 60
"344641...1276" 20 55 550 380.0282 1151.354 0.1788418 1.680568 -0.03090554 10.12597 470.7778 1 "Sti" "VC" 6 12 38 60
"347581" 20 349 3490 52.83413 1164.257 8.326008 72.19754 4.309323 8.199653 405.1667 2 "Sti" "VC" 6 12 38 60
"347591" 20 350 3500 18.44563 1166.488 -2.733125 39.31623 14.26454 5.983023 367.5455 2 "Sti" "VC" 6 12 38 60
"347601" 20 351 3510 105.4598 1173.072 -13.03309 113.0142 2.588245 18.13466 409.3889 2 "Sti" "VC" 6 12 38 60
"347611" 20 352 3520 208.273 1176.531 -9.626751 83.47671 -4.160026 12.04264 494.5909 2 "Sti" "VC" 6 12 38 60
"347621" 20 353 3530 290.0738 1176.214 -11.00717 95.44678 2.797534 26.49639 469.4444 2 "Sti" "VC" 6 12 38 60
"347631" 20 354 3540.556 369.2753 1182.151 -3.374944 32.77305 -11.54503 15.34627 507.6111 2 "Sti" "VC" 6 12 38 60
"347641" 20 355 3550 367.1903 1180.167 1.230673 10.67157 -0.4648517 4.409699 530.5556 2 "Sti" "VC" 6 12 38 60
"350581" 20 649 6490 150.9428 1133.563 0.9948524 9.674119 -1.856034 15.38919 348.3889 3 "Sti" "VC" 6 12 38 60
"350591" 20 650 6500 149.3956 1134.24 -3.828342 34.62598 8.287262 18.27518 318.7273 3 "Sti" "VC" 6 12 38 60
"350601" 20 651 6510 221.3117 1150.965 -9.847506 85.39095 2.336876 25.83417 476.0556 3 "Sti" "VC" 6 12 38 60
"350611" 20 652 6519.667 310.3458 1146.689 -9.805986 85.03092 -1.920668 19.4783 485.5556 3 "Sti" "VC" 6 12 38 60
"350621" 20 653 6530 372.4193 1150.123 -3.483439 30.20604 -7.866142 8.576077 454.7222 3 "Sti" "VC" 6 12 38 60
"350631" 20 654 6540 376.9471 1147.423 0.1099301 4.842054 1.168691 5.145121 485.9091 3 "Sti" "VC" 6 12 38 60
"350641" 20 655 6550 384.6962 1142.832 -1.33396 11.5672 -0.7663695 7.104519 279.3889 3 "Sti" "VC" 6 12 38 60
"353581" 20 949 9490 98.19589 1178.787 -8.680081 75.26782 1.204303 22.66972 462.8333 4 "Sti" "VC" 6 12 38 60
"353591" 20 950 9499.222 178.6907 1166.921 -12.44773 107.9383 7.395225 11.37837 494.3889 4 "Sti" "VC" 6 12 38 60
"353601" 20 951 9510.143 296.794 1143.245 -9.94606 86.24555 -5.580972 16.21805 484.5 4 "Sti" "VC" 6 12 38 60
"353611" 20 952 9520 365.956 1155.219 -6.796707 58.93648 -7.967083 25.4235 425.4091 4 "Sti" "VC" 6 12 38 60
"353621" 20 953 9530 389.1108 1153.245 0.08030308 4.65316 -1.940586 2.034345 471.7778 4 "Sti" "VC" 6 12 38 60
"353631" 20 954 9540 386.2907 1147.501 0.6174575 5.354176 -0.8801051 8.6093 395 4 "Sti" "VC" 6 12 38 60
"353641" 20 955 9550 381.5754 1152.386 -0.4489852 6.382473 1.815053 7.114931 404.4444 4 "Sti" "VC" 6 12 38 60
"356581" 20 1249 12490 96.1366 1147.002 -0.4202627 4.013563 1.752471 8.393963 485.2778 5 "Sti" "VC" 6 12 38 60
"356591" 20 1250 12500 132.0521 1161.73 -10.42398 90.38973 9.351129 37.59331 448.9091 5 "Sti" "VC" 6 12 38 60
"356601" 20 1251 12510 229.5092 1181.905 -7.17607 62.22606 -7.387101 14.97009 403.2222 5 "Sti" "VC" 6 12 38 60
"356611" 20 1252 12520 284.6934 1182.505 -8.188477 71.00497 2.528089 17.50743 449.5909 5 "Sti" "VC" 6 12 38 60
"356621" 20 1253 12530 354.3649 1168.147 -5.693288 49.36836 -3.216954 5.95253 512.6111 5 "Sti" "VC" 6 12 38 60
"356631" 20 1254 12540 376.3071 1160.115 -0.1934206 6.148425 -3.641898 2.632846 511.0455 5 "Sti" "VC" 6 12 38 60
"356641" 20 1255 12550 374.0084 1164.554 -0.03831748 1.282018 0.4661021 7.488206 508.8333 5 "Sti" "VC" 6 12 38 60
"359581" 20 1549 15490 311.9155 1191.469 4.420967 38.33566 -0.7384882 2.917472 396.4444 6 "Sti" "VC" 6 12 38 60
"359591" 20 1550 15500 269.7933 1199.826 4.644876 40.27724 3.04313 7.077065 292.7727 6 "Sti" "VC" 6 12 38 60
"359601" 20 1551 15510 243.2462 1199.455 1.833043 15.89492 0.5981043 3.494426 414.1667 6 "Sti" "VC" 6 12 38 60
"359611" 20 1552 15520 227.4139 1198.331 2.237082 19.39847 -1.961559 6.435448 347.2273 6 "Sti" "VC" 6 12 38 60
"359621" 20 1553 15530 195.439 1197.099 5.400539 46.82985 -2.478425 7.36271 315.0556 6 "Sti" "VC" 6 12 38 60
"359631" 20 1554 15540 138.8172 1197.212 7.038792 61.03568 0.7137114 5.171177 322.6364 6 "Sti" "VC" 6 12 38 60
"359641" 20 1555 15550 81.97243 1197.759 6.398651 55.4848 -1.100445 5.039368 297.7778 6 "Sti" "VC" 6 12 38 60
"362581" 20 1849 18490 117.4445 1131.696 -10.84505 94.04094 1.88437 13.5549 273.5 7 "Sti" "VC" 6 12 38 60
"362591" 20 1850 18500 205.2152 1137.203 -9.291601 80.57052 -1.553191 22.1919 354.1364 7 "Sti" "VC" 6 12 38 60
"362601" 20 1851 18510 287.8446 1144.932 -9.563568 82.92883 -0.9340675 24.61116 377.6111 7 "Sti" "VC" 6 12 38 60
"362611" 20 1852 18520 347.5552 1151.113 -4.278068 37.09653 -3.728085 13.64959 398.8182 7 "Sti" "VC" 6 12 38 60
"362621" 20 1853 18530 381.9324 1133.656 -2.584439 23.14638 -4.065865 7.59066 278.3889 7 "Sti" "VC" 6 12 38 60
"362631" 20 1854 18540 384.9847 1143.395 0.1181164 2.887893 0.6853571 8.004717 340.5909 7 "Sti" "VC" 6 12 38 60
"362641" 20 1855 18550 386.3726 1135.756 -0.032296 1.765865 -0.4738298 4.74639 235.3889 7 "Sti" "VC" 6 12 38 60
"365581" 20 2149 21490 211.0137 1152.247 -8.165119 70.80243 2.89762 12.09436 478.9444 8 "Sti" "VC" 6 12 38 60
"365591" 20 2150 21500.3 301.5543 1161.343 -11.43871 99.18883 -0.1355568 32.71402 490.3 8 "Sti" "VC" 6 12 38 60
"365601" 20 2151 21510 379.8801 1157.706 -3.97073 34.49203 -9.132675 8.780486 453.4444 8 "Sti" "VC" 6 12 38 60
"365611" 20 2152 21520 385.5856 1143.762 -0.4558223 4.612796 0.6161353 11.78922 349 8 "Sti" "VC" 6 12 38 60
"365621" 20 2153 21530 388.6075 1142.328 0.8698435 7.969915 -2.263693 9.973807 320.7222 8 "Sti" "VC" 6 12 38 60
"365631" 20 2154 21540 368.7166 1137.475 3.196251 27.71574 -0.8851907 16.29608 412.7727 8 "Sti" "VC" 6 12 38 60
"365641" 20 2155 21550 343.9151 1126.292 2.654886 23.02139 -0.5559061 11.48287 306.3889 8 "Sti" "VC" 6 12 38 60
"36858" 20 2449 24490 35.6981 1136 -3.557155 30.84526 6.899823 3.488417 426.7778 9 "Sti" "VC" 6 12 38 60
"36859" 20 2450 24500 116.9355 1134.348 -12.71492 110.2552 0.6705062 13.87898 378.6364 9 "Sti" "VC" 6 12 38 60
"36860" 20 2451 24510 198.5424 1138.371 -5.622438 48.75401 -4.898796 7.754113 452.1667 9 "Sti" "VC" 6 12 38 60
"36861" 20 2452 24520 233.287 1126.809 -1.915418 16.60922 -3.240242 4.733381 222.7273 9 "Sti" "VC" 6 12 38 60
"36862" 20 2453 24530 237.6561 1128.068 -0.3522577 3.054542 0.01949743 3.282362 328 9 "Sti" "VC" 6 12 38 60
"36863" 20 2454 24540 246.3518 1136.718 -3.77168 32.70548 6.075881 40.96312 430.3636 9 "Sti" "VC" 6 12 38 60
"36864" 20 2455 24550 307.2378 1188.371 -7.993951 69.31817 0.126183 39.88727 323.2778 9 "Sti" "VC" 6 12 38 60
"37158" 20 2749 27490 105.1054 1160.091 -8.26169 71.63982 0.9829849 28.86803 469.2778 10 "Sti" "VC" 6 12 38 60
"37159" 20 2750 27499.5 182.1702 1179 -10.43715 90.50391 2.815397 16.93933 473.45 10 "Sti" "VC" 6 12 38 60
"37160" 20 2751 27509.57 267.7452 1179.774 -8.107679 70.30434 -2.046736 14.32015 491.7143 10 "Sti" "VC" 6 12 38 60
"37161" 20 2752 27520 332.5514 1169.883 -6.724936 58.31413 -2.989412 14.6883 442.0455 10 "Sti" "VC" 6 12 38 60
"37162" 20 2753 27530 379.3181 1176.011 -2.90232 25.49536 -5.533502 12.08836 338.3333 10 "Sti" "VC" 6 12 38 60
"37163" 20 2754 27540 383.6047 1180.305 0.03448295 0.6206615 0.145297 8.783803 338.4091 10 "Sti" "VC" 6 12 38 60
"37164" 20 2755 27550 381.021 1168.448 0.540875 4.690105 -0.487652 14.90651 458.8889 10 "Sti" "VC" 6 12 38 60
"4212" 21 420 4200 30.68155 38.47617 0.01195128 0.3306187 -0.08207723 0.2756362 336.4091 1 "Sti" "VC" 7 16 53 10
"4222" 21 421 4210 30.51646 38.48988 -0.01981187 0.2122769 0.08389038 0.1834734 338.3333 1 "Sti" "VC" 7 16 53 10
"4232" 21 422 4220 30.69741 38.69397 0.00321784 0.1469294 -0.04562476 0.1997814 343.4545 1 "Sti" "VC" 7 16 53 10
"42411" 21 423 4230 30.57887 38.8973 -0.0006476467 0.1187468 0.04129667 0.1122971 339.7778 1 "Sti" "VC" 7 16 53 10
"42511" 21 424 4240 30.88105 38.7485 -0.9780289 8.545969 2.870846 5.891314 330.8636 1 "Sti" "VC" 7 16 53 10
"42611" 21 425 4250 62.66282 39.46611 -5.649549 48.98909 1.746892 49.75166 274.7222 1 "Sti" "VC" 7 16 53 10
"42711" 21 426 4260 106.8908 51.1264 -4.094653 35.50608 -0.5298772 28.72553 231.9545 1 "Sti" "VC" 7 16 53 10
"72112" 21 720 7200 29.88183 66.6324 -0.01197016 0.1685523 0.07756519 0.1743792 334.1364 2 "Sti" "VC" 7 16 53 10
"72212" 21 721 7210 32.0755 69.10134 -2.817375 24.46834 6.754847 17.75961 315.7222 2 "Sti" "VC" 7 16 53 10
"72312" 21 722 7220 108.6685 62.63102 -12.1527 105.38 1.350547 74.81453 303.5455 2 "Sti" "VC" 7 16 53 10
"72412" 21 723 7230 185.6886 29.50254 -4.301123 37.29645 -6.918507 32.28388 239.5556 2 "Sti" "VC" 7 16 53 10
"72512" 21 724 7240 202.5274 17.5155 -2.050356 17.77931 2.343816 18.05535 218.3182 2 "Sti" "VC" 7 16 53 10
"72612" 21 725 7250 232.3382 24.85336 -4.995694 43.3193 3.322906 43.16868 220.6667 2 "Sti" "VC" 7 16 53 10
"72712" 21 726 7260 287.736 22.26775 -6.072843 52.65962 -3.552284 52.74292 209.3182 2 "Sti" "VC" 7 16 53 10
"102112" 21 1020 10200 30.34879 13.80973 -0.009158423 0.08900471 -0.01313545 0.09310423 342.2273 3 "Sti" "VC" 7 16 53 10
"102212" 21 1021 10210 30.33886 13.78906 -0.01353612 0.1720437 0.04580096 0.1746342 338 3 "Sti" "VC" 7 16 53 10
"102312" 21 1022 10220 30.68042 13.80194 -0.0321765 0.2836658 -0.03727132 0.2474914 343.2273 3 "Sti" "VC" 7 16 53 10
"102412" 21 1023 10230 30.64793 13.68723 0.02320305 0.2289651 -0.03004166 0.2391594 338.8889 3 "Sti" "VC" 7 16 53 10
"102512" 21 1024 10240 30.49533 13.65483 0.0165846 0.1848106 0.002625994 0.186102 331.1818 3 "Sti" "VC" 7 16 53 10
"102612" 21 1025 10250 30.32311 13.62876 0.007999016 0.1100407 0.02509428 0.106892 340.6111 3 "Sti" "VC" 7 16 53 10
"102712" 21 1026 10260 30.24815 13.59843 0.02427709 0.3117183 -0.08209561 0.3085366 340.4091 3 "Sti" "VC" 7 16 53 10
"132112" 21 1320 13200 30.50961 13.30114 -0.02091876 0.2290684 0.06941704 0.2513225 338.0909 4 "Sti" "VC" 7 16 53 10
"132212" 21 1321 13210 30.77488 13.43383 -0.01751902 0.2218023 -0.07451751 0.2325292 337.7222 4 "Sti" "VC" 7 16 53 10
"132312" 21 1322 13220 30.61887 13.56366 0.03067111 0.2659593 0.02761141 0.1861256 334.9091 4 "Sti" "VC" 7 16 53 10
"132412" 21 1323 13230 30.5465 13.62109 0.01151236 0.2289125 -0.04363778 0.2133961 338.8889 4 "Sti" "VC" 7 16 53 10
"132512" 21 1324 13240 30.14161 13.64438 0.030291 0.5161 0.08317449 0.4758968 331.9091 4 "Sti" "VC" 7 16 53 10
"132612" 21 1325 13250 30.25731 13.6919 0.005055821 0.272713 -0.05471808 0.2538181 335.6111 4 "Sti" "VC" 7 16 53 10
"132712" 21 1326 13260 30.05361 13.66583 -0.009951729 0.2806691 0.0708214 0.2762067 333.3182 4 "Sti" "VC" 7 16 53 10
"162110" 21 1620 16200 155.6846 79.40972 -0.01099101 0.501437 -0.1554241 0.6099453 324.7727 5 "Sti" "VC" 7 16 53 10
"162210" 21 1621 16210 155.4231 78.45344 -0.99958 9.029474 3.829276 8.783304 320.3333 5 "Sti" "VC" 7 16 53 10
"162310" 21 1622 16220 196.0958 72.38426 -7.929297 68.75753 2.090733 57.25095 293.3636 5 "Sti" "VC" 7 16 53 10
"162410" 21 1623 16230 260.2608 43.39653 -5.919011 51.32569 -0.4410781 46.335 323.2778 5 "Sti" "VC" 7 16 53 10
"162510" 21 1624 16240 308.8692 28.27215 -5.997875 52.00954 0.2613082 52.07968 320.9091 5 "Sti" "VC" 7 16 53 10
"16262" 21 1625 16250 361.3123 43.69435 -4.274833 37.06847 -4.32721 38.01073 290.8333 5 "Sti" "VC" 7 16 53 10
"16272" 21 1626 16260 374.4945 45.72701 -0.2221912 2.5732 -0.2920376 2.290644 312.4091 5 "Sti" "VC" 7 16 53 10
"192112" 21 1920 19200 30.5973 78.53894 -0.01432499 0.1294454 0.01715898 0.04296679 342.4091 6 "Sti" "VC" 7 16 53 10
"192212" 21 1921 19210 30.65119 78.47421 -0.004457782 0.05721926 -0.005499596 0.02690424 342.2778 6 "Sti" "VC" 7 16 53 10
"192312" 21 1922 19220 36.66966 74.01924 -4.461895 38.71948 8.055393 14.48682 301.7273 6 "Sti" "VC" 7 16 53 10
"192412" 21 1923 19230 115.3613 56.16413 -10.75606 93.26933 2.235353 76.9691 288.2222 6 "Sti" "VC" 7 16 53 10
"192512" 21 1924 19240 214.4121 59.53142 -11.19629 97.08668 -2.411576 96.69041 341.4545 6 "Sti" "VC" 7 16 53 10
"192612" 21 1925 19250 285.6177 70.70324 -4.124267 35.76287 -6.208195 36.59911 259.3889 6 "Sti" "VC" 7 16 53 10
"192712" 21 1926 19260 311.1261 79.7605 -4.21952 36.58884 2.375125 38.08 244.2273 6 "Sti" "VC" 7 16 53 10
"222112" 21 2220 22200 28.28925 43.72806 0.02944905 0.3027843 -0.02338712 0.1281166 322.2273 7 "Sti" "VC" 7 16 53 10
"222212" 21 2221 22210 28.35367 43.94669 -0.03024598 0.2622728 0.02024416 0.3413161 320.1667 7 "Sti" "VC" 7 16 53 10
"222312" 21 2222 22220 28.40114 44.1295 -0.006144796 0.1552641 0.02923076 0.1523969 312.8182 7 "Sti" "VC" 7 16 53 10
"222412" 21 2223 22230 28.68627 44.23846 -0.0309519 0.2683941 -0.01565671 0.1793961 316.9444 7 "Sti" "VC" 7 16 53 10
"222512" 21 2224 22240 28.76754 44.21259 -0.3930539 3.443468 1.677141 2.777049 318.3636 7 "Sti" "VC" 7 16 53 10
"222612" 21 2225 22250 48.22238 34.99686 -4.999189 43.3496 4.253079 35.90951 233.3889 7 "Sti" "VC" 7 16 53 10
"222712" 21 2226 22260 107.2979 56.39789 -6.861862 59.50146 -1.78771 65.67246 266 7 "Sti" "VC" 7 16 53 10
"252111" 21 2520 25200 29.73819 50.1076 -0.02451528 0.21258 0.01954263 0.05554583 305.3636 8 "Sti" "VC" 7 16 53 10
"252211" 21 2521 25210 29.77258 50.06919 0.03473722 0.3170214 -0.06000228 0.1200873 307.3889 8 "Sti" "VC" 7 16 53 10
"252311" 21 2522 25220 29.63915 50.1277 -0.03544696 0.3916986 0.05383237 0.2222499 310.4091 8 "Sti" "VC" 7 16 53 10
"252411" 21 2523 25230 29.84405 50.20509 0.00592347 0.07555548 -0.008749916 0.0499953 313.3889 8 "Sti" "VC" 7 16 53 10
"252511" 21 2524 25240 29.93236 50.24051 -0.02473455 0.2144814 -0.003358238 0.1136184 314.5909 8 "Sti" "VC" 7 16 53 10
"252611" 21 2525 25250 29.97069 50.20103 0.01961618 0.1700984 -0.01776425 0.1143613 312.1667 8 "Sti" "VC" 7 16 53 10
"252711" 21 2526 25260 29.8362 50.18348 0.003958947 0.05965916 0.008924628 0.0394137 308.8636 8 "Sti" "VC" 7 16 53 10
"282112" 21 2820 28200 207.7022 83.81032 -0.0005294715 0.2594827 0.07929174 0.6358402 336.0455 9 "Sti" "VC" 7 16 53 10
"282212" 21 2821 28210 207.377 82.29711 -0.01691875 0.4808618 0.09118801 0.5221985 351.5 9 "Sti" "VC" 7 16 53 10
"282312" 21 2822 28220 208.2345 81.17662 -0.1843961 1.598959 0.07252857 2.158847 337.5 9 "Sti" "VC" 7 16 53 10
"282412" 21 2823 28230 209.9574 83.68177 -0.1353257 1.173454 0.06546982 1.258251 217.2778 9 "Sti" "VC" 7 16 53 10
"282512" 21 2824 28240 213.6571 79.89787 -0.273615 4.820892 -1.030132 5.911962 284.6364 9 "Sti" "VC" 7 16 53 10
"282612" 21 2825 28250 209.5435 69.28416 0.526499 4.565446 0.4485545 6.918747 332.5556 9 "Sti" "VC" 7 16 53 10
"282712" 21 2826 28260 205.9611 75.20153 0.7408896 6.424496 -0.2675018 2.987856 268.6364 9 "Sti" "VC" 7 16 53 10
"311612" 21 3120 31200 28.83944 30.61887 0.01581958 0.3746523 0.1083089 0.4000682 312 10 "Sti" "VC" 7 16 53 10
"311712" 21 3121 31210 29.04475 30.57356 -0.04116099 0.3569204 -0.00857236 0.3828038 312.5 10 "Sti" "VC" 7 16 53 10
"311812" 21 3122 31220 29.38633 30.88707 0.02158461 0.5079527 -0.1081311 0.4330752 317.2273 10 "Sti" "VC" 7 16 53 10
"311912" 21 3123 31230 28.875 31.01978 0.03800522 0.345035 0.07337315 0.1922896 317.3889 10 "Sti" "VC" 7 16 53 10
"312012" 21 3124 31240 28.74991 31.21959 0.0105123 0.1207102 -0.01153667 0.1147477 312.1364 10 "Sti" "VC" 7 16 53 10
"312112" 21 3125 31250 28.78846 31.18432 -0.02035106 0.2052259 -0.01039037 0.1375846 313.2222 10 "Sti" "VC" 7 16 53 10
"312212" 21 3126 31260 28.95042 30.82611 -0.04556823 0.3951371 0.04373268 0.2659555 315.1818 10 "Sti" "VC" 7 16 53 10
"4234" 22 420 4200 125.0807 187.6189 -6.542429 56.73155 -1.307331 22.78679 375.5 1 "Sti" "VC" 7 16 53 32
"4235" 22 421 4210 164.906 176.0288 -2.989504 25.92297 -1.184814 14.93633 354.6111 1 "Sti" "VC" 7 16 53 32
"4236" 22 422 4220 184.4551 185.3172 -1.522019 13.48594 -0.2645482 22.22509 308.5 1 "Sti" "VC" 7 16 53 32
"4237" 22 423 4230 202.8679 197.1704 -3.609854 31.30223 1.543403 24.65741 343.5 1 "Sti" "VC" 7 16 53 32
"42381" 22 424 4240 244.2455 198.5946 -4.639484 40.23048 -1.014742 30.1115 329.1818 1 "Sti" "VC" 7 16 53 32
"42391" 22 425 4250 278.6657 195.9845 -4.768871 41.35245 3.022163 33.96998 280.6667 1 "Sti" "VC" 7 16 53 32
"42401" 22 426 4260 326.657 199.2657 -4.292722 37.2236 -3.421112 32.15829 269.4091 1 "Sti" "VC" 7 16 53 32
"45342" 22 720 7200 30.82748 204.0969 -0.03072307 0.3980285 -0.08020314 0.3216989 390.2727 2 "Sti" "VC" 7 16 53 32
"45352" 22 721 7210 37.01538 200.5423 -3.868548 33.54545 7.692574 11.79148 351.7222 2 "Sti" "VC" 7 16 53 32
"45362" 22 722 7220 111.7121 165.229 -10.66864 92.5113 0.845883 34.46074 309.8182 2 "Sti" "VC" 7 16 53 32
"45372" 22 723 7230 197.2142 175.1442 -9.243355 80.15216 -0.7197337 71.47184 273.3889 2 "Sti" "VC" 7 16 53 32
"45382" 22 724 7240 278.9149 180.9735 -7.562948 65.5808 -5.641701 50.94011 253.2727 2 "Sti" "VC" 7 16 53 32
"45392" 22 725 7250 305.7411 173.3643 -2.083836 18.06962 2.136427 16.93117 286.0556 2 "Sti" "VC" 7 16 53 32
"45402" 22 726 7260 355.2056 187.8638 -6.943634 60.21052 -0.8748735 58.27388 298.4091 2 "Sti" "VC" 7 16 53 32
