"ID" "sec" "frame" "pos_y" "pos_x" "y2" "x2" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "expe" "plong" "day"
"24070" 19 342 3420 374.42217563597 1087.76663599059 378.306156496316 1087.46458783946 -0.745170538989381 15.5859990168696 1.30842438369376 5.49151536350087 359.318181818182 2 "Sti" "CT" 1 8 21 NA
"240711" 19 343 3430 392.31137428866 1091.54613263808 390.832971710743 1090.61609684224 -0.936997730425694 8.19236202360997 -1.4672940541692 7.56962131208229 336.388888888889 2 "Sti" "CT" 1 8 21 NA
"24072" 19 344 3440 394.860020835876 1082.38441016897 394.731236287878 1081.52595873856 -0.175543727245481 3.9643680438283 -0.497200191589798 13.2039337340234 381 2 "Sti" "CT" 1 8 21 NA
"24366" 19 638 6380 16.2207285083963 1021.10194019341 16.8080803601343 1021.09085878764 -0.361680950935309 4.59923777393189 2.13549078650198 2.03631792092517 258.590909090909 3 "Sti" "CT" 1 8 21 NA
"24367" 19 639 6390 34.3119313081701 1026.23635760243 37.9854007689045 1030.87238643255 -4.11942185313137 36.0169443884248 2.47495021390985 24.7559811331906 316.222222222222 3 "Sti" "CT" 1 8 21 NA
"24368" 19 640 6400 65.4572577429181 1068.39869262893 62.9334793410881 1067.43078355826 -0.201659683192788 18.816381656998 -6.36679043603378 32.7690522210319 428.863636363636 3 "Sti" "CT" 1 8 21 NA
"24369" 19 641 6410 48.3411907717473 1079.06729730681 49.5919002957852 1080.73986749523 1.18775891493889 10.8155217002251 2.30518853963017 6.03063212695383 430.333333333333 3 "Sti" "CT" 1 8 21 NA
"24370" 19 642 6420 53.0212852990534 1086.98064215724 56.8859282222406 1084.14934905147 -3.19469101243286 27.9318342804658 5.48969064411843 14.0672460220003 267.772727272727 3 "Sti" "CT" 1 8 21 NA
"243711" 19 643 6430 112.116257138555 1066.87922554741 115.804383350879 1068.96807460984 -8.22176209923223 71.8845408070573 0.883838818367465 11.1556280266493 315.666666666667 3 "Sti" "CT" 1 8 21 NA
"24372" 19 644 6440 165.815460122152 1074.83272054599 163.498518885789 1074.11906025714 -2.07681181986081 20.4889698276325 -6.8005053212259 9.89358229620416 414.227272727273 3 "Sti" "CT" 1 8 21 NA
"246661" 19 938 9380 261.648367112453 1057.20377525939 261.937806092439 1057.00303408385 -0.363798237537583 3.18076209651554 1.52041616197903 2.7423776295127 433.318181818182 4 "Sti" "CT" 1 8 21 NA
"246671" 19 939 9390 275.315313249758 1047.67068166192 276.683060024413 1046.53232729215 -2.57135464479962 22.4818774445901 0.409278936093415 10.7647348862283 311.722222222222 4 "Sti" "CT" 1 8 21 NA
"246681" 19 940 9400 286.613478453207 1035.84878613451 285.865784766783 1035.71398893226 0.514768007693726 7.13044909075302 -2.84614472855208 6.09759374799501 215.227272727273 4 "Sti" "CT" 1 8 21 NA
"246691" 19 941 9410 278.18535066991 1031.93263778315 278.022459582173 1031.82053775284 0.673705981994229 7.8571715941664 1.81690860127816 4.7778018249594 225.111111111111 4 "Sti" "CT" 1 8 21 NA
"246701" 19 942 9420 289.910281247603 1033.83789904706 292.066266624884 1033.39655782166 -3.48236560457257 30.4470318388763 1.23014861591912 12.2543688062046 358.363636363636 4 "Sti" "CT" 1 8 21 NA
"246711" 19 943 9430 315.326105879974 1031.47379459264 315.566759593311 1033.08427628784 -1.58159314635463 13.8281910492045 -1.45730489477114 5.29785326962087 366 4 "Sti" "CT" 1 8 21 NA
"246721" 19 944 9440 322.298235320117 1043.00038509238 322.093149149035 1043.81183800695 -0.158298117500952 2.15708454293366 -0.966297389925217 15.432609469626 354.409090909091 4 "Sti" "CT" 1 8 21 NA
"249661" 19 1238 12380 70.5600058358581 1015.30223986841 70.2278807965829 1015.14360470505 2.89614033870835 25.3215449253009 -0.189056198024062 5.35879208052609 272.363636363636 5 "Sti" "CT" 1 8 21 NA
"249671" 19 1239 12390 56.1010853635292 1015.65520234481 57.107205405411 1015.70924877486 0.048846389274167 5.9641636305227 2.92668556563704 4.1997581449366 386 5 "Sti" "CT" 1 8 21 NA
"249681" 19 1240 12400 61.7396578855702 1019.68597672314 62.2313641500072 1020.46742835819 -0.749200384189262 6.5504115711333 -0.0428376365828527 6.36312000635894 342.818181818182 5 "Sti" "CT" 1 8 21 NA
"249691" 19 1241 12410 70.8097580388248 1028.97877361799 70.0297808773146 1027.51848595064 -0.665928566144519 6.44216620579876 -1.01034663627173 8.65380119100928 294.944444444444 5 "Sti" "CT" 1 8 21 NA
"249701" 19 1242 12420 70.0882793880597 1021.021369485 70.3556219991059 1021.06898816506 -0.00774315530304946 2.81801379794398 0.685236134528139 8.4758238251386 345.227272727273 5 "Sti" "CT" 1 8 21 NA
"249711" 19 1243 12430 74.1324679156435 1018.66247617289 74.5492742090372 1018.45863931654 -0.621251576089969 5.43172907874072 -0.459809315128552 1.55057691344211 320.888888888889 5 "Sti" "CT" 1 8 21 NA
"249721" 19 1244 12440 72.1811391944919 1015.74163064029 71.0335676352326 1016.35375457627 1.41523613009926 12.3736977691488 -1.30638100863274 3.44566232587067 256 5 "Sti" "CT" 1 8 21 NA
"252651" 19 1538 15380 174.828042427743 1031.62681915588 173.332769612226 1031.26781220412 4.73066579110207 41.3611746485322 1.3313201078964 8.97880034603372 417.954545454545 6 "Sti" "CT" 1 8 21 NA
"252661" 19 1539 15390 156.014816969495 1032.51236413316 160.378952072725 1032.01010175243 -1.9161178484823 21.221309209949 6.44872443062235 5.11898980660794 365.944444444444 6 "Sti" "CT" 1 8 21 NA
"252671" 19 1540 15400 200.045457114625 1028.08115575577 202.085458036662 1028.50948288685 -6.08013878798771 53.1598919480399 0.387369905263313 7.29037099551124 257.272727272727 6 "Sti" "CT" 1 8 21 NA
"252681" 19 1541 15410 242.959950016348 1032.79524921289 243.603449854921 1033.11898462774 -3.41017490146581 29.815853816363 -1.05331534364012 16.212573385327 256 6 "Sti" "CT" 1 8 21 NA
"252691" 19 1542 15420 269.596639128169 1038.62101538754 271.071788590823 1037.73375698095 -3.14723891293289 27.5169509085418 -1.3944534442829 6.20602939143373 311.636363636364 6 "Sti" "CT" 1 8 21 NA
"252701" 19 1543 15430 289.443631216143 1035.0555812762 290.001902056929 1038.22148250737 -1.4533314138653 12.7067725951271 0.400496074593661 15.0076911406034 271.166666666667 6 "Sti" "CT" 1 8 21 NA
"252711" 19 1544 15440 305.706563268528 1066.1078516784 305.49383005801 1067.08284830426 -1.52461632112114 13.3300310600051 -1.89163049619941 35.9040452817662 384.045454545455 6 "Sti" "CT" 1 8 21 NA
"255651" 19 1838 18380 344.556360466827 1095.48377355825 344.716855468865 1095.41377601832 -0.887724031091482 7.76155203327522 -0.530726510853299 2.59865560875119 451.318181818182 7 "Sti" "CT" 1 8 21 NA
"255661" 19 1839 18390 356.656159383985 1090.60022188521 360.840459383267 1089.20097715278 -3.22662222300174 28.2110153588592 3.36387627472021 3.4398763422862 370.888888888889 7 "Sti" "CT" 1 8 21 NA
"255671" 19 1840 18400 390.893719969962 1082.51123534885 388.648859944041 1083.40424330777 -1.67502013210553 16.0364107589029 -3.61902072840979 7.42469850904786 296.772727272727 7 "Sti" "CT" 1 8 21 NA
"255681" 19 1841 18410 387.091854147673 1089.2543287639 387.595170053961 1089.55153859725 0.47289706511335 4.65590712712628 0.192874713931474 4.44686590534889 321.333333333333 7 "Sti" "CT" 1 8 21 NA
"255691" 19 1842 18420 387.894433279065 1092.22815721875 388.596580395045 1091.203125337 -0.757728796216043 7.86093481622845 0.807987594826272 3.07521042743929 330.545454545455 7 "Sti" "CT" 1 8 21 NA
"255701" 19 1843 18430 395.599520256591 1081.76567226363 394.979449516003 1082.30530246502 -0.0956894293212464 4.70627005313605 -1.65734785395711 6.83480453362745 369.5 7 "Sti" "CT" 1 8 21 NA
"255711" 19 1844 18440 387.915536048487 1078.79280005508 387.456106854092 1078.38253919835 1.27860249011342 11.1790820224713 0.583852637483233 7.93746205460866 357.045454545455 7 "Sti" "CT" 1 8 21 NA
"258651" 19 2138 21380 385.06030167834 1092.29046954727 384.942346522391 1092.32748703593 0.0168847325269424 0.907847966190104 -0.155737137546396 1.11767628558505 361.727272727273 8 "Sti" "CT" 1 8 21 NA
"258661" 19 2139 21390 383.188978209957 1093.05334557761 383.474904829208 1093.12813715129 0.176015647656948 1.6985493775764 0.204873421105788 0.552479591089195 387.166666666667 8 "Sti" "CT" 1 8 21 NA
"258671" 19 2140 21400 383.18796277685 1093.61165771951 383.157071396343 1093.58773812767 0.00417900057881827 0.310006013890927 0.0335712219475681 0.272303877249897 386.272727272727 8 "Sti" "CT" 1 8 21 NA
"258681" 19 2141 21410 383.446238482401 1093.72235702669 383.381868727877 1093.74195959044 -0.0225074226671886 0.383060075471406 -0.120635773256993 0.280059740855449 383.388888888889 8 "Sti" "CT" 1 8 21 NA
"258691" 19 2142 21420 384.386989112491 1093.46456375062 384.409747449324 1093.25931892192 -0.340328527828052 3.27006856588423 1.16188022606974 1.16400643260295 373.090909090909 8 "Sti" "CT" 1 8 21 NA
"258701" 19 2143 21430 390.041035980978 1089.3810696347 390.172942099938 1088.9362015174 -0.680524378875626 5.94996326736947 -0.84241883139606 4.19113679748989 295.333333333333 8 "Sti" "CT" 1 8 21 NA
"258711" 19 2144 21440 389.422519780122 1084.98096722802 389.56252545014 1083.86026502911 0.400245246112917 5.5079113158634 -0.649545801252259 7.43966505782237 272.636363636364 8 "Sti" "CT" 1 8 21 NA
"261651...1335" 19 2438 24380 40.8675478223702 1058.13535524614 42.090900178289 1057.12390304387 -1.0293257376405 9.3622274526382 4.04687848115358 5.30464613330992 409.318181818182 9 "Sti" "CT" 1 8 21 NA
"261661...1336" 19 2439 24390 81.1970524808705 1047.57700856347 90.3365591146662 1049.2913719375 -9.71956546033713 84.9801406958388 8.43717968598924 9.71986806068412 324.833333333333 9 "Sti" "CT" 1 8 21 NA
"261671...1337" 19 2440 24400 186.565159460161 1062.90166022067 188.617924377319 1064.21045668622 -10.3916951670157 90.8567076341941 -5.84280429980015 43.8550307023042 382.954545454545 9 "Sti" "CT" 1 8 21 NA
"261681...1338" 19 2441 24410 243.008503403954 1074.5192700606 242.104841501017 1072.01597628191 -3.11208542558398 27.2095968078827 -3.52696890979109 11.07699321481 378.722222222222 9 "Sti" "CT" 1 8 21 NA
"261691...1339" 19 2442 24420 275.090526663464 1046.31555582278 279.863639880915 1044.83388144202 -6.79739229096566 59.4309854291609 4.10376592095832 15.8631658827062 310.045454545455 9 "Sti" "CT" 1 8 21 NA
"261701...1340" 19 2443 24430 334.087914769453 1031.7711306452 335.131059970878 1032.75168602886 -4.379644508839 38.2921240746483 -3.6047617786852 14.7202557707672 293.833333333333 9 "Sti" "CT" 1 8 21 NA
"261711" 19 2444 24440 368.710749534449 1047.77589523849 369.738615994235 1050.57859812463 -4.10035399680208 35.8502302364142 -0.584641891059277 43.5299926512582 351.954545454545 9 "Sti" "CT" 1 8 21 NA
"264651...1342" 19 2738 27380 299.386743992274 1022.38314544027 299.448446036916 1022.38812255543 0.179932201592714 1.58532731312124 0.256697468047264 0.630887354323477 415.727272727273 10 "Sti" "CT" 1 8 21 NA
"264661...1343" 19 2739 27390 301.625750997157 1024.03346656617 305.510655788441 1025.59967193702 -2.27815695061469 19.9449370333545 5.74987293675258 13.9154806958702 377.722222222222 10 "Sti" "CT" 1 8 21 NA
"264671...1344" 19 2740 27400 355.881839169291 1032.22264527998 357.30556711751 1031.11408324072 -7.27542130356235 63.6104904608345 -2.80604213388119 17.6967924434862 308.318181818182 10 "Sti" "CT" 1 8 21 NA
"264681...1345" 19 2741 27410 390.755946911702 1027.6168377957 390.319894330696 1027.99528864327 -1.28497814118358 11.2348256384983 -2.3518603873332 5.58294067101087 324.5 10 "Sti" "CT" 1 8 21 NA
"264691...1346" 19 2742 27420 392.963529735349 1030.64670565806 392.282407109194 1030.72113642112 0.582305272623383 7.45507920721866 -1.20852574658272 2.3125650038578 263.909090909091 10 "Sti" "CT" 1 8 21 NA
"264701" 19 2743 27430 385.627786959967 1033.86791606392 385.877919702735 1033.84072295049 0.436119804121884 3.81308428506986 0.546577772155445 1.30168395654323 376.055555555556 10 "Sti" "CT" 1 8 21 NA
"264711" 19 2744 27440 382.300063243959 1031.75042996218 381.328022473969 1031.442797487 0.968102752005154 8.46431956337409 -1.20509827080383 8.89250551903933 382.454545454545 10 "Sti" "CT" 1 8 21 NA
"267401" 20 38 380 35.5997030847497 1174.11680838497 35.304773898453 1175.14514506254 -0.762196805687405 7.10223551230076 -1.70382529038599 11.4666650664647 332.727272727273 1 "Sti" "CT" 1 8 31 NA
"267411" 20 39 390 57.3733457746018 1194.92847816356 67.3996423098545 1196.31106086593 -8.11314146094939 70.9348484405194 12.4765152927116 36.8045520848946 241.222222222222 1 "Sti" "CT" 1 8 31 NA
"267421" 20 40 400 179.37710301017 1211.80382551581 181.589845721285 1210.56249635624 -13.8101893694432 120.745298793507 -6.74554139999803 12.4503024771479 242.227272727273 1 "Sti" "CT" 1 8 31 NA
"267431" 20 41 410 253.40201270314 1196.44736001769 255.050467709554 1197.55485950305 -5.04550477897005 44.1138760521841 -2.05486843778587 7.79355662077887 252.222222222222 1 "Sti" "CT" 1 8 31 NA
"267441" 20 42 420 299.353487019024 1199.91144185333 304.325407917586 1197.6427664047 -7.36637767717445 64.4057405631442 2.94851029124783 12.2960405990402 317 1 "Sti" "CT" 1 8 31 NA
"267451" 20 43 430 370.681823570151 1187.56322466971 368.810869793611 1191.90475311582 -5.49191983266685 48.0169738014304 -4.05972250898031 19.5101487510699 341.666666666667 1 "Sti" "CT" 1 8 31 NA
"267461" 20 44 440 385.642386816977 1210.94074255028 385.479988915377 1210.24266298064 0.444686418266469 9.90799061820934 -4.16237064851731 17.1074119143398 357.454545454545 1 "Sti" "CT" 1 8 31 NA
"270401" 20 338 3380 24.1671018786222 1150.74202973422 24.4982352678391 1151.04849978366 -0.218666694560047 2.25865742001309 1.37962271032411 2.96864777482119 247.909090909091 2 "Sti" "CT" 1 8 31 NA
"270411" 20 339 3390 43.7453093715479 1156.10772400859 54.8100558206952 1155.93010455782 -7.91902488966511 69.2376477162229 11.7305980008538 8.20947527034127 292.555555555556 2 "Sti" "CT" 1 8 31 NA
"270421" 20 340 3400 179.15781768998 1155.89726660039 183.358476328662 1154.95970855861 -17.3068717914256 151.317505483334 -3.42267654088182 15.6118439390232 306.909090909091 2 "Sti" "CT" 1 8 31 NA
"270431" 20 341 3410 273.575827517138 1149.59965517092 275.035367523748 1151.377242191 -5.42871194895088 47.4643343986517 -3.97487972251017 15.5982249276556 214.666666666667 2 "Sti" "CT" 1 8 31 NA
"270441" 20 342 3420 335.122893048871 1165.84857664211 338.371466855031 1164.81347192903 -9.27163837218329 81.063822921333 0.169738217688348 31.9837341656482 336.136363636364 2 "Sti" "CT" 1 8 31 NA
"270451" 20 343 3430 390.054496897041 1161.98593114758 388.260063570022 1163.00595533171 -1.65993967649783 17.5094383080636 -6.55973246851977 5.05924303843403 278 2 "Sti" "CT" 1 8 31 NA
"270461" 20 344 3440 385.287363469655 1159.93152318702 384.736416535101 1158.83399372079 1.03191810354731 9.02227018109841 0.209273362545503 7.1085610853147 308.227272727273 2 "Sti" "CT" 1 8 31 NA
"27340" 20 638 6380 36.2708744991996 1169.1930817726 35.5741564386066 1168.91698287111 0.652653631061478 5.70628364195725 -0.839424076025473 20.278974021812 344.227272727273 3 "Sti" "CT" 1 8 31 NA
"27341" 20 639 6390 32.6282195763209 1162.17285676348 38.854066140349 1163.28559619879 -2.84504387646701 26.3930439556909 8.16667507037413 6.26539216838933 306.944444444444 3 "Sti" "CT" 1 8 31 NA
"27342" 20 640 6400 115.581002445879 1177.31589947343 120.249873491003 1177.6268369033 -13.2402555180112 115.762251034875 2.36174662376011 29.9842643707116 303.045454545455 3 "Sti" "CT" 1 8 31 NA
"27343" 20 641 6410 211.027485220321 1185.13651512277 214.435194125685 1184.18693639797 -8.2253568980422 71.9159708653137 -2.32596856575577 9.30017652891911 333.277777777778 3 "Sti" "CT" 1 8 31 NA
"27344" 20 642 6420 283.395167441358 1173.8985599351 285.189189375439 1173.57434955669 -8.07412844466326 70.5937496921759 -2.7409831450216 5.5769768900193 338.681818181818 3 "Sti" "CT" 1 8 31 NA
"27345" 20 643 6430 326.059643422298 1168.60076053734 327.727227013359 1168.03292624795 -2.64680461540147 23.1415519067259 -1.58926493595243 5.08492325546445 337.222222222222 3 "Sti" "CT" 1 8 31 NA
"27346" 20 644 6440 361.592146466155 1159.46283563904 362.671826670088 1159.28867519714 -4.84334200622778 42.3463257495286 -1.18553219673669 4.58137088325452 321.181818181818 3 "Sti" "CT" 1 8 31 NA
"27640" 20 938 9380 26.3070053045379 1167.39084427667 27.4562822306298 1167.924814313 0.213864574745386 7.56737821521494 1.48547576475038 5.50004531088734 318.272727272727 4 "Sti" "CT" 1 8 31 NA
"27641" 20 939 9390 34.0947525606127 1173.84655879716 37.0674185106642 1178.67635548913 -2.32455270418449 20.3240378042208 3.73433589838926 25.9073914812404 384.333333333333 4 "Sti" "CT" 1 8 31 NA
"27642" 20 940 9400 92.2415882691971 1214.10032861527 96.8230554970866 1210.99303228421 -10.0842899856997 88.169001515493 1.67462874505701 26.7062106143073 304.318181818182 4 "Sti" "CT" 1 8 31 NA
"27643" 20 941 9410 154.650573598485 1205.77231783351 152.610256726494 1205.68949163251 -2.44007618886892 21.334083162958 -4.28776327796777 7.55139375319573 375.777777777778 4 "Sti" "CT" 1 8 31 NA
"27644" 20 942 9420 171.335933215841 1205.1029863422 173.168545244685 1205.32644174128 -3.03425218698298 26.5290849481584 -0.537224928592622 11.8702767752641 382.818181818182 4 "Sti" "CT" 1 8 31 NA
"27645" 20 943 9430 191.543591212777 1205.31397715383 191.768476403442 1206.64328552605 -1.25089478139745 10.9368278811056 -0.533073135270456 6.33449230435758 351 4 "Sti" "CT" 1 8 31 NA
"27646" 20 944 9440 198.237461869812 1211.26854440314 198.35965828589 1211.74201490561 -0.322054033716969 3.06842882748737 -0.933596545726118 7.1587585412326 361.818181818182 4 "Sti" "CT" 1 8 31 NA
"27940" 20 1238 12380 37.5265086245681 1157.60639047314 43.7762369079283 1159.60680745014 -4.7342594851822 41.3925950479105 9.66738799507876 20.546839845819 300.090909090909 5 "Sti" "CT" 1 8 31 NA
"27941" 20 1239 12390 133.994995902988 1186.11969368338 141.814850446062 1187.25164954966 -14.5469560137324 127.186999643941 3.38465527650045 40.1648668564894 235.333333333333 5 "Sti" "CT" 1 8 31 NA
"27942" 20 1240 12400 259.570943490776 1202.02131588478 262.078561981946 1198.69714490549 -11.9755098336521 104.704321887746 -4.76611954939395 19.3510331370217 313 5 "Sti" "CT" 1 8 31 NA
"27943" 20 1241 12410.125 334.846579449057 1175.00572788217 337.27056320623 1174.96275465787 -6.45044628755014 56.3975658483757 -2.29836991829092 10.1857097824875 346.375 5 "Sti" "CT" 1 8 31 NA
"27944" 20 1242 12420 381.353678766592 1165.6405543671 382.051941923816 1166.72465004542 -3.8388720899754 33.5640406611473 -4.88181503822727 13.2889430359442 338.227272727273 5 "Sti" "CT" 1 8 31 NA
"27945" 20 1243 12430 399.863059432932 1161.4927562805 397.976601830316 1160.67083702976 -0.253947612578936 7.45388080200843 -2.163941083417 13.9146308514789 179.5 5 "Sti" "CT" 1 8 31 NA
"27946" 20 1244 12440 392.722856516625 1153.97383516259 392.687078940128 1154.5862179297 0.76696576565141 6.70573792006621 0.310136654980965 7.01987126287145 222.590909090909 5 "Sti" "CT" 1 8 31 NA
"28239" 20 1538 15380 25.9129139220193 1158.48107728465 26.1200611798688 1158.43476829803 -0.46020565770797 4.02367180926294 1.68618212294851 1.04760440445352 321.909090909091 6 "Sti" "CT" 1 8 31 NA
"28240" 20 1539 15390 48.8294906285124 1159.37861397021 59.0639979741585 1159.44101424876 -8.12351928252232 71.0255838484945 11.4791716067944 5.57852123971315 325.111111111111 6 "Sti" "CT" 1 8 31 NA
"28241" 20 1540 15400 177.182154774694 1163.25326622443 182.428758514144 1164.57144507593 -16.7223827688727 146.207198898703 -1.8338736442289 33.5750408413548 303.5 6 "Sti" "CT" 1 8 31 NA
"28242" 20 1541 15410 288.05145491639 1180.82377426322 291.296139231453 1180.4798044012 -8.95351864349094 78.2824373323665 -4.02003622778705 28.5933200209379 245.611111111111 6 "Sti" "CT" 1 8 31 NA
"28243" 20 1542 15420 362.972667058041 1173.38564881994 363.554446953521 1172.29595239821 -7.13880521005373 62.4160281265815 -4.82196623936079 9.25058488322838 326.545454545455 6 "Sti" "CT" 1 8 31 NA
"28244" 20 1543 15430 389.858052813159 1160.55414330939 388.278464649162 1159.99164070423 0.079188930640929 5.95174659981063 -3.97978035909125 5.20394861111163 322.5 6 "Sti" "CT" 1 8 31 NA
"28245" 20 1544 15440 380.858724927503 1157.60926115467 380.576796083092 1159.46470327621 1.01964618472178 8.91497429501612 0.559924615823945 11.4328504324337 380.681818181818 6 "Sti" "CT" 1 8 31 NA
"28539" 20 1838 18380 50.9258426033685 1207.29568445772 51.0577618897206 1206.05457325171 -1.16484071771748 10.1844396731333 -0.635376445933581 14.5274735565349 285.772727272727 7 "Sti" "CT" 1 8 31 NA
"28540" 20 1839 18390 59.8073296833754 1215.32167421789 64.1173536352781 1214.78351821483 -2.83175880748629 24.7586440833044 4.93348455712568 7.42603926338506 304.833333333333 7 "Sti" "CT" 1 8 31 NA
"28541" 20 1840 18400 123.865281668064 1207.07954774463 126.175180822495 1208.10452467065 -9.31854074678185 81.4738999364649 0.0363844834789262 12.5327182208939 268.272727272727 7 "Sti" "CT" 1 8 31 NA
"28542" 20 1841 18410 183.113178567643 1213.20430606492 187.0893351961 1212.84904174463 -5.5366236292056 48.407828200735 0.551162220552584 11.6662470029055 268.888888888889 7 "Sti" "CT" 1 8 31 NA
"28543" 20 1842 18420 239.372624409542 1212.23621788744 242.322111212682 1211.02036949421 -6.80244130902954 59.4751300225787 -0.837478121176161 6.18175050612967 309.727272727273 7 "Sti" "CT" 1 8 31 NA
"28544" 20 1843 18430 298.297476038114 1196.53965413857 300.76567102257 1194.54769075289 -6.55550155718491 57.3160854705577 0.347551603269551 8.94124609439223 289.888888888889 7 "Sti" "CT" 1 8 31 NA
"28545" 20 1844 18440 354.364991654629 1173.22659165294 356.469023169579 1173.15473243869 -6.03604990666185 52.7744138776999 -1.72295440238304 7.05546437282624 295.545454545455 7 "Sti" "CT" 1 8 31 NA
"28839" 20 2138 21380 33.9715060560919 1153.14482839571 36.3899560370436 1154.95811663329 -1.49882219615015 13.4803342636516 5.73036726126272 9.04758581682995 352.318181818182 8 "Sti" "CT" 1 8 31 NA
"28840" 20 2139 21390 88.3445167675853 1179.5841418249 100.23450862962 1181.47026091856 -12.5756838515641 109.951765581837 9.57656594492013 45.2540333947734 303.666666666667 8 "Sti" "CT" 1 8 31 NA
"28841" 20 2140 21400 227.006298588591 1207.16844602606 227.979266288674 1206.60886983848 -12.6072737926887 110.227962871962 -10.7924377189037 30.3804721857205 318.590909090909 8 "Sti" "CT" 1 8 31 NA
"28842" 20 2141 21410 285.996672785835 1211.29422392315 287.007053257912 1211.72095571373 -4.01561281507348 35.1093208227769 -0.594980936128024 14.024517551522 225.388888888889 8 "Sti" "CT" 1 8 31 NA
"28843" 20 2142 21420 328.122280558993 1218.70067793447 331.123076542469 1218.22986980988 -6.3773123577843 55.7581410030468 2.70536037434096 17.9985242965292 244.363636363636 8 "Sti" "CT" 1 8 31 NA
"28844" 20 2143 21430 379.68791017871 1214.88929652044 377.820403441179 1214.27043425667 -3.06335750928425 26.7835587097944 -6.1362672237388 5.53574404740993 240.055555555556 8 "Sti" "CT" 1 8 31 NA
"28845" 20 2144 21440 385.756524916641 1205.89716014891 385.188694038071 1204.39079545926 0.178518623560082 3.91795686583112 -1.55132567161303 13.0909252117972 254.318181818182 8 "Sti" "CT" 1 8 31 NA
"29139" 20 2438 24380 12.6914841087269 1162.44328182322 15.7135403423083 1161.10519816464 -1.79324855235974 15.704726346539 5.49150485742373 6.383852308933 340.045454545455 9 "Sti" "CT" 1 8 31 NA
"29140" 20 2439 24390 72.5614398321564 1149.62404767735 82.9694231451251 1150.16032706442 -12.5258241498906 109.515832053681 9.10092359841047 7.12072243681564 253.277777777778 9 "Sti" "CT" 1 8 31 NA
"29141" 20 2440 24400 201.690500636443 1145.36186106482 200.637315171222 1145.73982933774 -10.9533210545477 95.7671171721162 -10.6058679824091 15.9110292349826 251.727272727273 9 "Sti" "CT" 1 8 31 NA
"29142" 20 2441 24410 248.40175235699 1152.10884168463 253.156553523534 1154.05143573758 -4.68806886505655 40.9887410471196 2.11085626783637 24.0891657818056 288.111111111111 9 "Sti" "CT" 1 8 31 NA
"29143" 20 2442 24420 310.604529803666 1180.06151946401 314.140496332359 1182.28663241789 -8.25402743602496 72.1666432190874 0.100948058973756 54.0321602422339 279.954545454545 9 "Sti" "CT" 1 8 31 NA
"29144" 20 2443 24430 375.369350598188 1210.39761225886 375.07525596498 1208.34719968361 -5.13192849843978 44.8694962360252 -3.18477679397125 22.0056827552351 251.777777777778 9 "Sti" "CT" 1 8 31 NA
"29145" 20 2444 24440 395.971962690458 1206.66962805921 395.862197848088 1206.92673956479 -0.812163780749295 7.10091337290561 -2.25929765222412 3.07122624167232 228.318181818182 9 "Sti" "CT" 1 8 31 NA
"29439" 20 2738 27380 35.7688458912338 1178.6285718401 39.4718412590445 1182.45648177533 -2.11665120176096 18.7712201139925 5.21082855064004 17.8294676207295 354.181818181818 10 "Sti" "CT" 1 8 31 NA
"29440" 20 2739 27390 83.153253184298 1210.18271327084 85.3592597739315 1207.7566283801 -6.32276381363062 55.2812119699692 -1.15650465429857 21.7518634115379 258.722222222222 10 "Sti" "CT" 1 8 31 NA
"29441" 20 2740 27400 131.13915488559 1208.80999764025 132.591423944047 1209.13944138136 -5.15377274647237 45.0604849462488 1.25861106698366 6.857772647709 298.045454545455 10 "Sti" "CT" 1 8 31 NA
"29442" 20 2741 27410 180.158393493306 1212.69099015233 181.717777961637 1212.08082394973 -5.3221694234207 46.532811395222 -1.47951454932792 9.32156148901367 325.611111111111 10 "Sti" "CT" 1 8 31 NA
"29443" 20 2742 27420 222.37060305465 1209.84579646944 226.812135505695 1209.075488495 -6.35832404381955 55.5921223061322 2.53563885692969 5.18476633225487 300.136363636364 10 "Sti" "CT" 1 8 31 NA
"29444" 20 2743 27430 286.553194945018 1198.89786480407 287.653541197752 1199.99747409066 -5.86618639495418 51.2892625936314 -2.82174240937545 12.6985049548045 321.222222222222 10 "Sti" "CT" 1 8 31 NA
"29445" 20 2744 27440 319.936309471322 1204.47381582791 322.514277285983 1202.28019325799 -3.71280720793622 32.4618297180541 1.59068971872421 11.660855111337 311.5 10 "Sti" "CT" 1 8 31 NA
"41100" 21 40 400 37.2497142260991 71.034293428519 37.2356529038953 70.9460620131048 -0.521351416329096 4.55828163228242 -0.663523136211346 2.21364754198345 464.863636363636 1 "Sti" "CT" 1 12 35 NA
"42100" 21 41 410 38.7256897398193 67.9656677355923 38.3999765305415 70.1123214313498 0.0672069986146579 1.4928981553611 0.301734712739858 6.52985314265418 453.944444444444 1 "Sti" "CT" 1 12 35 NA
"43100" 21 42 419.6 51.3212836197488 83.1528095465689 63.3553946266736 82.0617722810858 -8.31038785150695 72.6594138122667 15.232166659413 54.1205373167666 345.1 1 "Sti" "CT" 1 12 35 NA
"44100" 21 43 430.428571428571 171.757907813138 78.6342483501089 173.581633082871 80.548543956416 -12.133315490492 106.08404889052 -2.55234654944799 92.9927507679294 424.357142857143 1 "Sti" "CT" 1 12 35 NA
