"ID" "sec" "frame" "pos_y" "pos_x" "y2" "x2" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "expe" "plong" "day"
"203702" 30 2746 27460 40.1967888827834 1166.70789769332 41.5165550195166 1166.42248909681 -2.24099462683025 19.5934725131269 1.69859076446898 19.196103852441 276.227272727273 10 "Sti" "CT" 1 12 36 NA
"203713" 30 2747 27470 64.0909476854131 1157.29588260194 67.0931195906281 1156.83578054578 -3.4438404375357 30.1101984558939 2.91006769668913 5.24588910574221 266.111111111111 10 "Sti" "CT" 1 12 36 NA
"42...1973" 1 75 750 260.139358551357 37.8829882341898 NA NA -0.952127900057214 8.32464817871488 0.295693621329804 8.28309738182486 581.277777777778 1 "Sti" "P2" 5 32 36 9
"43...1974" 1 76 763 268.535979799227 38.5503943615728 NA NA -1.99586048310234 17.4502147606729 3.74759012981946 19.8018173203406 553.1 1 "Sti" "P2" 5 32 36 9
"44...1975" 1 77 770 313.267513661565 78.3267990705429 NA NA -7.22369649999239 63.1582499668765 1.96387115155977 69.6223404011833 450.555555555556 1 "Sti" "P2" 5 32 36 9
"45...1976" 1 78 780 370.579459093401 85.3439304724395 NA NA -3.7893695365054 33.1312297524857 -6.11077850977006 30.1762233367951 375 1 "Sti" "P2" 5 32 36 9
"46" 1 79 790 381.447594789675 82.5372960903594 NA NA -0.481609881007147 4.29026498353159 -0.6561870341597 4.44843764697873 354.944444444444 1 "Sti" "P2" 5 32 36 9
"47" 1 80 799.8 381.760071993249 76.6191042381836 NA NA -0.000196919718178705 2.57570245455281 0.304131718562417 3.64025541821582 499.25 1 "Sti" "P2" 5 32 36 9
"48" 1 81 811.5 385.092660650446 81.5517835745321 NA NA -0.142834968776613 1.56022340777832 -0.4200999637373 2.18483340701545 215.833333333333 1 "Sti" "P2" 5 32 36 9
"327" 1 375 3750 316.747199572616 89.4347783806509 NA NA -6.38830605739434 55.8542611581547 -2.28075688091161 59.1364282468573 345.277777777778 2 "Sti" "P2" 5 32 36 9
"328" 1 376 3760 367.477235842027 96.4927937636267 NA NA -3.42863199042003 29.9772279047999 -4.6099851771292 26.8252728673068 336.636363636364 2 "Sti" "P2" 5 32 36 9
"329" 1 377 3770 370.993562936621 78.193706937686 NA NA 0.510104812546414 4.45995028447652 -0.54455857522521 7.15955993171337 504.111111111111 2 "Sti" "P2" 5 32 36 9
"330" 1 378 3780 367.463036431519 69.0591825984677 NA NA 0.566184356089735 4.95026515708241 -0.378203843598044 6.04994131821508 550.681818181818 2 "Sti" "P2" 5 32 36 9
"331" 1 379 3790 363.494717849241 66.0451019426845 NA NA -0.501209760260833 6.96286528772725 1.92735838749422 8.88533261835153 495.277777777778 2 "Sti" "P2" 5 32 36 9
"332" 1 380 3799.5 373.449038043879 89.0068026681874 NA NA 0.797034766500636 16.4386555269739 -3.91343363907237 19.8844424327656 274.7 2 "Sti" "P2" 5 32 36 9
"605" 1 675 6750 362.658735395292 86.4388243974264 NA NA -0.335494271733108 3.25091666710568 -0.492980847779108 1.94778111020707 484.3125 3 "Sti" "P2" 5 32 36 9
"606" 1 676 6760 357.768964421419 64.4082194018679 NA NA 0.974699315853308 10.2547636598791 1.02519545209924 12.9266399085319 488.454545454545 3 "Sti" "P2" 5 32 36 9
"607" 1 677 6770 364.804889719816 56.7325606988271 NA NA -2.56415560928296 22.4189348106239 1.72611519523929 21.3005219055761 486.388888888889 3 "Sti" "P2" 5 32 36 9
"608" 1 678 6780 378.356809149282 51.7018305410468 NA NA 0.0401327251256816 5.30576249762981 -2.1406337016457 5.67515444576844 374.136363636364 3 "Sti" "P2" 5 32 36 9
"609" 1 679 6790 380.286325033723 56.6397012615048 NA NA -0.727524004386262 6.36089056703571 0.0553845596523388 8.68037255945603 347.444444444444 3 "Sti" "P2" 5 32 36 9
"610" 1 680 6799.6 382.028040402425 68.4108986242245 NA NA 0.445687961334227 3.89674063261162 -1.08337751745285 3.64243879129168 430.3 3 "Sti" "P2" 5 32 36 9
"611" 1 681 6810 376.585730960859 68.5233267651091 NA NA 0.876476982352899 7.66321679512924 -0.435589672653748 7.90344397679246 474.444444444444 3 "Sti" "P2" 5 32 36 9
"829" 1 975 9750 367.382685036291 51.6133234785794 NA NA -0.177017222910616 1.54769763832724 0.2603583559453 1.34731480806107 465.611111111111 4 "Sti" "P2" 5 32 36 9
"830" 1 976 9760 369.041682898654 51.3587526430178 NA NA 0.148271361783821 2.44893554507354 -0.595173596019492 2.33333923181249 461.363636363636 4 "Sti" "P2" 5 32 36 9
"831" 1 977 9770 365.882342364299 51.7469920704398 NA NA 0.260282133980044 2.27569971687501 0.192935035465155 2.40498625564987 485.888888888889 4 "Sti" "P2" 5 32 36 9
"832" 1 978 9780 365.879434730257 50.2373920985886 NA NA -1.16805845323972 11.1243216008926 2.06861872430778 11.3822364779653 467.454545454545 4 "Sti" "P2" 5 32 36 9
"833" 1 979 9790 383.002139359196 59.2934993704411 NA NA -0.718463758611693 8.75644514638486 -2.34491129652997 9.13163601787215 397.277777777778 4 "Sti" "P2" 5 32 36 9
"834" 1 980 9800 378.836470674947 69.7827969915234 NA NA 0.670864228904701 5.8655026084005 -0.203777143988873 4.70193775338458 375.636363636364 4 "Sti" "P2" 5 32 36 9
"835" 1 981 9810 372.899895846633 72.6533076384058 NA NA 0.640121806766771 5.59671534941521 0.0553231708489079 5.10979834934909 396.5 4 "Sti" "P2" 5 32 36 9
"836" 1 982 9818.875 367.591262900672 74.4974652081845 NA NA -0.496810017469271 8.07831443093858 2.00908550260004 7.72394649281193 444.5 4 "Sti" "P2" 5 32 36 9
"1109" 1 1275 12750 48.4754635005356 58.5075617651234 NA NA -0.854732716526624 7.51299282083797 3.20410153791974 1.9713927612442 581.5 5 "Sti" "P2" 5 32 36 9
"1110" 1 1276 12760 97.9771979431109 42.4273613384515 NA NA -11.340452074503 99.1518825381984 5.55230276486375 84.9671274189831 397.227272727273 5 "Sti" "P2" 5 32 36 9
"1111" 1 1277 12770 184.468177510349 51.91578125258 NA NA -5.62164820008174 49.1512153434156 -5.14536105721351 49.8275625570361 418.777777777778 5 "Sti" "P2" 5 32 36 9
"1112" 1 1278 12780 219.949256294213 51.0872801570234 NA NA -2.94887406640768 25.7826066484399 -1.2503044515945 25.372968284222 407.363636363636 5 "Sti" "P2" 5 32 36 9
"1113" 1 1279 12790 243.348682783448 50.0540852145147 NA NA -2.51677241937046 22.0046539292601 -1.88045934828091 19.8655583673078 431.166666666667 5 "Sti" "P2" 5 32 36 9
"1114" 1 1280 12799.5 257.906171275535 51.4396461588465 NA NA -7.93618971699565 69.3877232980502 12.2931885115236 70.9950866891213 493.75 5 "Sti" "P2" 5 32 36 9
"1393" 1 1575 15750 162.151327058767 71.1592006230593 NA NA 0.524335139994757 7.28165864668452 2.45311734394633 8.70780091805022 557.944444444444 6 "Sti" "P2" 5 32 36 9
"1394" 1 1576 15759.9 189.525416466493 66.3922935885067 NA NA -9.79520297528852 85.6414548964254 10.9227367677675 77.3699548254089 520.7 6 "Sti" "P2" 5 32 36 9
"1395" 1 1577 15770 291.542821240041 47.676882197586 NA NA -7.34070338256608 64.1812649755278 -9.36748885729301 62.9411284515105 415.222222222222 6 "Sti" "P2" 5 32 36 9
"1396" 1 1578 15780 329.407937697344 60.2962109988078 NA NA -4.46301747715559 39.0210709197193 0.426094532585807 38.1269422285871 445.272727272727 6 "Sti" "P2" 5 32 36 9
"1397" 1 1579 15790 362.514359636905 44.3925586382641 NA NA -2.02072037109436 17.6675698253479 -2.23345206670825 16.9509644773827 500.111111111111 6 "Sti" "P2" 5 32 36 9
"1398" 1 1580 15797.5 371.48679960511 51.1350157202831 NA NA 0.248790790245406 4.3151202301197 -2.02995948896358 2.7771738874257 466.916666666667 6 "Sti" "P2" 5 32 36 9
"1669" 1 1875 18750 198.042800226393 68.9650281893747 NA NA 3.59565447393784 31.4375395006868 -0.0625289190314788 31.4999850808381 533.166666666667 7 "Sti" "P2" 5 32 36 9
"1670" 1 1876 18759.5 169.743596296852 72.9205710649182 NA NA -3.75331111800957 59.2582214651766 15.8136783696218 52.8376386436968 503.05 7 "Sti" "P2" 5 32 36 9
"1671" 1 1877 18771.5 273.148112148509 67.5993803666617 NA NA -11.2534291485418 98.3910233699442 0.447717631674209 95.5930897097839 298.666666666667 7 "Sti" "P2" 5 32 36 9
"1672" 1 1878 18781.125 358.473388885459 81.7530961179842 NA NA -6.45065185580488 56.3993631735012 -10.9856466142538 55.8779484135123 397.625 7 "Sti" "P2" 5 32 36 9
"1673" 1 1879 18790 373.213225944663 72.8092540843725 NA NA -0.832687212544302 7.57446274180955 -0.277950918942054 4.84382742465709 513.111111111111 7 "Sti" "P2" 5 32 36 9
"1674" 1 1880 18800 381.964971503786 52.7061804361549 NA NA -0.394261372669852 5.82276041287957 -1.58422195123757 4.71488572358163 380.681818181818 7 "Sti" "P2" 5 32 36 9
"1675" 1 1881 18810 379.253105735917 46.313974990524 NA NA 0.433158359924598 3.78719177520662 0.0592224160255341 4.02149476821921 327.611111111111 7 "Sti" "P2" 5 32 36 9
"1949" 1 2175 21750 370.69920445764 95.500998325343 NA NA -1.07477840656822 9.53032199379874 -1.59519189434184 10.0366627071648 446.055555555556 8 "Sti" "P2" 5 32 36 9
"1950" 1 2176 21760 365.943278126216 102.575825937127 NA NA 1.57716397200039 15.2098418052844 0.776845691212145 13.4091007298404 418.727272727273 8 "Sti" "P2" 5 32 36 9
"1951" 1 2177 21768.5 362.511751633521 97.1262065686978 NA NA -1.56236640186814 13.66008770567 2.24269681589612 7.33528705195943 449.333333333333 8 "Sti" "P2" 5 32 36 9
"1952" 1 2178 21781 382.06747087571 48.6178360064707 NA NA -1.10875087624173 9.69403476360645 -2.79469049777629 5.48564394585037 320.333333333333 8 "Sti" "P2" 5 32 36 9
"1953" 1 2179 21790 384.200519974064 43.7237029444222 NA NA -0.137139239044832 2.26804230140652 -0.294725425673676 2.19516496447153 272.555555555556 8 "Sti" "P2" 5 32 36 9
"1954" 1 2180 21800 383.929830078284 47.9315395545134 NA NA 0.00718050680629163 0.555872550265349 0.201417970921966 0.535556755816401 325.318181818182 8 "Sti" "P2" 5 32 36 9
"1955" 1 2181 21810 384.306481366496 48.9281102752443 NA NA -0.0216148124685085 0.188982708350864 -0.0603244022818217 0.226992743309722 336.722222222222 8 "Sti" "P2" 5 32 36 9
"2205" 1 2476 24760.5 356.461137914937 64.4844349578579 NA NA -3.51580432151033 30.7393933525319 -2.39674120914299 24.8890913687691 375.15 9 "Sti" "P2" 5 32 36 9
"2206" 1 2477 24770 367.227692710887 57.0619728520965 NA NA -0.239726293911273 2.77326893810636 -1.22566186819978 2.60130249645766 458.944444444444 9 "Sti" "P2" 5 32 36 9
"2207" 1 2478 24778.5 366.709750220346 55.7753798445851 NA NA 0.0184429220989335 0.161250224735397 0.00914404183623674 0.245574167745588 454 9 "Sti" "P2" 5 32 36 9
"2208" 1 2479 24790 366.385257685582 54.5058586585979 NA NA 0.028360480734164 0.247961460090551 0.0515027642726977 0.383669267903315 449.625 9 "Sti" "P2" 5 32 36 9
"2209" 1 2480 24799.5 366.436660399878 53.9900596318127 NA NA 0.0028358474224234 0.121852755400596 0.0417240821824407 0.123880224863171 440.65 9 "Sti" "P2" 5 32 36 9
"2210" 1 2481 24810 366.307737204044 53.9128741013095 NA NA 0.0125067165419013 0.122150834153672 -0.0209919543443107 0.13186627054597 445.388888888889 9 "Sti" "P2" 5 32 36 9
"2484" 1 2775 27750 378.682032735107 68.855222005736 NA NA -0.762149129180157 6.66362508624889 -2.08638440181289 4.15287812633579 465.555555555556 10 "Sti" "P2" 5 32 36 9
"2485" 1 2776 27760 384.751924407542 61.8042460461778 NA NA -0.0424289248250484 5.68287357555704 -1.00995958423846 4.2482282300046 471.136363636364 10 "Sti" "P2" 5 32 36 9
"2486" 1 2777 27770 382.372145410619 76.9147865475574 NA NA -0.160543030364505 1.75114442594713 0.5686589882867 4.66312000275275 462.722222222222 10 "Sti" "P2" 5 32 36 9
"2487" 1 2778 27778.875 382.889463342203 88.2970917419002 NA NA 0.27018566041865 2.36455407420306 -0.610975676815201 2.4276027282188 228.8125 10 "Sti" "P2" 5 32 36 9
"2488" 1 2779 27791 380.92050912356 85.7599210105976 NA NA 0.109853121335385 0.960468216923175 0.000271437457683987 1.69270238428788 405.833333333333 10 "Sti" "P2" 5 32 36 9
"2489" 1 2780 27800 380.604032222003 74.7456074319849 NA NA -0.179214917730296 2.96250716979813 0.729123561873166 2.92860791128874 466.954545454545 10 "Sti" "P2" 5 32 36 9
"2490" 1 2781 27810 381.59746800836 73.4763973738108 NA NA 0.413023072062006 5.07271911330292 -1.18302661633231 4.18614088394094 496.555555555556 10 "Sti" "P2" 5 32 36 9
"3201" 2 75 750 26.1610603726544 193.487894950337 NA NA -3.29920807299097 28.8456482310573 8.02835415348935 3.17302399083323 319.055555555556 1 "Sti" "P2" 5 32 27 9
"3202" 2 76 763 83.7749475489643 187.134852854947 NA NA -5.9644548940155 52.1484440982242 3.92439163826703 18.9035161281695 378.7 1 "Sti" "P2" 5 32 27 9
"3203" 2 77 770 145.247878391226 191.191777177991 NA NA -8.09069566606633 70.738600283647 -6.30217070564726 47.7880505648203 363.166666666667 1 "Sti" "P2" 5 32 27 9
"3204" 2 78 780 216.892262019258 194.991938443183 NA NA -8.62210633142474 75.3848319792624 1.30532239963824 53.2810739507606 337.272727272727 1 "Sti" "P2" 5 32 27 9
"3205" 2 79 790 279.927400080956 191.912294574434 NA NA -6.0845345754195 53.1983252129782 -1.67802113327909 45.1578197854671 371.388888888889 1 "Sti" "P2" 5 32 27 9
"3206" 2 80 799.8 323.956912062222 198.929978395096 NA NA -2.35452323548708 20.7387481020138 -5.36047188281725 19.4787402407022 353.8 1 "Sti" "P2" 5 32 27 9
"3207" 2 81 811.5 325.91005770571 195.760187065742 NA NA -0.240199924602307 2.95548099272713 1.08759482207046 3.05912778916394 379.166666666667 1 "Sti" "P2" 5 32 27 9
"3486" 2 375 3750 19.0675264592693 220.511900686461 NA NA 0.559221450770497 7.13395636300634 2.50226075679515 2.70191511337967 262.722222222222 2 "Sti" "P2" 5 32 27 9
"3487" 2 376 3760 23.7919474785798 218.618165607544 NA NA -2.19585207687593 19.198782003336 4.52220206549615 3.0940389180796 314.136363636364 2 "Sti" "P2" 5 32 27 9
"3488" 2 377 3770 76.6890879325265 211.847980684641 NA NA -9.52113269824996 83.2452026361442 4.11694040879008 29.6270930870712 343.055555555556 2 "Sti" "P2" 5 32 27 9
"3489" 2 378 3780 158.832045570792 214.003218689583 NA NA -7.97020815934212 69.6851534690443 -2.37644434013839 33.2022751939531 270.681818181818 2 "Sti" "P2" 5 32 27 9
"3490" 2 379 3790 218.684176665158 198.835514201317 NA NA -5.4739756896668 47.8600845039579 -1.5285247310816 28.6974192859772 312.388888888889 2 "Sti" "P2" 5 32 27 9
"3491" 2 380 3799.5 258.586120519967 194.154008882399 NA NA -3.8973133829334 34.0750047899742 -3.40804420535139 22.8475832158316 332.5 2 "Sti" "P2" 5 32 27 9
"3769" 2 675 6750 115.52133269195 208.252142577468 NA NA 0.254441347046645 2.54642124243382 0.468189402403738 2.47951389434249 372.055555555556 3 "Sti" "P2" 5 32 27 9
"3770" 2 676 6760 127.211223502156 209.401005854948 NA NA -3.96104774280797 34.6322472810508 3.65939499753 10.3940769032883 330.818181818182 3 "Sti" "P2" 5 32 27 9
"3771" 2 677 6770 165.596521070448 181.503040044245 NA NA -4.5458670794704 39.745441869227 1.7039473230812 20.0036942828369 347.277777777778 3 "Sti" "P2" 5 32 27 9
"3772" 2 678 6780 225.925284689138 175.280919559536 NA NA -7.23881906795134 63.2904696590096 -1.72237052328157 42.5811239565829 348.954545454545 3 "Sti" "P2" 5 32 27 9
"3773" 2 679 6790 258.526035482221 165.534918077532 NA NA -1.12661274364854 9.85020470880778 -3.16967627288284 5.24461253255754 229.833333333333 3 "Sti" "P2" 5 32 27 9
"3774" 2 680 6799.6 265.123109227175 164.59343844128 NA NA -1.13299541191765 9.90600967763447 0.794128163527887 10.2944999023991 291.85 3 "Sti" "P2" 5 32 27 9
"3775" 2 681 6810 278.119132972705 174.255685856674 NA NA -0.977375772515707 8.54539547061273 -0.746924790946537 15.6944588690656 339.722222222222 3 "Sti" "P2" 5 32 27 9
"3993" 2 975 9750 360.688630826297 156.873639099207 NA NA 0.0170040837980526 0.320679821445196 -0.173841085847926 0.302610285248306 366.333333333333 4 "Sti" "P2" 5 32 27 9
"3994" 2 976 9760 368.91178160744 161.381217375824 NA NA -2.08429427500301 18.2234094172296 1.5228215927072 20.8359517641421 325.772727272727 4 "Sti" "P2" 5 32 27 9
"3995" 2 977 9770 376.937497570721 168.97013441017 NA NA 0.585275338260861 5.29615191217613 -2.09594791860439 3.44084033678973 322.555555555556 4 "Sti" "P2" 5 32 27 9
"3996" 2 978 9780 370.508420159928 171.937613175498 NA NA 0.632880845724294 5.5334061520366 0.264283361483763 5.02050736629934 344 4 "Sti" "P2" 5 32 27 9
"3997" 2 979 9790 366.226602349822 169.579820150691 NA NA 0.0143046067159847 3.29953746761299 0.878862848428525 6.22976046321759 363.777777777778 4 "Sti" "P2" 5 32 27 9
"3998" 2 980 9800 371.586814015506 188.08177515807 NA NA -0.615087738397342 5.37783739021995 -0.152299767248451 11.648398382217 223.227272727273 4 "Sti" "P2" 5 32 27 9
"3999" 2 981 9810 373.959506328402 190.407931001573 NA NA 0.00491065464951583 1.18757820765387 -0.529658002624672 1.77623349444286 288.444444444444 4 "Sti" "P2" 5 32 27 9
"4000" 2 982 9818.875 371.578516783648 187.504053148594 NA NA 0.679912281039406 5.94461157130303 -0.698262177290417 7.28310835425088 325.3125 4 "Sti" "P2" 5 32 27 9
"4273" 2 1275 12750 25.8884681830784 188.325473362898 NA NA -0.0278526281451312 0.305323869959352 0.061789411301266 0.305002792706546 331.222222222222 5 "Sti" "P2" 5 32 27 9
"4274" 2 1276 12760 37.4780363224162 183.04268424956 NA NA -6.09736498599093 53.4067690633747 10.7062766983676 10.8936404684956 311.590909090909 5 "Sti" "P2" 5 32 27 9
"4275" 2 1277 12770 124.9516397839 172.109091723438 NA NA -7.98217310652619 69.7897654395352 -6.98286337011233 29.2904581671195 305.944444444444 5 "Sti" "P2" 5 32 27 9
"4276" 2 1278 12780 158.52844544951 161.809546931193 NA NA -2.25807840927401 19.7428395030003 -1.79954507566887 14.3279305291057 278.454545454545 5 "Sti" "P2" 5 32 27 9
"4277" 2 1279 12790 181.271641484026 175.338012276313 NA NA -2.71886545759946 23.7715945288612 0.71606953976476 21.3490199914714 346.333333333333 5 "Sti" "P2" 5 32 27 9
"4278" 2 1280 12799.5 209.805819536208 166.062916821199 NA NA -9.7158151763047 84.9473511986101 10.9019765419028 69.1537897241146 334.05 5 "Sti" "P2" 5 32 27 9
"4557...2074" 2 1575 15750 25.7913014009155 196.925629625306 NA NA -0.041832630722918 0.977289379720187 0.685534737797738 2.18034930714188 357.277777777778 6 "Sti" "P2" 5 32 27 9
"4558...2075" 2 1576 15760 46.9897519573276 212.507075967229 NA NA -7.8471061279904 68.6088473330445 9.31552249240962 38.9192344922375 264.272727272727 6 "Sti" "P2" 5 32 27 9
"4559...2076" 2 1577 15770 133.538928774304 213.410398998557 NA NA -8.09190015473855 70.7491313734626 -3.94861562533106 20.1528626453926 239.666666666667 6 "Sti" "P2" 5 32 27 9
"4560...2077" 2 1578 15780 193.826712042589 174.507720643622 NA NA -4.98402019569989 43.5763038162395 -4.13661662692547 3.77813995874396 257.772727272727 6 "Sti" "P2" 5 32 27 9
"4561...2078" 2 1579 15790 213.668236810429 158.305368163751 NA NA -0.934587948301823 8.19599947822203 -0.572552984057126 9.16430158474759 293.722222222222 6 "Sti" "P2" 5 32 27 9
"4562...2079" 2 1580 15797.5 223.274053940753 168.241191706152 NA NA -4.2583668887796 37.23176913821 7.90308259810141 46.7952596358891 347.666666666667 6 "Sti" "P2" 5 32 27 9
"4833" 2 1875 18750 366.535654969458 180.908296426284 NA NA -0.0637621860811546 0.869028637608153 -0.263133978318592 1.38239700325994 355.388888888889 7 "Sti" "P2" 5 32 27 9
"4834" 2 1876 18759.5 365.820869292441 181.316116862368 NA NA 0.183470043207393 1.60411596062187 -0.1038877431439 1.68028305804154 370.85 7 "Sti" "P2" 5 32 27 9
"4835" 2 1877 18771.5 364.037342588825 180.427921869456 NA NA 0.130184006304868 1.13822528561394 0.121175173876793 1.3814206264197 382.833333333333 7 "Sti" "P2" 5 32 27 9
"4836" 2 1878 18781.125 363.341654810679 179.496054256832 NA NA 0.0337097903836537 0.41691210004916 0.115793990411476 0.673293098408863 390.8125 7 "Sti" "P2" 5 32 27 9
"4837" 2 1879 18790 363.407241674067 178.730431579125 NA NA 0.0324020837157867 0.352557338608165 -0.100920495173341 0.518597858984776 389.5 7 "Sti" "P2" 5 32 27 9
"4838" 2 1880 18800 362.947344769917 178.253204927019 NA NA -0.00153142411565241 0.415456251381556 0.112131095881011 0.397548611143861 392.863636363636 7 "Sti" "P2" 5 32 27 9
"4839" 2 1881 18810 363.176761105985 177.967941815042 NA NA -0.00833275938820294 0.0956235510777219 -0.0515596625851344 0.0938994662387813 387.611111111111 7 "Sti" "P2" 5 32 27 9
"5113" 2 2175 21750 37.4983577168927 210.095779607074 NA NA 1.77393895924207 15.5099096721338 -0.113873308659052 2.25185023349053 390.833333333333 8 "Sti" "P2" 5 32 27 9
"5114" 2 2176 21760 31.503455472215 214.849996937673 NA NA -3.39130642400357 34.5717083476955 8.39765493544552 9.53437730156202 329.227272727273 8 "Sti" "P2" 5 32 27 9
"5115" 2 2177 21768.5 85.7384118386141 213.643020601145 NA NA -7.12901253509135 62.3304087746169 3.4499751979399 21.9473833118949 305.916666666667 8 "Sti" "P2" 5 32 27 9
"5116" 2 2178 21781 162.350709934996 212.372168056088 NA NA -7.21957626477441 63.1222259110735 -5.71136856571485 34.2386505584245 313 8 "Sti" "P2" 5 32 27 9
"5117" 2 2179 21790 206.36696064188 211.405627448773 NA NA -4.68900720286229 40.9969451256947 -1.48467004199472 31.9291787435933 236.222222222222 8 "Sti" "P2" 5 32 27 9
"5118" 2 2180 21800 250.282163227408 214.277460381228 NA NA -5.42720789626579 47.4511841596503 1.90303722945106 34.6359278346093 288.818181818182 8 "Sti" "P2" 5 32 27 9
"5119" 2 2181 21810 291.171421816983 213.939079134536 NA NA -3.41709668786223 29.8763724047952 -3.1410931955175 23.2580832566597 299.222222222222 8 "Sti" "P2" 5 32 27 9
"5371" 2 2476 24760.5 341.501659171374 156.842271859493 NA NA -0.281150888121311 2.45815948529867 0.492578502672757 6.5779878014684 369.7 9 "Sti" "P2" 5 32 27 9
"5372" 2 2477 24770 346.897390003807 180.967511579102 NA NA -0.917629278798903 8.02301970568209 1.4616884111864 16.0403584023178 249.611111111111 9 "Sti" "P2" 5 32 27 9
"5373" 2 2478 24778.5 351.39135883738 188.222539264585 NA NA -0.429498621158868 3.75519393368882 -0.147168684361986 4.05433203834599 314.25 9 "Sti" "P2" 5 32 27 9
"5374" 2 2479 24790 360.962923640576 189.17082217251 NA NA -0.735411750738722 6.42985474012971 -0.449184180915893 7.90754309107098 357.75 9 "Sti" "P2" 5 32 27 9
"5375" 2 2480 24799.5 365.632217001489 201.038084314697 NA NA -0.611147058801986 5.3730770408597 -0.976985932159039 11.529092033109 293.4 9 "Sti" "P2" 5 32 27 9
"5376" 2 2481 24810 368.463978145621 210.510976540964 NA NA -0.0436101170306472 1.58451842409193 -0.676908052102988 2.98823825604541 344.166666666667 9 "Sti" "P2" 5 32 27 9
"5650" 2 2775 27750 27.1131181779876 158.048820213638 NA NA -0.610031677755809 5.88906490640087 2.22939695994647 3.93217947213614 346.666666666667 10 "Sti" "P2" 5 32 27 9
"5651" 2 2776 27760 55.9812176590808 171.936344731231 NA NA -7.45843013549443 65.2105739573275 6.76506492860874 47.7944739994802 348.090909090909 10 "Sti" "P2" 5 32 27 9
"5652" 2 2777 27770 134.784900141035 191.573112535279 NA NA -7.91394881132595 69.1932665293061 -2.32359004833529 41.0678455732123 316.5 10 "Sti" "P2" 5 32 27 9
"5653" 2 2778 27778.875 196.385191094071 186.396595372783 NA NA -6.77531546605642 59.2379632519288 0.443547789383871 42.1800225803859 325.125 10 "Sti" "P2" 5 32 27 9
"5654" 2 2779 27791 241.396664056943 191.514172215966 NA NA -2.25233679088509 19.6926393638579 -0.935015929443011 18.8322341377632 303.166666666667 10 "Sti" "P2" 5 32 27 9
"5655" 2 2780 27800 265.468174197349 208.035543406455 NA NA -2.84378668289647 24.8638062480946 -6.00759973773648 32.2151553746266 273 10 "Sti" "P2" 5 32 27 9
"5656" 2 2781 27810 271.220773943129 216.21298292427 NA NA -0.0779961430081895 0.755884014564913 -0.0986955582233122 1.52968139881131 262.166666666667 10 "Sti" "P2" 5 32 27 9
"6373" 3 75 750 26.0754410461309 312.728833835431 NA NA -0.561545173567578 4.90970383928941 1.83495871146341 5.46873002671043 322.444444444444 1 "Sti" "P2" 5 32 55 9
"6374" 3 76 763 35.7810129123806 301.291894731792 NA NA -2.43996146881924 21.3330801421952 3.24019192159708 13.1489636959892 290.4 1 "Sti" "P2" 5 32 55 9
"6375" 3 77 770 82.1326933333823 282.490443046426 NA NA -6.92969611972868 60.5877447543344 1.71807506629055 19.4685948903052 248.166666666667 1 "Sti" "P2" 5 32 55 9
"6376" 3 78 780 148.131615805566 300.760320286661 NA NA -8.5346348910148 74.6200513578202 1.43558921560314 47.3328829310225 269.5 1 "Sti" "P2" 5 32 55 9
"6377" 3 79 790 225.112870261467 298.228209501451 NA NA -7.83857515053176 68.534259259363 -1.59603732536928 31.1289749122107 255 1 "Sti" "P2" 5 32 55 9
"6378" 3 80 799.8 285.987494285905 288.89923091005 NA NA -7.90119023924728 69.0817157347004 0.618567818320514 45.7392337742949 237.3 1 "Sti" "P2" 5 32 55 9
"6379" 3 81 811.5 351.320968466789 289.871752809597 NA NA -4.47031000034406 39.0848309354435 -3.51005088400501 32.4607134926345 249.833333333333 1 "Sti" "P2" 5 32 55 9
"6658" 3 375 3750 200.93869636638 289.65427348534 NA NA -3.14935673149359 27.5354674276178 2.52272565478125 26.7652373083827 275 2 "Sti" "P2" 5 32 55 9
"6659" 3 376 3760 234.167735715606 299.220241325856 NA NA -2.47638767299459 21.6615836518127 -4.08312163496345 13.9128602293927 329.590909090909 2 "Sti" "P2" 5 32 55 9
"6660" 3 377 3770 239.175874710727 295.122497908696 NA NA 0.306918347945757 2.68344963537703 -0.455417014180568 2.41743306964418 327.166666666667 2 "Sti" "P2" 5 32 55 9
"6661" 3 378 3780 234.34405058107 294.728331210051 NA NA -0.528312463057112 11.254222366623 3.66529859820167 10.3609131106668 337.636363636364 2 "Sti" "P2" 5 32 55 9
"6662" 3 379 3790 264.074694524973 301.777851309022 NA NA -5.86030702485841 51.2378580632561 2.43404238530343 34.5212091720585 278.722222222222 2 "Sti" "P2" 5 32 55 9
"6663" 3 380 3799.5 319.027880198892 297.94618417482 NA NA -6.10649220478726 53.390305239311 -0.962490199005288 32.9845154001955 342.55 2 "Sti" "P2" 5 32 55 9
"6941" 3 675 6750 342.090652894191 287.194764273919 NA NA -5.44485811214945 47.6055035924713 -0.776911873699987 42.5068206110257 253 3 "Sti" "P2" 5 32 55 9
"6942" 3 676 6760 380.471114426028 297.373624267556 NA NA -1.99300078856735 18.4120457171479 -4.99104786317702 17.3670439622689 237.318181818182 3 "Sti" "P2" 5 32 55 9
"6943" 3 677 6770 379.07283488843 304.855170663066 NA NA 0.136095588643406 4.15291273922213 0.874847788426621 3.45437746754595 337.222222222222 3 "Sti" "P2" 5 32 55 9
