"ID" "sec" "frame" "pos_y" "pos_x" "y2" "x2" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "ret" "pck" "expe" "cond" "plong"
"3713...794" "12" 68 680 405.461609469442 166.619888624055 406.135053081429 168.644507182024 -0.250586883013675 3.5107458744659 0.0341629076690424 11.716852688881 181.727272727273 "1" "Sti" "4" "2" "11" "CT" 54
"3714...795" "12" 69 690 408.384913782524 164.390305606643 407.831665836045 163.907702870127 -0.119984287230658 2.18606397297998 -0.179643333424906 2.44919932012289 196.777777777778 "1" "Sti" "4" "2" "11" "CT" 54
"3715" "12" 70 700 408.004212569598 158.523717110948 408.098226300588 158.712266311321 -0.0434641481461039 1.67329010724006 0.305044147414947 2.25914654837857 179.909090909091 "1" "Sti" "4" "2" "11" "CT" 54
"40081" "12" 363 3630 152.177543378425 155.69289486437 152.412422138364 156.291228932961 0.0947605910914293 4.44893982898523 1.75627966022347 4.63537019655374 298.611111111111 "2" "Sti" "4" "2" "11" "CT" 54
"40091" "12" 364 3640 175.619925015284 162.396297931902 181.158304562935 162.259924009184 -6.93322113078393 62.3049820100133 6.28806611878542 47.1432372934897 247.772727272727 "2" "Sti" "4" "2" "11" "CT" 54
"40101" "12" 365 3650 250.280336094449 158.171732312107 252.768721671 156.787682529563 -7.19348605951955 64.6438374131262 -1.2849919189967 51.4250683392044 260.5 "2" "Sti" "4" "2" "11" "CT" 54
"40111" "12" 366 3660 304.263045394116 150.83456182826 305.221440540749 151.884172807761 -4.38464062980485 39.4023139327558 -4.18056015404898 34.7958023101517 236.045454545455 "2" "Sti" "4" "2" "11" "CT" 54
"40121" "12" 367 3670 337.327160933012 154.813571242494 340.786353473835 154.049406866757 -4.57828569465629 41.1424938656195 2.10499520827739 37.5005117383754 211.666666666667 "2" "Sti" "4" "2" "11" "CT" 54
"40131" "12" 368 3680 386.835386090793 156.295151055611 387.386967251654 156.37579607621 -4.53601038972023 40.7625893358456 -3.67299649454304 39.3919407868458 213.590909090909 "2" "Sti" "4" "2" "11" "CT" 54
"40141" "12" 369 3690 402.034884408435 155.870588311632 400.478366731591 156.678308194647 0.418913141198541 4.39996266563736 -1.36716318095154 3.66524055159414 208.166666666667 "2" "Sti" "4" "2" "11" "CT" 54
"40151" "12" 370 3700 398.936463165542 157.42905874301 399.447121060119 156.908784495042 -0.478442433297362 4.90041655598031 0.949008136741611 3.60871925263388 240.409090909091 "2" "Sti" "4" "2" "11" "CT" 54
"43081" "12" 663 6630 359.628412242393 217.104760890369 356.882401293616 216.248566225044 4.51978958019913 40.6168219895666 0.027265040402483 27.9649653759427 270.111111111111 "3" "Sti" "4" "2" "11" "CT" 54
"43091" "12" 664 6640 320.147030167044 219.115673540321 323.881421810386 217.505406565657 1.63032238517473 24.5943935227368 5.41218424283801 19.1383913214711 202.545454545455 "3" "Sti" "4" "2" "11" "CT" 54
"43101" "12" 665 6650 336.670135574334 213.923189665108 332.831047959161 216.030915841743 -0.854374351732966 16.9722386690702 -2.55495495131964 12.3442438306773 212.555555555556 "3" "Sti" "4" "2" "11" "CT" 54
"43111" "12" 666 6660 325.113690473793 226.76242862219 328.353073249497 226.361706691517 -0.45450044476206 18.7343657537579 4.37694911297842 12.3802311096903 171.136363636364 "3" "Sti" "4" "2" "11" "CT" 54
"43121" "12" 667 6670 354.760296505051 229.447253009085 355.634340518399 228.99462936262 -3.96233255003012 35.607267327907 0.982317721056688 30.6725791977767 168.777777777778 "3" "Sti" "4" "2" "11" "CT" 54
"43131" "12" 668 6680 386.951256046146 226.405789467881 386.004991248241 227.048450227342 -2.20104132293175 21.316423040259 -3.8597778750505 17.025455614913 217.818181818182 "3" "Sti" "4" "2" "11" "CT" 54
"43141" "12" 669 6690 393.784558001316 229.602581686015 394.383567792697 229.58800406967 -0.671863974840402 6.03766590968002 0.239879051765854 6.06894047991813 163.777777777778 "3" "Sti" "4" "2" "11" "CT" 54
"43151" "12" 670 6700 395.735621885313 229.570894289816 396.987042126662 229.684942904069 -0.426299777217474 7.9210417797276 0.923805863625319 6.98147906585797 174.727272727273 "3" "Sti" "4" "2" "11" "CT" 54
"46081" "12" 963 9630 170.553840412535 220.047968818603 170.738748810946 220.581379047626 0.535943568883479 7.18525385960785 1.96235780358799 6.24485935285441 314.166666666667 "4" "Sti" "4" "2" "11" "CT" 54
"46091" "12" 964 9640 192.25808589548 215.333299848863 197.075632030443 213.768225919743 -6.55358160787488 58.8933738701668 5.46809914776904 27.0027380528283 245.954545454545 "4" "Sti" "4" "2" "11" "CT" 54
"46101" "12" 965 9650 250.909522704747 204.208032713191 253.330168269589 204.127890105674 -4.78082027466405 42.9625589011569 -1.71764713245739 32.2425976294869 302 "4" "Sti" "4" "2" "11" "CT" 54
"46111" "12" 966 9660 296.604018592661 198.271770257661 299.212469499854 196.76674748176 -5.63298449419846 50.620482305897 0.795992568824374 35.2417526145121 311.363636363636 "4" "Sti" "4" "2" "11" "CT" 54
"46121" "12" 967 9670 350.568868044489 179.380181150938 353.016794598632 180.401053255639 -6.06991951572206 54.5469730584708 0.11391586916119 42.2548856289345 305.555555555556 "4" "Sti" "4" "2" "11" "CT" 54
"46131" "12" 968 9680 387.658881636401 172.244731979627 385.949397974785 171.700837484145 -1.11044230037835 15.2110367316151 -4.35216150875095 14.1516672913721 315.227272727273 "4" "Sti" "4" "2" "11" "CT" 54
"46141" "12" 969 9690 387.375331838791 173.4458752847 388.350514672965 174.712327939623 -0.183572397420446 6.41930068551892 -2.37367500962148 8.8508898282472 317.111111111111 "4" "Sti" "4" "2" "11" "CT" 54
"46151" "12" 970 9700.4 389.019629176291 178.721685327251 388.67078450553 176.67342229585 -0.353907478344738 8.63732943633323 3.18620331057815 9.95192411661941 309.2 "4" "Sti" "4" "2" "11" "CT" 54
"49081" "12" 1263 12630 30.5388317569749 203.596563031982 31.6162404578757 203.64331025429 0.130448108245545 3.96999573049769 1.39201976350597 18.2572682544674 276.777777777778 "5" "Sti" "4" "2" "11" "CT" 54
"49091" "12" 1264 12640 40.3106642313154 183.764765406032 44.822961459705 185.035217622686 -3.90152778020818 35.0608488568361 6.41329616495644 19.8815199163079 274.272727272727 "5" "Sti" "4" "2" "11" "CT" 54
"49101" "12" 1265 12649.4285714286 91.4235292412288 197.4975103533 87.3741712642349 199.180486162476 -3.17986567634514 28.5756750032494 -5.23975427783765 39.3730749162573 232.714285714286 "5" "Sti" "4" "2" "11" "CT" 54
"49111" "12" 1266 12660 105.146520643614 216.046209458138 107.546659068188 213.697758897631 -2.85415408264606 25.6486870126645 1.52001801093445 9.61508421799539 245.772727272727 "5" "Sti" "4" "2" "11" "CT" 54
"49121" "12" 1267 12670 137.886785675018 199.538791070223 141.531211144674 200.277865902815 -4.33621887773611 38.9671747190156 1.60933527690868 13.3075027847994 279.222222222222 "5" "Sti" "4" "2" "11" "CT" 54
"49131" "12" 1268 12680 196.168816771269 199.016952686339 200.813667772733 199.123135135265 -8.6075281419199 77.3510430313312 2.57852799594303 57.3963432894149 286.363636363636 "5" "Sti" "4" "2" "11" "CT" 54
"49141" "12" 1269 12690 271.28845123516 205.792679129963 275.340091298898 206.174293446127 -7.43509112385699 66.8150070474301 -0.406791981823631 58.1411507379514 307.111111111111 "5" "Sti" "4" "2" "11" "CT" 54
"49151" "12" 1270 12700 347.032767882761 206.039622877926 349.354511631493 205.261102770021 -8.6343590448606 77.5921573551785 -2.45756272000779 61.9027988648897 301.590909090909 "5" "Sti" "4" "2" "11" "CT" 54
"52081" "12" 1563 15630 27.2813214982471 163.784194188266 28.4660291859709 164.215897126275 0.405983732299718 5.16216547954021 0.590699489851993 10.4347790035501 292.833333333333 "6" "Sti" "4" "2" "11" "CT" 54
"52091" "12" 1564 15640 25.889235197166 159.919915664002 25.5856338750965 159.498916104346 0.166087385253555 7.82643210214722 2.51362793786592 4.69630444256057 262.136363636364 "6" "Sti" "4" "2" "11" "CT" 54
"52101" "12" 1565 15650 40.8070536628868 159.397600963954 44.9421345684497 162.462301829398 -4.04706780624021 36.3687357008603 3.086476700868 18.9521662578915 221.4375 "6" "Sti" "4" "2" "11" "CT" 54
"52111" "12" 1566 15660 90.827299094964 190.723997862307 91.6838399610352 192.692910576916 -5.2464825274904 47.1472052203502 -2.71677297464193 57.8759726784477 294 "6" "Sti" "4" "2" "11" "CT" 54
"52121" "12" 1567 15670 118.892558960919 217.732009677672 121.719281057636 215.431432411971 -2.69798048138066 24.2452421731402 1.20951050419802 14.9111331863585 306.111111111111 "6" "Sti" "4" "2" "11" "CT" 54
"52131" "12" 1568 15680 157.363795764565 208.790439513799 159.5112919803 209.8399646141 -5.22247452345753 46.931458710734 0.530007954184555 23.1748851946849 303 "6" "Sti" "4" "2" "11" "CT" 54
"52141" "12" 1569 15690 200.995351162519 213.181418637998 202.834361804528 213.280820115497 -4.28354112882027 38.4937892410944 -0.523036624290881 31.9816130790205 318.222222222222 "6" "Sti" "4" "2" "11" "CT" 54
"52151" "12" 1570 15700 239.520850449414 217.479220499051 240.920112900401 217.314544124888 -4.341952582397 39.018700317148 0.282479158135203 29.7215690941896 314.454545454545 "6" "Sti" "4" "2" "11" "CT" 54
"55081" "12" 1863 18630 127.45916918944 201.605511019777 127.785957095173 205.212050474426 -0.112800144294279 1.28436524049421 -0.133157812024137 11.3728949213872 266.055555555556 "7" "Sti" "4" "2" "11" "CT" 54
"55091" "12" 1864 18640 131.159118059781 221.680657223701 132.090648941099 219.038721327361 -1.20578239625334 11.8522170967812 1.81140983509584 11.0483426347795 176.090909090909 "7" "Sti" "4" "2" "11" "CT" 54
"55101" "12" 1865 18650 153.86487674929 206.273005343086 155.689327586239 203.558776348689 -3.22629726026732 28.9929296885389 0.674336575076779 5.82977214820065 247.222222222222 "7" "Sti" "4" "2" "11" "CT" 54
"55111" "12" 1866 18660 167.559238005193 173.256383765282 165.568550940408 174.440231231228 1.32046565623628 18.5628845373692 -4.87080766249727 23.3658731044927 287.227272727273 "7" "Sti" "4" "2" "11" "CT" 54
"55121" "12" 1867 18670 147.523851929445 168.667176889311 149.350337616695 167.126497276913 0.921133660795446 8.53806153837149 2.31492395714292 11.0732138820326 304 "7" "Sti" "4" "2" "11" "CT" 54
"55131...842" "12" 1868 18680 162.809977765872 164.357723886261 165.88121203172 166.796100864806 -4.27641239554899 38.4297273007866 4.3768844637346 34.0387222759059 275.636363636364 "7" "Sti" "4" "2" "11" "CT" 54
"55141...843" "12" 1869 18690 209.165684329376 176.920597273417 209.690269751746 174.629279187845 -4.4849617749388 40.3038439755583 0.0954544845236285 31.3792413134293 297.777777777778 "7" "Sti" "4" "2" "11" "CT" 54
"55151...844" "12" 1870 18700 247.662502987361 173.635239119057 250.210625160697 173.237250740216 -4.73093031768238 42.5142257507225 -1.16102768770907 33.8293415576907 295.045454545455 "7" "Sti" "4" "2" "11" "CT" 54
"58081" "12" 2163 21630 335.619636871859 196.053083822003 340.298337768008 196.862169340185 -7.17684214055226 64.4942678188104 1.85106248978303 51.6367642842438 296.833333333333 "8" "Sti" "4" "2" "11" "CT" 54
"58091" "12" 2164 21640 393.823156693644 196.325202273021 391.48792355854 197.831563011793 -2.87494410501214 29.3740389567008 -8.0227852242553 27.1104792006919 274.590909090909 "8" "Sti" "4" "2" "11" "CT" 54
"58101" "12" 2165 21650 393.479094160478 210.711670285394 393.832260535825 212.248359916618 0.371140933569218 3.40818091271296 0.478871672593527 5.71077253247461 294.833333333333 "8" "Sti" "4" "2" "11" "CT" 54
"58111" "12" 2166 21660 391.867467531098 227.357500463278 392.313909130641 225.833973160373 -0.118809732599471 4.28946219372949 0.910797403670699 5.43147244709064 146.181818181818 "8" "Sti" "4" "2" "11" "CT" 54
"58121" "12" 2167 21670 398.638701132345 217.644537006009 399.307881770892 215.654625590657 -1.0797755786009 9.70333943351 -0.493530019245611 3.27806286880264 249.111111111111 "8" "Sti" "4" "2" "11" "CT" 54
"58131" "12" 2168 21680 406.548248793322 183.66064775552 406.298670948901 182.099298313663 -0.495357156892324 4.45149781991995 -0.102766518454246 13.520557127267 198.954545454545 "8" "Sti" "4" "2" "11" "CT" 54
"58141" "12" 2169 21690 408.027601036667 159.718926443818 407.881324123056 159.959312176462 0.091149028317719 1.3698942547453 -0.842655579905284 2.27183121716894 183.611111111111 "8" "Sti" "4" "2" "11" "CT" 54
"58151" "12" 2170 21700 403.820638190095 161.978244127755 403.595971689683 162.647208441761 0.635189326453948 5.70809134904817 0.481435183704548 3.18574578311558 232.5 "8" "Sti" "4" "2" "11" "CT" 54
"61081" "12" 2463 24630 245.721210692282 213.642446222724 243.725492156854 214.316385365642 5.75572022130426 51.7234396651192 2.7499248415923 37.2296967531676 281.555555555556 "9" "Sti" "4" "2" "11" "CT" 54
"61091" "12" 2464 24640 200.091021609172 214.619133177422 200.023070683728 214.5615787235 4.28262783147505 38.4855819484681 1.44175378264038 29.6672966599755 266.909090909091 "9" "Sti" "4" "2" "11" "CT" 54
"61101" "12" 2465 24650 190.1497554285 214.52650685388 194.331257733413 212.273102103796 -2.79673517043534 26.2241977664067 6.57518642520569 16.0084968781057 248.277777777778 "9" "Sti" "4" "2" "11" "CT" 54
"61111" "12" 2466 24660 214.922117055377 193.731140902855 211.567169091482 192.977176585397 1.12605081444496 25.3433146314279 -7.8027087099982 30.5093403106765 266.454545454545 "9" "Sti" "4" "2" "11" "CT" 54
"61121" "12" 2467 24670.25 193.859594050471 178.582159103552 199.817199522634 177.279033327899 -1.25156196045099 20.1091904604727 8.29913229912489 15.5248336360204 296.25 "9" "Sti" "4" "2" "11" "CT" 54
"61131" "12" 2468 24680.4 241.940573537531 173.715464471939 243.817917976646 174.445330872596 -6.31899026641852 56.7852326420951 -0.543556776890938 45.6139060382685 294.3 "9" "Sti" "4" "2" "11" "CT" 54
"61141" "12" 2469 24690 289.005170387524 179.356353404223 292.185883431274 181.082393903669 -5.14244195985371 46.2122508070063 1.77496769729754 45.2279657172974 310 "9" "Sti" "4" "2" "11" "CT" 54
"61151" "12" 2470 24700 344.864548849882 186.540222941173 347.017775014003 184.729810841583 -6.24044443233981 56.0793851453945 -2.30268833306098 44.4914520175757 302.181818181818 "9" "Sti" "4" "2" "11" "CT" 54
"64081" "12" 2763 27630 31.4506769184483 229.4741821398 31.2750329825925 229.516408531496 1.17600337925013 10.568084877975 1.69799014884468 0.481485110882289 189.055555555556 "10" "Sti" "4" "2" "11" "CT" 54
"64091" "12" 2764 27640 29.440177391589 229.25539349262 31.7063718999379 228.69224359457 -1.47099471840794 14.0744176499199 3.2609559772594 1.67488344821479 223.272727272727 "10" "Sti" "4" "2" "11" "CT" 54
"64101" "12" 2765 27650 58.943565278819 225.985756283256 61.5684712687235 226.53091050781 -4.25444420412417 38.2323114466407 0.300439982087568 11.0572358874081 186.666666666667 "10" "Sti" "4" "2" "11" "CT" 54
"64111" "12" 2766 27660 92.406764296327 228.084613123604 90.4722657600593 228.11106143436 -1.26916011496336 17.7990933165655 -4.394809105379 6.46870438891401 203.681818181818 "10" "Sti" "4" "2" "11" "CT" 54
"64121" "12" 2767 27670 88.9087510930462 226.56101674333 94.5661140505473 226.608034675434 -1.92108656496055 21.7535207624708 6.22603178639372 8.56524797497985 205.055555555556 "10" "Sti" "4" "2" "11" "CT" 54
"64131" "12" 2768 27680 145.258785451193 227.747491995585 147.275219600998 227.84064148588 -7.78352701313578 69.9462055774708 0.614791579439768 39.7405836715275 186.681818181818 "10" "Sti" "4" "2" "11" "CT" 54
"64141" "12" 2769 27690 196.290134663139 229.588935600434 195.315514136394 229.639110875963 -2.84574953497671 25.5731600416559 -4.09268911423186 17.0300065795482 185.277777777778 "10" "Sti" "4" "2" "11" "CT" 54
"64151" "12" 2770 27700 210.65115562012 231.252778529907 211.021006208894 231.098988016969 -1.28172302719716 11.7158887985603 -1.59204249806859 8.75999576240389 155.909090909091 "10" "Sti" "4" "2" "11" "CT" 54
"72401" "12" 3595 35950 34.7557729832876 214.872138421264 34.324069126253 213.530537164023 0.853331432736592 7.6684124972112 -0.222892262362702 9.30892628600824 254.277777777778 "11" "Sti" "4" "2" "11" "CT" 54
"72411" "12" 3596 35960 28.7494072547153 215.598503508078 29.411208114235 215.826592525058 -0.0662286007504864 5.31448212131773 1.66184767671385 3.73395572551465 227.318181818182 "11" "Sti" "4" "2" "11" "CT" 54
"72421" "12" 3597 35970 33.3199061274641 217.675119290529 32.7393967527326 216.4048163017 -0.0818459654147288 2.96693673558191 -0.811896126524946 6.99511911220091 223 "11" "Sti" "4" "2" "11" "CT" 54
"72431" "12" 3598 35980 39.1360516930446 210.01735043822 44.8391061735186 210.943601180427 -4.51053930271595 40.8767760082605 9.58088232899358 12.9615311000019 248.863636363636 "11" "Sti" "4" "2" "11" "CT" 54
"72441" "12" 3599 35990 119.216578698499 213.201538091052 123.371361466299 213.573128552127 -10.0159744669574 90.0079627066466 -1.41811231162208 47.8982440506803 277.777777777778 "11" "Sti" "4" "2" "11" "CT" 54
"72451...874" "12" 3600 36000 207.151597444985 223.396710830467 210.803599887241 223.698803376774 -9.57333746437998 86.0302314382607 -1.28008946035001 65.194020153645 181.909090909091 "11" "Sti" "4" "2" "11" "CT" 54
"72461...875" "12" 3601 36010 272.636857470392 228.570988213012 273.834445811529 228.621600701311 -4.76447131052905 42.8156399010127 -2.42005431432884 33.8228055034285 135.722222222222 "11" "Sti" "4" "2" "11" "CT" 54
"72471...876" "12" 3602 36020 314.18604670264 228.387584220299 315.759285685955 228.261252034255 -4.8401682062474 43.4958855814808 -0.444824410585454 34.1332192025016 164.863636363636 "11" "Sti" "4" "2" "11" "CT" 54
"7355...877" "13" 63 630 36.4404422863775 338.646219180921 36.3634411649234 337.598546592526 -0.343012564091963 3.08246213871183 -0.0360207338320109 4.98143180469884 314.388888888889 "1" "Sti" "4" "2" "11" "CT" 38
"7356" "13" 64 639.5 45.1330636098418 330.798943637801 51.1813159934791 332.345720702949 -4.24620875231637 38.1583040456001 7.81493869784865 14.2890840151579 287.3 "1" "Sti" "4" "2" "11" "CT" 38
"7357" "13" 65 650 107.531647601894 339.469560274265 105.892449599312 338.901109044361 -5.03565242570214 45.252592968512 -5.62189280780588 18.2438150473085 276.333333333333 "1" "Sti" "4" "2" "11" "CT" 38
"7358" "13" 66 658.5 123.121122061769 339.830050490665 125.49551812861 340.388048204183 -1.11713675474555 10.0390834352742 -0.68815433893127 4.61701539360513 345.9375 "1" "Sti" "4" "2" "11" "CT" 38
"7359" "13" 68 680 148.182923532139 340.562061809482 150.850109693438 339.772576724797 -4.59877853523889 41.3266515665998 3.384839827733 12.3443241594603 292.954545454545 "1" "Sti" "4" "2" "11" "CT" 38
"7360" "13" 69 690 196.513972266614 337.884150453249 197.113711751901 337.788537936418 -4.62081587588551 41.5246888261414 -1.60958781342143 22.5392810980579 336 "1" "Sti" "4" "2" "11" "CT" 38
"73611" "13" 70 700 229.06033098834 338.89530893168 229.060508633051 339.612661913155 -2.64407372998128 23.760812337022 -2.90366034338243 17.4639682760987 347.545454545455 "1" "Sti" "4" "2" "11" "CT" 38
"76541" "13" 363 3630 136.223957001955 291.534031357479 133.904234170482 291.594172262713 4.00518223873258 35.9923335234575 -1.69738143974497 11.4358053680438 281.833333333333 "2" "Sti" "4" "2" "11" "CT" 38
"76551" "13" 364 3640 104.05424692837 295.154631903565 108.110483555963 295.70621058986 -0.226312503691648 29.4456974512492 9.92740117847873 16.8307278789068 287.818181818182 "2" "Sti" "4" "2" "11" "CT" 38
"76561" "13" 365 3650 150.660489622779 297.734957252651 157.005104663801 295.881802603182 -8.11170557429449 72.8953628253594 2.49183035881863 22.6382299003338 307.333333333333 "2" "Sti" "4" "2" "11" "CT" 38
"76571" "13" 366 3660 226.601271428727 281.081344275249 225.282155846873 281.532976017882 -5.47715842761642 49.220160566269 -5.4934678371103 24.7428408326961 224.681818181818 "2" "Sti" "4" "2" "11" "CT" 38
"76581" "13" 367 3670 256.074744313092 286.006581762525 259.816282535684 286.338863636611 -4.25221420634345 38.2122717033541 2.3864957119232 32.1832345140544 238.944444444444 "2" "Sti" "4" "2" "11" "CT" 38
"76591" "13" 368 3680 303.046835496592 296.967955239604 304.598903500109 298.392843407456 -4.89169381126048 43.9589173862996 -1.58842074161981 42.8870626672549 296.454545454545 "2" "Sti" "4" "2" "11" "CT" 38
"76601" "13" 369 3690 342.524344328932 311.347735696146 346.002666125652 308.417279771001 -4.8222643223833 43.3349933870707 2.41662570451513 30.4072891902219 319.111111111111 "2" "Sti" "4" "2" "11" "CT" 38
"76611" "13" 370 3700 389.407451695817 304.833514963059 388.085928836902 306.692068642688 -3.03505977336988 28.4167191075181 -6.37604407823648 26.857492454243 343.409090909091 "2" "Sti" "4" "2" "11" "CT" 38
"79541" "13" 663 6630 389.570042631218 286.248318066917 389.782035873961 286.284267240587 -0.174533044313771 1.56843088962501 0.540480016885795 1.02331077033404 374.166666666667 "3" "Sti" "4" "2" "11" "CT" 38
"79551" "13" 664 6640 396.348764633823 299.300715852382 395.69403639658 299.624478369854 -0.521759045393868 9.58683288817673 -2.14832099046509 20.6883514180798 317.454545454545 "3" "Sti" "4" "2" "11" "CT" 38
"79561" "13" 665 6650 388.520672368211 296.919987306184 389.145276781376 296.254311596739 1.05131746786317 9.44760230294594 1.41061274676684 18.879746773281 400.055555555556 "3" "Sti" "4" "2" "11" "CT" 38
"79571" "13" 666 6660.3 383.905850369008 285.597275054198 383.706775191911 287.083456887717 0.396773897671049 4.46756236065897 0.516786645041236 7.74837250476435 388.55 "3" "Sti" "4" "2" "11" "CT" 38
"79581" "13" 667 6670 386.949876708698 297.621604850186 387.449304151901 296.829797423113 -0.994726280857554 8.93904894487474 0.135029377326077 12.0686164361219 381.666666666667 "3" "Sti" "4" "2" "11" "CT" 38
"79591" "13" 668 6680 394.314730755909 298.706165030727 393.96614952448 299.046658866727 -0.393733104277301 3.53825927602719 -0.426226233820785 4.12164806294561 380.818181818182 "3" "Sti" "4" "2" "11" "CT" 38
"79601" "13" 669 6690 390.133187579303 306.161040408263 389.580713518908 307.178138332601 1.07816479065442 9.68886418280994 -0.693568695800536 3.43629098741667 392.666666666667 "3" "Sti" "4" "2" "11" "CT" 38
"79611" "13" 670 6700 388.779229158489 329.196969435435 389.573551915474 329.467612335361 -1.03309139727232 9.28381479655383 1.46693226413362 22.6305849408887 372.636363636364 "3" "Sti" "4" "2" "11" "CT" 38
"82541" "13" 963 9630 19.3330581940604 288.419466510403 19.1055783314853 288.35754845144 -0.0551884893411125 1.0381086552149 -0.39220017310047 0.564166293660719 214 "4" "Sti" "4" "2" "11" "CT" 38
"82551" "13" 964 9640 38.6692312322343 292.033588361111 47.3974212659503 291.632913142085 -8.17818197695816 73.4927490898275 11.3554325865414 17.4957014935337 247.545454545455 "4" "Sti" "4" "2" "11" "CT" 38
"82561" "13" 965 9650 134.589111551836 283.291620036542 132.610402325549 283.698139468004 -6.71335919991471 60.3292057598269 -7.87623092247924 11.8441335096778 247.5 "4" "Sti" "4" "2" "11" "CT" 38
"82571" "13" 966 9660 164.057696188805 286.333302454919 165.050571496267 286.637616085506 -2.31744679787455 20.8255987119238 -1.78383645530658 21.4149609046215 309.318181818182 "4" "Sti" "4" "2" "11" "CT" 38
"82581" "13" 967 9670 177.706836345583 287.075294938289 174.005888708714 286.196274791722 0.755976367300828 14.4008320354149 -4.20708193679428 14.7672581798283 279.777777777778 "4" "Sti" "4" "2" "11" "CT" 38
"82591" "13" 968 9680 158.894441150188 279.353365706624 160.852831701011 279.649375990324 0.355094677995353 13.531687430194 4.08977771441934 9.26371861323838 260.681818181818 "4" "Sti" "4" "2" "11" "CT" 38
"82601" "13" 969 9690 171.205942014663 280.274431470433 171.121775837928 280.113275466252 -1.29751710130119 11.6600607609806 -0.932622257681601 5.00515784105443 290.833333333333 "4" "Sti" "4" "2" "11" "CT" 38
"82611" "13" 970 9700.4 176.042933214001 280.708865107017 176.438411569876 281.247539947263 -0.364589293723212 3.38246237216487 0.761963054193188 5.92320642968997 330.75 "4" "Sti" "4" "2" "11" "CT" 38
"85541" "13" 1263 12630 295.572112658704 340.338542304025 296.237367423277 338.500893958306 -2.13623783894924 19.1971751101198 -1.09442402707424 12.1408520502774 300.944444444444 "5" "Sti" "4" "2" "11" "CT" 38
"85551" "13" 1264 12640 310.456831711011 333.076215425275 313.323884192935 334.632565582185 -2.73703124703369 24.5961695711841 3.96799726166256 18.0485963727668 360.5 "5" "Sti" "4" "2" "11" "CT" 38
"85561" "13" 1265 12649.4285714286 349.404950000893 342.97598174732 354.412706902756 341.122678363539 -5.20035726349349 46.7327032609688 1.08849954677618 35.4792841877389 273.214285714286 "5" "Sti" "4" "2" "11" "CT" 38
"85571" "13" 1266 12660 394.769523176233 337.245358772754 393.164331041405 338.671212007588 -2.5755524585816 23.1450499804884 -5.85990192842996 18.437132219026 256.227272727273 "5" "Sti" "4" "2" "11" "CT" 38
"85581" "13" 1267 12670 400.298285408972 348.053675288777 399.693001875418 345.736370552883 -0.165014927848249 2.56837726295646 -0.337268913311391 8.56101802810974 185.777777777778 "5" "Sti" "4" "2" "11" "CT" 38
"85591" "13" 1268 12680 399.939001564721 330.314260035851 399.919946368258 330.298874199863 0.0173342042224537 0.889356496954974 -0.192139236782111 11.8425042850913 322.181818181818 "5" "Sti" "4" "2" "11" "CT" 38
"85601" "13" 1269 12690 399.810774879885 327.46285924325 399.534401936678 327.182743615619 0.0912285920806436 0.975852020576951 -0.297512464591534 2.71421928767779 298.611111111111 "5" "Sti" "4" "2" "11" "CT" 38
"85611" "13" 1270 12700 396.492384457664 324.735940368717 396.397780504454 324.324761522803 0.419566789975799 4.46898978834372 0.633610366517701 7.07079621893769 325.409090909091 "5" "Sti" "4" "2" "11" "CT" 38
"88541" "13" 1563 15630 396.839746573707 298.28434673442 397.243345530792 297.494352830692 0.0264552641495347 1.73176149628875 0.603151490543326 2.11389534450882 344.833333333333 "6" "Sti" "4" "2" "11" "CT" 38
"88551" "13" 1564 15640 395.867536512546 293.744852134618 395.496453587983 293.57994526763 0.523006214385916 4.69996444131232 -0.567389849690869 5.58826524044582 380.954545454545 "6" "Sti" "4" "2" "11" "CT" 38
"88561" "13" 1565 15650 391.90419624778 291.09796810406 392.049047039185 291.10347832851 0.0329370816799941 2.62767171505999 1.66221874297167 2.72496562175627 381.6875 "6" "Sti" "4" "2" "11" "CT" 38
"88571" "13" 1566 15660 399.475174041615 293.081026124303 399.663981086981 293.481337301837 -1.15642295065626 10.751046101313 -1.33582168429007 12.4646848982476 303.045454545455 "6" "Sti" "4" "2" "11" "CT" 38
"88581" "13" 1567 15670 401.821586305938 294.835791996477 401.527265123687 296.2063423706 0.349264686090031 3.13864646361162 -0.499118485189911 2.61227629574012 292.833333333333 "6" "Sti" "4" "2" "11" "CT" 38
"88591" "13" 1568 15680 397.119399832464 309.908349740861 397.99307505133 308.446590477091 0.110424298932709 5.23548071611532 0.937829810042899 6.94157379817523 392.954545454545 "6" "Sti" "4" "2" "11" "CT" 38
"88601" "13" 1569 15690 400.147063540758 297.536252151526 399.002202230048 297.744572988101 0.203353643416593 4.31152457730991 -0.914704647426674 13.3757689017038 275 "6" "Sti" "4" "2" "11" "CT" 38
"88611" "13" 1570 15700 393.954417912115 295.465186617893 394.116732679454 296.54713576907 0.467069281944411 4.19729050322184 0.60276764145874 7.13995353759282 357.363636363636 "6" "Sti" "4" "2" "11" "CT" 38
"91541" "13" 1863 18630 206.46844897537 291.507915452054 205.655510266505 290.888486977612 3.41834133383792 30.7187224078594 2.416329097231 17.9367012119476 309.166666666667 "7" "Sti" "4" "2" "11" "CT" 38
