"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond"
"876" 1 875 8750 218.99620896299 63.923172051335 -40.856242637703 40.856242637703 -1.72480444929599 40.5197644843807 453.333333333333 3 "ITI" "P2"
"877" 1 876 8760 251.101479839315 72.4442922373579 -26.8363312682069 26.8363312682069 -1.42853726099403 29.1813651950995 542.863636363636 3 "ITI" "P2"
"878" 1 877 8770 268.01760420331 90.5639254772012 -0.896820909373446 8.10797144862681 -2.93068110774067 10.5409526025588 293.222222222222 3 "ITI" "P2"
"879" 1 878 8780 257.977282705743 90.1998862644986 10.8524392943654 10.8524392943654 0.310861666280431 9.72848772479415 319.318181818182 3 "ITI" "P2"
"880" 1 879 8790 250.026593525345 90.9375831855183 5.13977654844143 5.13977654844143 0.30571710842699 4.9890019611006 403.111111111111 3 "ITI" "P2"
"881" 1 880 8800 245.029408903226 91.1703325505027 5.79173633144583 5.79173633144583 -0.0323215976865754 5.12060980430732 445.681818181818 3 "ITI" "P2"
"882" 1 881 8810 239.905002220614 91.7774482526186 4.38895251093132 4.38895251093132 0.0854791237796917 3.9833154837298 501.555555555556 3 "ITI" "P2"
"883" 1 882 8820 235.471781173782 91.9331674430398 3.9049274339375 3.9049274339375 0.170862652490882 3.9272403179416 536.727272727273 3 "ITI" "P2"
"884" 1 883 8830 232.120667658001 89.9755230918979 5.55125506880722 5.55125506880722 -0.772665043198316 6.06385520991142 561.555555555556 3 "ITI" "P2"
"885" 1 884 8840 221.386702169074 87.9981458919147 13.0753438800367 13.0753438800367 0.0205424854586624 12.1006503804915 554.590909090909 3 "ITI" "P2"
"886" 1 885 8850 211.784507120096 90.2164259403935 5.52074828942381 5.52074828942381 0.609139791162363 3.98503812207323 510.111111111111 3 "ITI" "P2"
"887" 1 886 8860 208.092663429443 92.6228476720058 1.9926653382428 2.02922230002636 0.423075748288653 1.34559555699195 519.772727272727 3 "ITI" "P2"
"888" 1 887 8870 208.070260614023 92.9858180728261 -1.01123986476227 1.01123986476227 0.0864750572310982 0.963214312680464 526.944444444444 3 "ITI" "P2"
"889" 1 888 8880 208.998036902906 93.2743018820981 -0.501495864829849 0.501495864829849 -0.0651214926443515 0.528162115976954 531.227272727273 3 "ITI" "P2"
"890" 1 889 8890 209.462372151716 93.2941137465384 -0.684521284095126 0.684521284095126 0.0685676900110082 0.844068035819816 541.888888888889 3 "ITI" "P2"
"891" 1 890 8900 210.341134897385 94.3151148313692 -1.15162748392049 1.15162748392049 0.0674112859761635 1.35296616746132 556.681818181818 3 "ITI" "P2"
"892" 1 891 8910 212.291702665835 94.589364961938 -3.13993548444509 3.13993548444509 0.183456954367301 2.96389459804215 563.055555555556 3 "ITI" "P2"
"893" 1 892 8920 215.487908444228 95.0188350035263 -2.22536873668582 2.22536873668582 -0.182448075547995 2.30206975583863 566.227272727273 3 "ITI" "P2"
"894" 1 893 8930 217.430495610082 95.7210028395133 -2.85739638005208 2.85739638005208 0.309717424694725 2.74645613564556 561.388888888889 3 "ITI" "P2"
"895" 1 894 8940 222.071887010053 95.3348907723774 -4.73910413871616 4.73910413871616 -0.2532289133554 4.12283781874547 562.954545454545 3 "ITI" "P2"
"896" 1 895 8950 224.542278784678 95.2077839704134 -1.06149407320973 1.06149407320973 -0.0325942674702731 1.03193038497946 563.777777777778 3 "ITI" "P2"
"897" 1 896 8960 226.17800887633 95.4616764759648 -2.35800919900424 2.35800919900424 0.00431783318671819 2.32968535440469 558.5 3 "ITI" "P2"
"898" 1 897 8970 227.923809212086 95.8028461959159 -1.12150854353973 1.12150854353973 -0.0484402384636269 1.10379901689075 562.5 3 "ITI" "P2"
"899" 1 898 8980 229.721415827662 95.7785420906584 -2.16426222614419 2.16426222614419 -0.0214908800438707 1.86230502306816 561.954545454545 3 "ITI" "P2"
"900" 1 899 8990 231.151254543321 95.3788921512371 -3.31981468684583 3.31981468684583 1.2611232771568 2.48234768170053 559.166666666667 3 "ITI" "P2"
"901" 1 900 9000 245.974961932931 85.5788152646154 -21.1403122456368 21.1403122456368 -0.881526986651437 14.5580300786462 463.909090909091 3 "ITI" "P2"
"902" 1 901 9010 254.363330274455 76.5264667585573 4.70096145705665 5.06265618665904 -1.51177497146986 4.77908165448196 531.611111111111 3 "ITI" "P2"
"903" 1 902 9020 243.548176103151 77.4801272681322 14.6321197277112 14.6321197277112 -0.427986125546056 13.676019697233 526.5 3 "ITI" "P2"
"904" 1 903 9030 229.047666650031 77.9932835964986 13.7950926318961 13.7950926318961 -0.16943129026825 12.8783684118345 500 3 "ITI" "P2"
"905" 1 904 9040 213.691889406634 78.9525369873892 16.2910402496137 16.2910402496137 0.204969740726114 14.8053359307188 457.5 3 "ITI" "P2"
"906" 1 905 9050 199.306532295194 80.3614199681832 12.5641664831525 12.5641664831525 0.0740906466683953 11.1637488546454 414.555555555556 3 "ITI" "P2"
"907" 1 906 9060 186.468912932197 81.8931968864847 12.5146267264188 12.5146267264188 0.313605119111855 10.8787696036001 421.136363636364 3 "ITI" "P2"
"908" 1 907 9070 175.967659457109 82.2126064000071 9.08636886605305 9.08636886605305 -0.0257762533072992 8.29522392811811 468 3 "ITI" "P2"
"909" 1 908 9080 165.83421499233 83.1945265094813 11.0744907191863 11.0744907191863 0.175030878948775 9.00691638686669 438.818181818182 3 "ITI" "P2"
"910" 1 909 9090 157.134683372348 85.6565308894417 6.75395296217283 6.75395296217283 0.0695992909384984 4.68244643376892 444.166666666667 3 "ITI" "P2"
"911" 1 910 9100 149.406402384512 87.8137229854116 7.09811725792756 7.09811725792756 0.418099053093783 5.00982971624921 487.863636363636 3 "ITI" "P2"
"912" 1 911 9110 144.996231454339 90.2158376524999 3.9866066902913 3.9866066902913 -0.168772810477861 2.42231707295542 469.222222222222 3 "ITI" "P2"
"913" 1 912 9120 140.017635256854 91.8380061865421 4.58729555515134 4.58729555515134 0.231758876889756 2.98238844055626 493.454545454545 3 "ITI" "P2"
"914" 1 913 9130 136.665248818614 92.7115660183639 2.51195445619393 2.51195445619393 0.0787737963383393 1.8747974448431 520.388888888889 3 "ITI" "P2"
"915" 1 914 9140 134.44605858869 93.0009928787707 1.78160946077045 1.78160946077045 0.128111517136574 1.35743737494076 523.5 3 "ITI" "P2"
"916" 1 915 9150 133.635720861472 93.0799937919069 -0.191567349172203 0.513465680015656 0.230342969698654 0.427343467371117 529.111111111111 3 "ITI" "P2"
"3311" 2 624 6237.5 345.980503615069 196.594037776939 -40.5343338580345 40.5343338580345 -4.45514800400485 31.5319384760335 306.125 3 "ITI" "P2"
"3312" 2 626 6260.5 367.768254093763 178.064882326111 -11.235966040596 20.4545759963826 -9.88025155848322 15.953286573209 405.3 3 "ITI" "P2"
"3313" 2 627 6270 364.737708399775 166.096451615155 -7.32708719312836 7.52383133993271 1.71522623070757 3.76694397142029 377.722222222222 3 "ITI" "P2"
"3314" 2 628 6280 368.991622368965 163.971403438754 10.9130268105923 14.2157232258869 -2.98903637096083 6.08104720048118 368.590909090909 3 "ITI" "P2"
"3315" 2 629 6290 357.418483638468 183.460595517621 -11.6007904955051 16.4418612267774 4.75445477176061 18.3483420000227 359.833333333333 3 "ITI" "P2"
"3316" 2 631 6310.5 383.019792729811 191.518493435529 -9.16115993926712 13.3041178646397 -3.79479017061738 12.7439745734228 397.3125 3 "ITI" "P2"
"3317" 2 632 6320 375.30167172492 187.606183063611 9.08394643251978 9.08394643251978 0.206512961496458 6.91488084944626 464.954545454545 3 "ITI" "P2"
"3318" 2 633 6330 373.207105727716 187.554710089978 -7.00718010226905 7.53971382415654 1.72379080048665 2.67903158305774 376.333333333333 3 "ITI" "P2"
"3319" 2 634 6340 380.502090566771 178.131512243451 -2.99808994717591 3.30616854280981 -1.123379011049 4.93568586176315 311.590909090909 3 "ITI" "P2"
"3320" 2 635 6350 380.994192296691 187.197002571953 2.03223443393546 2.27455309418843 -0.331097734159584 4.67772654549907 433.055555555556 3 "ITI" "P2"
"3321" 2 636 6360 377.443658214895 179.546564553434 1.10066281346081 4.13592039811778 1.00084474469747 7.27829125297205 452.136363636364 3 "ITI" "P2"
"3322" 2 637 6370 381.952674088539 189.966795539914 -6.48687840897065 6.48687840897065 -0.596856263384325 10.9805170902937 319.722222222222 3 "ITI" "P2"
"3323" 2 638 6380.4 383.092646264966 191.013664962308 7.51861248766033 7.51861248766033 -2.30216391326491 6.50420374558234 416.95 3 "ITI" "P2"
"3324" 2 639 6387 379.695351702276 196.220596475013 6.13757658390062 6.13757658390062 0.204457743096725 4.68220764495737 456.333333333333 3 "ITI" "P2"
"3325" 2 676 6760.5 361.20235452014 194.783623547296 11.5546070866184 11.5546070866184 1.34657826784002 12.4692312493418 442.8 3 "ITI" "P2"
"3326" 2 677 6770 354.980874635685 182.261061418768 9.83870734788968 9.83870734788968 -0.362675606487926 15.5224546943772 428.888888888889 3 "ITI" "P2"
"3327" 2 678 6780 346.450652836396 173.395079388517 4.25489428796504 4.25489428796504 0.918610948661922 5.51820968795471 449.818181818182 3 "ITI" "P2"
"3328" 2 679 6790 345.033051083312 171.050624397863 0.113173799539254 0.428044268721465 0.159511377989759 0.772533849726358 451.666666666667 3 "ITI" "P2"
"3329" 2 680 6800 345.726980353044 169.756612409737 -1.36246507622735 1.36246507622735 0.0880258540109367 0.721871380628784 459.136363636364 3 "ITI" "P2"
"3330" 2 681 6810 347.477377478057 168.816313811771 -2.08904189215332 2.08904189215332 0.0602552840393855 1.53554932721329 450.888888888889 3 "ITI" "P2"
"3331" 2 682 6820 346.738338684982 164.492015045543 3.26886648276491 3.53274029338718 -0.0898680531602167 6.51767757250224 415.818181818182 3 "ITI" "P2"
"3332" 2 683 6830 347.651813905449 159.268933040301 -4.55614700506538 4.55614700506538 0.326779956021426 3.60726182987838 467.722222222222 3 "ITI" "P2"
"3333" 2 684 6840 352.462464673609 158.410457590318 -4.90752504215931 4.90752504215931 -0.0208246810706783 4.23864591708718 481.454545454545 3 "ITI" "P2"
"3334" 2 685 6850 356.577414883426 158.205239833676 -3.20230588745551 3.20230588745551 -0.133740179656115 2.88068427860532 477.722222222222 3 "ITI" "P2"
"3335" 2 686 6860 359.885891462672 158.072551449207 -3.65675154327209 3.65675154327209 0.00693658010709441 3.30353360662167 483 3 "ITI" "P2"
"3336" 2 687 6870 362.720081872375 157.997769799749 -1.29111539766876 1.31378809147174 -0.32242492761435 1.19190557790921 484.166666666667 3 "ITI" "P2"
"3337" 2 688 6880 362.897236373182 157.960853425061 0.0135046990869228 0.177281773237326 0.0336326268961216 0.161868007787291 483.363636363636 3 "ITI" "P2"
"3338" 2 689 6890 363.166485369024 158.052658295603 1.39895769822925 1.75654510396822 -0.624625891527444 3.13771172512168 482 3 "ITI" "P2"
"3339" 2 690 6899.5 357.430862902076 183.090982589719 49.5767279989719 49.5767279989719 -8.47449722020252 38.3403901873857 357.85 3 "ITI" "P2"
"3340" 2 706 7063.5 269.684031900262 195.352917352797 35.8150060132377 35.8150060132377 0.158837963206224 27.904940902023 445.875 3 "ITI" "P2"
"3341" 2 707 7068.5 266.226593150024 194.877854780131 22.6847889834376 22.6847889834376 6.09093575808808 18.9673275935839 452.916666666667 3 "ITI" "P2"
"3342" 2 709 7090.5 236.979100117655 192.349916307516 27.5788249575558 27.5788249575558 0.506655664915343 21.5722241530213 437 3 "ITI" "P2"
"3343" 2 710 7100 216.720137676575 195.310197087852 11.4829188606111 11.4829188606111 1.7036016479795 8.91448723099415 446.681818181818 3 "ITI" "P2"
"3344" 2 711 7110 209.689158228503 184.173335604227 18.0133878879985 18.0133878879985 -2.43481391154299 26.413760608215 428 3 "ITI" "P2"
"3345" 2 712 7120 181.832240050241 167.02940064031 20.6606453565943 20.6606453565943 2.43156329976782 22.5999113489102 441.409090909091 3 "ITI" "P2"
"3346" 2 713 7130 172.00257702538 158.831578588537 10.7991004109619 10.7991004109619 -1.04717952847938 12.6249816174893 446.777777777778 3 "ITI" "P2"
"3347" 2 714 7140 154.944472825358 159.591785599382 24.7256041113673 24.7256041113673 -1.48383096652316 11.5815292325797 446 3 "ITI" "P2"
"3348" 2 715 7150 123.931595902416 167.300344150902 33.0573983349274 33.0573983349274 -0.776611756507378 11.4230050717458 415.777777777778 3 "ITI" "P2"
"3349" 2 716 7160 90.0113183647288 175.72503893426 26.5107398223919 26.5107398223919 2.85961771972471 8.39446473315951 449.272727272727 3 "ITI" "P2"
"3350" 2 717 7170 76.4042944207056 179.754458836459 6.73565564357679 6.73565564357679 0.571902632971202 0.411542873396741 457.444444444444 3 "ITI" "P2"
"3351" 2 718 7180 71.0873492364277 183.872559042764 15.0325760143666 15.0325760143666 -2.28385614498828 2.06919628208993 411.636363636364 3 "ITI" "P2"
"3352" 2 719 7190 45.7009117438294 190.762398852759 19.1025738017282 19.1025738017282 1.90833757916715 1.39163391975913 420.166666666667 3 "ITI" "P2"
"3353" 2 720 7200 38.1718801890562 193.252950041978 0.0640235784032299 3.5469349358635 1.0908895931792 2.02050925912988 479.272727272727 3 "ITI" "P2"
"3354" 2 721 7210 40.315102093114 194.671564581778 -0.285062159582431 0.79619215783017 -0.348742478358005 0.896295177369467 492.555555555556 3 "ITI" "P2"
"3355" 2 722 7220 39.6008435656007 195.747148567737 0.93707165044038 0.93707165044038 0.0713097276198837 1.10140467306169 481.227272727273 3 "ITI" "P2"
"3356" 2 723 7230 38.7883079968744 196.900285766312 8.39273100021637 8.39273100021637 -1.49816330640087 2.76848768015202 482.777777777778 3 "ITI" "P2"
"3357" 2 857 8573.5 21.8073838938458 195.908913864104 3.06590550011055 3.06590550011055 0.022555443847029 1.01274493557264 343 3 "ITI" "P2"
"3358" 2 858 8580 23.9020480655743 194.147401612057 4.80818987450299 6.14866427201087 1.21646107553753 5.17512349728287 421.409090909091 3 "ITI" "P2"
"3359" 2 859 8590 21.7286250260363 183.707988229503 -1.3139654968516 3.30616430714298 0.994575088184767 13.5233736692682 356.666666666667 3 "ITI" "P2"
"3360" 2 860 8600 21.6640755528712 166.160567685324 8.27429228018203 9.4546693751541 -1.55895048785679 17.2130733601733 365.272727272727 3 "ITI" "P2"
"3361" 2 861 8610 17.3359625015857 162.608682097438 -3.13058633286839 3.65650860488485 1.23223858649196 3.91422210836447 349.777777777778 3 "ITI" "P2"
"3362" 2 862 8620 19.7223088676779 158.249913065555 -2.91640736211961 2.99129394282639 0.0747759327831048 2.38682002500153 351.272727272727 3 "ITI" "P2"
"3363" 2 863 8630 24.082924979855 158.348899460273 -4.61660041772373 4.61660041772373 0.145486432778803 0.45706259655779 351.055555555556 3 "ITI" "P2"
"3364" 2 864 8639.5 32.1368950540208 163.65664557495 -28.0605353256036 28.0605353256036 4.25279927697487 28.6006388602608 359.05 3 "ITI" "P2"
"3365" 2 865 8646 54.998445998446 196.299145299145 -4.67426948613951 4.67426948613951 -0.149298524685484 4.10749742671231 214.5 3 "ITI" "P2"
"3366" 2 866 8662 77.1105032732257 188.46913504755 -17.6848180973668 17.8086533311522 -4.57216330443444 12.4532429434695 473.142857142857 3 "ITI" "P2"
"3367" 2 867 8670 82.6038376909646 185.180835842734 -78.4371054193896 78.4371054193896 19.5275001301398 49.1019277190337 323.388888888889 3 "ITI" "P2"
"3368" 2 869 8693 191.539248596361 196.323459989098 -62.7221609533609 62.7221609533609 1.59848961983303 44.6990482320773 260.5 3 "ITI" "P2"
"3369" 2 872 8719 272.568999829638 192.721896069166 -58.5076250383679 58.5076250383679 -7.89600492305274 43.3142602771482 367.166666666667 3 "ITI" "P2"
"3370" 2 873 8734 304.004166666667 194.325462962963 -13.3819912165366 13.3819912165366 0.0499002079113779 10.1531223420509 360 3 "ITI" "P2"
"3371" 2 874 8740 333.143609234753 177.072623818561 -74.0211898845494 74.0211898845494 -7.82176693229889 54.9392983107082 353.272727272727 3 "ITI" "P2"
"3372" 2 875 8750 379.605807601358 163.814318093651 -17.2653279127662 19.1488440101273 -6.0724943511737 16.3909522350311 353.833333333333 3 "ITI" "P2"
"3373" 2 876 8760 378.458093297203 175.895035253503 6.16096075550672 6.16096075550672 -0.14744953549399 0.82248551363989 416.590909090909 3 "ITI" "P2"
"3374" 2 877 8770 376.280115338389 179.745675964619 -6.11985343102765 7.09129081721517 1.96525867499901 1.35513368003893 356.611111111111 3 "ITI" "P2"
"3375" 2 878 8780 384.302939081783 155.344505663832 -1.40910837606168 5.33673174811292 -1.87109896840235 3.31019203698349 240.863636363636 3 "ITI" "P2"
"3376" 2 879 8790 379.776318288448 155.665768678432 4.14011784063689 4.14011784063689 0.490532557131758 3.56256259981097 250.444444444444 3 "ITI" "P2"
"3377" 2 880 8800 378.344192757481 163.832731192814 1.21223305695651 1.98550654913538 -0.338628696685817 5.03681405864643 365.090909090909 3 "ITI" "P2"
"3378" 2 881 8810 375.664922714589 170.359726421775 3.56960923346935 3.56960923346935 0.050901958560587 6.07318431071491 450.888888888889 3 "ITI" "P2"
"3379" 2 882 8820 372.356821270874 160.121948917006 1.35353610555114 1.68427317185967 0.451778674428226 3.93960701659273 457.772727272727 3 "ITI" "P2"
"3380" 2 883 8830 372.617846178025 158.324122881834 -1.16469546656339 1.16469546656339 0.0559108377289022 1.37106959632234 454.444444444444 3 "ITI" "P2"
"3381" 2 884 8840 374.312058419706 159.237886556657 -2.6261768147063 2.6261768147063 0.200676231828311 3.33925563406024 436.136363636364 3 "ITI" "P2"
"3382" 2 885 8850 377.165599144686 164.242628486459 1.58373806467381 3.13538032505227 -1.03073440746948 3.73294705590297 395.777777777778 3 "ITI" "P2"
"3383" 2 886 8860 375.128849967115 167.638336827637 -6.33459267324054 9.67684751993488 1.83632643260171 14.5468205335761 380.363636363636 3 "ITI" "P2"
"3384" 2 887 8870 382.944808730785 183.056715116971 -2.23152801161598 3.73498423506851 -0.961116870022238 5.25773634861849 334.333333333333 3 "ITI" "P2"
"3385" 2 888 8880 383.066727242745 178.160120635104 3.03596053127995 3.6117535577319 -0.764437292141395 2.17705165996313 411.863636363636 3 "ITI" "P2"
"3386" 2 889 8890 378.576973843147 180.816820805126 5.56238859696577 5.56238859696577 -0.848209602394604 10.0871768598865 398.388888888889 3 "ITI" "P2"
"3387" 2 890 8900 363.320702526982 156.236185795166 26.8249121138679 26.8249121138679 -1.18221219447298 29.2733823749355 365.045454545455 3 "ITI" "P2"
"3388" 2 891 8910 336.620091943036 165.855569633574 24.4667035069753 24.4667035069753 -0.614154222774346 18.2879300454391 404.222222222222 3 "ITI" "P2"
"3389" 2 892 8920 304.073123668789 166.176829204642 30.5091235254598 30.5091235254598 1.80315492698548 26.3725603007082 343.954545454545 3 "ITI" "P2"
"3390" 2 893 8930 287.358056584284 167.882837880377 9.32589623530788 9.32589623530788 0.500794632312534 7.94390559565682 437.388888888889 3 "ITI" "P2"
"3391" 2 894 8940 278.55792303282 167.506722380838 10.012107053339 10.012107053339 -0.0166636996847842 8.83015320021002 462.318181818182 3 "ITI" "P2"
"3392" 2 895 8950 269.500453130622 167.352556525237 7.58505986958426 7.58505986958426 0.110267848368665 6.40071146159909 463.611111111111 3 "ITI" "P2"
"3393" 2 896 8960 261.237859107124 167.427253189753 9.11034486393004 9.11034486393004 0.0533589867791306 7.62638162407109 457.818181818182 3 "ITI" "P2"
"3394" 2 897 8970 252.978159715117 167.520020456965 7.3417197509784 7.3417197509784 -0.00211839531419855 6.03805259270592 469.777777777778 3 "ITI" "P2"
"3395" 2 898 8980 244.962722107203 167.753244285241 8.55552892197989 8.55552892197989 -0.0154904790535397 6.91177243889416 465.227272727273 3 "ITI" "P2"
"3396" 2 899 8990 237.746398674698 168.045462943985 6.14742770556549 6.14742770556549 0.135798284611923 4.845115885204 460.055555555556 3 "ITI" "P2"
"3397" 2 900 9000 230.763054701908 168.337970088653 7.96784038009847 7.96784038009847 -0.0857440547024453 6.27833738617443 452.136363636364 3 "ITI" "P2"
"3398" 2 901 9010 223.719384152636 168.579840723274 5.60495628998942 5.60495628998942 0.149022616673903 4.30848972465753 455.722222222222 3 "ITI" "P2"
"3399" 2 902 9020 217.6139806161 168.892079685132 6.30156789133935 6.30156789133935 0.307669741846439 4.92426647125029 455.681818181818 3 "ITI" "P2"
"3400" 2 903 9030 214.067924406133 181.721592997608 -0.227164445346119 1.67294014915419 0.524397780287273 12.7665164819354 404.944444444444 3 "ITI" "P2"
"3401" 2 904 9040 216.996824095871 194.424650604925 -3.40992151331116 3.40992151331116 -0.103193190330501 4.99432023833111 448.909090909091 3 "ITI" "P2"
"3402" 2 905 9050 218.395726420902 195.751863679994 1.13853655564924 1.39118962869458 -0.414939664829518 0.703329227314214 448.888888888889 3 "ITI" "P2"
"3403" 2 906 9057.66666666667 216.296911789173 196.840512142768 8.05293538952213 8.05293538952213 -1.2881248354399 6.21030947668157 445.25 3 "ITI" "P2"
"3404" 2 912 9121 201.691796159928 193.882655037124 8.30556236439048 9.2880291373836 2.05196937750082 9.41340917583187 412.111111111111 3 "ITI" "P2"
"3405" 2 913 9127.5 199.277314118619 191.117995189624 -1.25300710180522 1.25300710180522 -0.311313472155973 1.03716421406085 431.875 3 "ITI" "P2"
"3406" 2 914 9142.5 204.474993026751 193.700329235269 -4.41202762433011 4.41202762433011 0.508157264634804 2.44477503724556 423.75 3 "ITI" "P2"
"3407" 2 915 9150 213.79998028944 182.023948191066 -14.0131497452659 14.0131497452659 0.0796857418576451 4.14762045282328 391.222222222222 3 "ITI" "P2"
"924" 1 923 9230 380.011897596261 74.9353820576971 -0.209339924766937 0.421020009885297 0.0645679632281713 0.455082891983636 528.277777777778 4 "ITI" "P2"
"925" 1 924 9240 382.267528398807 69.2016473549895 -3.99015852567055 3.99015852567055 -0.0357500856949287 2.88836498095213 475.818181818182 4 "ITI" "P2"
"926" 1 925 9250 385.247107653689 76.369825848324 -1.82724827287581 2.07142152308876 -0.289886728307636 4.00779493200423 411.666666666667 4 "ITI" "P2"
"927" 1 926 9260 386.72023719138 81.8641507119227 -0.196947615987995 1.55627190542981 -0.330381648166053 2.76868114375839 379.409090909091 4 "ITI" "P2"
"928" 1 927 9270 383.795798603256 71.3192074650558 5.31679392344881 5.31679392344881 -0.271841575393125 7.20181157021432 510.444444444444 4 "ITI" "P2"
"929" 1 928 9280 376.813890998214 66.1141364068031 7.7905954792019 7.7905954792019 0.0927007913537636 8.33029705339987 540.5 4 "ITI" "P2"
"930" 1 929 9290 370.339534592206 62.7606254935129 4.79558548369772 4.79558548369772 0.269842639257206 5.29410575772505 554.944444444444 4 "ITI" "P2"
"931" 1 930 9300 366.276056720922 58.4311716607134 3.44003080102391 3.44003080102391 0.160834554855853 4.18322396142634 554.5 4 "ITI" "P2"
"932" 1 931 9310 363.935820928883 53.9290955637656 1.57380570337136 1.57380570337136 0.0609974957638997 2.10127238389515 560.666666666667 4 "ITI" "P2"
"933" 1 932 9320 362.612638186278 50.3425257299736 1.0518149704746 1.0518149704746 0.0688548129605806 1.51798691829549 556.545454545455 4 "ITI" "P2"
"934" 1 933 9330 361.848341204313 47.7152523954436 0.651036398823635 0.678530002650973 0.00181746748671685 0.884699505474487 561.555555555556 4 "ITI" "P2"
"935" 1 934 9340 361.344894831278 46.0903589605059 0.379492324582202 0.465636011264905 0.049147700439562 0.598969818349019 559.5 4 "ITI" "P2"
"936" 1 935 9350 361.092561986172 44.9335415311208 -0.128403364502617 0.295779796633326 0.0744496313932927 0.27638212042325 558.444444444444 4 "ITI" "P2"
"937" 1 936 9360 361.304352947587 44.2381866756271 -0.00306553538570142 0.204096936767485 -0.0268792007609022 0.210633870266975 563.409090909091 4 "ITI" "P2"
"938" 1 937 9370 361.391097590273 43.8089035972531 -0.300914487997375 0.370296323526532 -0.000657598307327589 0.340497935550275 567.444444444444 4 "ITI" "P2"
"939" 1 938 9380 361.610572437319 43.5086301367551 0.0855870949622499 0.258174186248709 -0.019059010831711 0.256509459914071 567.636363636364 4 "ITI" "P2"
"940" 1 939 9390 361.550462091126 43.3482312732884 -0.109941140452634 0.146439035961066 0.00630057354953806 0.127511601417382 570.222222222222 4 "ITI" "P2"
"941" 1 940 9400 361.652336716753 43.1877047616257 0.0363812853827312 0.259502477520755 -0.0762826376371208 0.244460878372308 567.636363636364 4 "ITI" "P2"
"942" 1 941 9410 361.462769982852 43.1356007848559 0.164883598118479 0.180298065663976 0.0690757078303932 0.179003960283808 573.944444444444 4 "ITI" "P2"
"943" 1 942 9420 361.410546118772 43.0678294555557 0.0958343182854833 0.147849719272244 -0.0228483229674339 0.150661067732813 575.954545454545 4 "ITI" "P2"
"944" 1 943 9430 361.231775315006 43.0476874083996 0.080590953147464 0.115492971177503 0.0122239692375956 0.114611535325707 578.555555555556 4 "ITI" "P2"
"945" 1 944 9440 361.250624676594 42.9922932622042 -0.0674102910480201 0.158128341816052 0.0284392638976101 0.154073659381709 577.727272727273 4 "ITI" "P2"
"946" 1 945 9450 361.282336727016 42.9306490058916 -0.0205000587208133 0.120565838038488 -0.0150866368197171 0.115759556616467 572.444444444444 4 "ITI" "P2"
"947" 1 946 9460 361.428813393647 42.8482611609773 -0.0855526554577182 0.225162961452156 -0.030089140806524 0.215299694009843 577 4 "ITI" "P2"
"948" 1 947 9470 361.409315672929 42.7672803558306 -0.133779152607929 0.152289393689387 0.0412767083324184 0.13763641545944 577.333333333333 4 "ITI" "P2"
"949" 1 948 9480 361.545581946515 42.6614283352184 0.0926332145806441 0.162782071415961 -0.0219507938018069 0.157305322335446 568.454545454545 4 "ITI" "P2"
"950" 1 949 9490 361.542805265445 42.6536934572639 -0.288947876108864 0.288947876108864 0.0269847246933637 0.282506532215166 570.277777777778 4 "ITI" "P2"
"951" 1 950 9500 361.836372258629 42.5985084799906 -0.0271380792549394 0.169259185596104 -0.0348082424802101 0.164109250181127 567.681818181818 4 "ITI" "P2"
"952" 1 951 9510 361.716035433361 42.6072796269149 -0.0275659868418643 0.168141733061475 0.0395197911699938 0.16263785442186 572.611111111111 4 "ITI" "P2"
"953" 1 952 9520 361.888719104974 42.5925049649281 -0.0170184745276742 0.248225038326666 -0.0852868289357502 0.240120075511982 571.090909090909 4 "ITI" "P2"
"954" 1 953 9530 361.70516115843 42.6312236904715 0.200830423726416 0.200830423726416 0.048695311130416 0.193615046108619 572.666666666667 4 "ITI" "P2"
"955" 1 954 9540 361.654300940773 42.6382769783457 -0.0362051296558548 0.106368743015196 -0.00442045398216351 0.100692406786948 572.181818181818 4 "ITI" "P2"
"956" 1 955 9550 361.582000083475 42.7102167696517 -0.00983528372501041 0.0987154835967203 0.0213267634533736 0.0926718376930467 572.5 4 "ITI" "P2"
"957" 1 956 9560 361.701736626457 42.7011912200645 -0.0544774693881322 0.127463530491752 -0.00684973381453347 0.125164121098976 574.5 4 "ITI" "P2"
"958" 1 957 9570 361.723942844032 42.7089143963507 0.0240848414817947 0.0894557050719413 -0.0272754997749871 0.0847984421144474 577.333333333333 4 "ITI" "P2"
"959" 1 958 9580 361.578042950262 42.7284433394743 0.208765074909479 0.263127947880093 0.0195869039725949 0.251849117352549 573.045454545455 4 "ITI" "P2"
"960" 1 959 9590 361.520406734038 42.7800415636907 -0.0178886190892626 0.0824667456294037 -0.0255405326888081 0.0801370406374531 577.722222222222 4 "ITI" "P2"
"961" 1 960 9600 361.572638985837 42.7790752506332 -0.205950328393499 0.225084000909476 0.0460929711369431 0.218665353094877 573.454545454545 4 "ITI" "P2"
"962" 1 961 9610 361.622890047019 42.8022842135218 0.217673998107387 0.228333473253258 -0.0524220461943514 0.219799152095902 571.722222222222 4 "ITI" "P2"
"963" 1 962 9620 361.382277454255 42.9130592649545 0.0322921489025134 0.4018166920211 0.0884023877075037 0.407196713075336 572.772727272727 4 "ITI" "P2"
