"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond"
"34188" 9 1183 11829.5 35.27192 1010.428 -0.1644995 0.2523761 0.009685168 0.5825952 378.6667 3 "ITI" "G+"
"34189" 9 1185 11851.5 35.6995 1011.004 -0.5227952 0.5227952 0.3479502 1.956946 382.25 3 "ITI" "G+"
"34190" 9 1186 11863.33 35.44774 1011.404 -0.09246102 0.6205595 -0.490651 8.804656 378.8333 3 "ITI" "G+"
"34191" 9 1187 11870.5 34.01798 1042.977 9.252923 9.252923 -1.633707 41.04699 284.5 3 "ITI" "G+"
"34192" 9 1188 11880 19.30763 1068.983 10.33704 10.33704 1.468062 9.260992 205 3 "ITI" "G+"
"34193" 9 1189 11890 17.66899 1064.616 -3.887308 5.194528 0.9723036 2.660267 182.7778 3 "ITI" "G+"
"34194" 9 1190 11900 24.20555 1062.556 -10.89646 10.89646 1.018585 3.519012 272.7273 3 "ITI" "G+"
"34195" 9 1191 11910 38.96191 1060.031 -16.56767 16.56767 0.6065341 6.019826 335.0556 3 "ITI" "G+"
"34196" 9 1192 11920 56.78303 1066.472 -15.43345 15.43345 -0.8468301 12.34562 272.7273 3 "ITI" "G+"
"34197" 9 1193 11929.5 71.19022 1060.284 -25.98034 25.98034 2.228248 12.71567 332.125 3 "ITI" "G+"
"37851" 10 901 9010 391.9314 1188.509 -0.9417936 2.292285 -0.5750278 7.267723 262.4444 3 "ITI" "G+"
"37852" 10 902 9020 390.4784 1188.917 1.595593 1.595593 0.01229725 0.6993311 261.6818 3 "ITI" "G+"
"37853" 10 903 9030 388.9803 1188.544 1.960353 1.960353 -0.1706826 0.4796462 240.1667 3 "ITI" "G+"
"37854" 10 904 9040 389.2545 1189.743 -1.905441 2.527853 -0.0005636662 6.006417 270.9545 3 "ITI" "G+"
"37855" 10 905 9050 387.2523 1179.118 3.510458 3.510458 0.08261121 11.25776 352.3333 3 "ITI" "G+"
"37856" 10 906 9060 388.7389 1171.362 -4.714374 5.029136 0.07121398 3.177516 258.4091 3 "ITI" "G+"
"37857" 10 907 9070 389.4324 1172.264 0.5323243 2.251891 0.464893 7.838374 150.6667 3 "ITI" "G+"
"37858" 10 908 9080 391.8288 1185.21 -0.07428038 3.435754 -0.7231471 12.30105 291.2273 3 "ITI" "G+"
"37859" 10 909 9090 388.9552 1175.655 1.226757 2.30541 0.7901457 10.84712 347 3 "ITI" "G+"
"37860" 10 910 9100 390.5615 1170.886 -0.05257354 3.198963 -0.9355155 8.896418 262.2273 3 "ITI" "G+"
"37861" 10 911 9110 387.3981 1182.421 1.788696 1.870882 0.5953401 5.911058 225 3 "ITI" "G+"
"37862" 10 912 9120 387.3183 1187.622 0.3292386 0.4160657 -0.07656542 5.661442 232.6364 3 "ITI" "G+"
"37863" 10 913 9130 386.8087 1192.833 0.9042209 0.9042209 -0.1454291 2.562384 261.2222 3 "ITI" "G+"
"37864" 10 914 9140 385.1711 1194.36 1.707285 1.707285 0.124585 0.5148857 288.4091 3 "ITI" "G+"
"37865" 10 915 9150 384.4716 1194.977 0.3530467 0.4942233 -0.06918026 0.5700457 309.2778 3 "ITI" "G+"
"37866" 10 916 9160 383.0487 1194.995 2.644171 2.644171 -0.2381543 1.568483 352.6818 3 "ITI" "G+"
"37867" 10 917 9168 380.4889 1194.006 2.37913 2.37913 -0.06287084 0.7431549 371.7 3 "ITI" "G+"
"37868" 10 918 9179.667 377.457 1194.819 2.939082 2.939082 0.05355634 0.2408509 377.5833 3 "ITI" "G+"
"37869" 10 919 9190 374.5272 1196.624 2.19059 2.19059 0.2834495 1.502588 374.1111 3 "ITI" "G+"
"37870" 10 920 9200.4 374.5984 1198.414 -0.4350309 0.887481 -0.004200285 2.116244 366.9 3 "ITI" "G+"
"37871" 10 921 9210 372.8545 1194.822 2.922986 2.922986 -0.2030312 5.159028 354.4444 3 "ITI" "G+"
"37872" 10 922 9220 369.7987 1190.489 1.843138 2.416721 0.475603 4.445537 312.0455 3 "ITI" "G+"
"37873" 10 923 9230 370.8263 1186.781 -2.51025 2.51025 0.1337005 3.884493 345.9444 3 "ITI" "G+"
"37874" 10 924 9239.889 373.7163 1179.817 -2.774406 2.774406 -0.1292033 8.278794 374.1111 3 "ITI" "G+"
"37875" 10 925 9249 375.22 1172.225 -0.5427585 0.5427585 0.03863737 6.350884 379.5 3 "ITI" "G+"
"37876" 10 926 9256.667 375.4177 1167.161 -0.6713807 0.6713807 0.03549441 7.511349 378.5 3 "ITI" "G+"
"37877" 10 928 9284.5 376.5784 1150.986 -0.6050329 0.6050329 -0.003393446 4.605725 375.75 3 "ITI" "G+"
"37878" 10 929 9290 378.394 1145.523 -3.125522 3.125522 0.05980551 11.09893 374.8333 3 "ITI" "G+"
"37879" 10 930 9300 381.1789 1138.303 -3.00389 3.00389 0.0603789 3.468795 331.1818 3 "ITI" "G+"
"37880" 10 931 9310 384.0304 1136.822 -0.6662231 1.574187 -0.5464754 0.8902718 331.1111 3 "ITI" "G+"
"37881" 10 932 9320 382.4955 1138.168 1.671786 1.671786 0.07471086 0.8080199 347.7727 3 "ITI" "G+"
"37882" 10 933 9330 381.3364 1139.222 1.681332 1.681332 -0.1879518 1.793006 348.7222 3 "ITI" "G+"
"37883" 10 934 9340 378.492 1136.376 3.458665 3.458665 -0.02783784 2.882854 363.4545 3 "ITI" "G+"
"37884" 10 935 9350 375.5867 1136.355 2.177145 2.177145 -0.04237269 1.281147 353.1111 3 "ITI" "G+"
"37885" 10 936 9360 372.6529 1139.628 -1.490587 5.875 1.289078 10.6978 345.2273 3 "ITI" "G+"
"37886" 10 937 9370 380.364 1157.496 -7.701313 7.701313 -0.02118402 16.14532 266.6111 3 "ITI" "G+"
"37887" 10 938 9380 387.7367 1171.91 -6.215329 6.215329 -0.492674 18.80621 253.5 3 "ITI" "G+"
"37888" 10 939 9390 391.9072 1186.838 -1.738461 2.926739 -0.7751588 9.783925 261.3333 3 "ITI" "G+"
"37889" 10 940 9400 390.2416 1180.531 2.449857 2.449857 0.1856844 10.2917 284.5909 3 "ITI" "G+"
"37890" 10 941 9410 388.539 1174.494 1.531106 1.531106 -0.02557562 4.150944 252.7222 3 "ITI" "G+"
"37891" 10 942 9420 386.0557 1171.353 3.664039 3.664039 -0.1239806 3.353258 254.6364 3 "ITI" "G+"
"37892" 10 943 9430 382.9125 1169.52 1.929322 1.929322 0.117183 2.198987 277.8333 3 "ITI" "G+"
"37893" 10 944 9440 379.68 1169.788 5.024085 5.024085 -0.1657256 2.006353 306.2273 3 "ITI" "G+"
"37894" 10 945 9450 375.9721 1172.731 1.880755 1.880755 0.2648925 1.087989 312 3 "ITI" "G+"
"37895" 10 946 9460 374.9682 1170.831 0.5724809 0.5732561 -0.02029271 3.181278 307.2273 3 "ITI" "G+"
"37896" 10 947 9470 373.9507 1167.122 1.516167 1.516167 -0.02421655 4.639033 339.9444 3 "ITI" "G+"
"37897" 10 948 9480 372.2373 1160.913 0.9227765 1.244801 0.2556213 8.306201 351.7273 3 "ITI" "G+"
"37898" 10 949 9490 373.1666 1152.066 -2.367357 2.367357 0.166055 7.09646 363.0556 3 "ITI" "G+"
"37899" 10 950 9499.444 375.4469 1144.159 -0.6834905 1.459854 -0.587547 6.720644 374.4444 3 "ITI" "G+"
"37900" 10 951 9508 375.5794 1139.599 0.9387628 0.9387628 0.1514524 3.270158 377.5 3 "ITI" "G+"
"37901" 10 952 9524.5 372.4369 1135.725 0.09699171 0.09699171 0.1475488 1.296273 362.75 3 "ITI" "G+"
"37902" 10 953 9530 375.5142 1134.104 -3.849059 3.849059 0.4770306 1.902806 343.7778 3 "ITI" "G+"
"37903" 10 954 9540 378.6628 1134.33 -0.1985243 1.157426 -0.5475856 1.388318 335.3182 3 "ITI" "G+"
"37904" 10 955 9550 378.7259 1135.069 -0.5690165 0.8151692 0.1880103 0.2166589 343.1667 3 "ITI" "G+"
"37905" 10 956 9560 379.0753 1135.357 -0.8172309 0.8173847 0.09277092 1.095161 342.8182 3 "ITI" "G+"
"37906" 10 957 9570 380.4383 1136.274 -1.203635 1.230368 -0.2023448 0.9943494 344.3333 3 "ITI" "G+"
"37907" 10 958 9580 380.3399 1136.504 1.558772 1.558772 -0.2593002 0.8917368 344.9545 3 "ITI" "G+"
"37908" 10 959 9590 377.6168 1136.485 3.557841 3.557841 -0.06225958 1.036862 340.7778 3 "ITI" "G+"
"37909" 10 960 9600 374.453 1135.12 1.17774 1.729682 0.4902469 3.082711 308.8182 3 "ITI" "G+"
"37910" 10 961 9610 375.2883 1132.177 -1.05533 1.05533 -0.08316979 1.759764 284.8889 3 "ITI" "G+"
"37911" 10 962 9620 376.1469 1130.858 -1.391844 1.391844 0.04616898 0.5093402 318.5909 3 "ITI" "G+"
"37912" 10 963 9630 377.3013 1130.937 -1.119742 1.119742 0.02414039 0.5037457 342.1667 3 "ITI" "G+"
"37913" 10 964 9640 378.9643 1129.792 -0.7841361 1.054972 -0.1948344 1.699024 363.3182 3 "ITI" "G+"
"37914" 10 965 9647 379.3316 1128.558 0.2978533 0.2978533 -0.1120744 0.4868834 378.1667 3 "ITI" "G+"
"37915" 10 966 9662 377.9482 1129.748 0.2063338 0.2063338 0.09107795 0.4160483 376 3 "ITI" "G+"
"37916" 10 967 9670.5 378.0872 1131.147 0.105593 0.5896675 0.1006011 1.066351 368.25 3 "ITI" "G+"
"37917" 10 968 9678.625 378.4353 1131.109 -0.6223324 0.689532 0.109194 0.6601453 367.0625 3 "ITI" "G+"
"37918" 10 969 9693 379.1621 1129.711 -1.005699 1.005699 0.2998515 0.1464154 369.1667 3 "ITI" "G+"
"37919" 10 970 9700 383.2002 1130.457 -6.060125 6.060125 -0.2240588 2.764339 319.8182 3 "ITI" "G+"
"37920" 10 971 9710 386.2192 1131.025 -1.050944 1.050944 0.1581624 0.6408288 298.5 3 "ITI" "G+"
"37921" 10 972 9720 389.6422 1131.06 -3.375415 3.70897 -0.524293 1.21178 278.6818 3 "ITI" "G+"
"37922" 10 973 9730 389.4763 1130.226 2.195571 2.195571 -0.1251029 1.744974 264.0556 3 "ITI" "G+"
"37923" 10 974 9740 386.2616 1129.003 3.620122 3.620122 0.01140286 1.900445 271.5 3 "ITI" "G+"
"37924" 10 975 9750 384.7299 1127.829 -1.126284 1.794994 0.4327867 0.8735651 254.1667 3 "ITI" "G+"
"37925" 10 976 9760 386.0458 1128.331 0.448634 1.691458 -0.3358083 1.633781 176.7273 3 "ITI" "G+"
"37926" 10 977 9770 384.7473 1129.76 1.664216 1.664216 -0.1044224 0.4789198 233.1667 3 "ITI" "G+"
"37927" 10 978 9780 380.6855 1130.049 7.289964 7.289964 -0.541426 1.784664 277.7273 3 "ITI" "G+"
"37928" 10 979 9790 373.422 1130.997 4.146789 4.146789 0.6474162 0.8732256 289.7778 3 "ITI" "G+"
"37929" 10 980 9800 372.0749 1133.465 -0.783161 1.406072 0.3657108 3.435936 301.8182 3 "ITI" "G+"
"37930" 10 981 9810 373.7988 1137.623 -1.178124 1.178124 -0.1343217 4.984537 314.1667 3 "ITI" "G+"
"37931" 10 982 9820 374.134 1143.833 0.2998703 0.5216283 -0.1388492 6.87196 328.9091 3 "ITI" "G+"
"37932" 10 983 9830 373.2754 1150.509 1.349171 1.349171 -0.1704152 5.077123 352.9444 3 "ITI" "G+"
"37933" 10 984 9840 371.2668 1156.868 2.483654 2.483654 0.04328472 6.10915 365.1818 3 "ITI" "G+"
"37934" 10 985 9850 369.1118 1163.77 1.63453 1.63453 0.0411542 5.917443 366.4444 3 "ITI" "G+"
"37935" 10 986 9860 367.6124 1171.589 1.775088 1.775088 -0.08732922 7.371821 373 3 "ITI" "G+"
"37936" 10 987 9870 365.1397 1178.328 3.540746 3.540746 -0.2396224 3.855691 373.2222 3 "ITI" "G+"
"37937" 10 988 9880 360.3822 1183.407 5.361834 5.361834 0.0009097982 2.808373 372.4545 3 "ITI" "G+"
"37938" 10 989 9889.75 355.4376 1185.833 5.091311 5.091311 -0.4646488 1.294273 375.875 3 "ITI" "G+"
"37939" 10 990 9896.5 351.5602 1185.312 3.671702 3.671702 0.1131395 1.796827 379.75 3 "ITI" "G+"
"37940" 10 992 9921.667 345.9187 1184.132 3.64976 3.64976 0.6249657 1.398954 377.0833 3 "ITI" "G+"
"37941" 10 993 9930 344.4159 1184.985 1.777462 1.777462 -0.03784928 0.7042802 355.7778 3 "ITI" "G+"
"37942" 10 994 9940 342.3012 1186.491 2.526839 2.526839 -0.02372805 1.362741 327.0455 3 "ITI" "G+"
"37943" 10 995 9950 339.6445 1188.799 2.924027 2.924027 -0.1506763 1.269071 301.7222 3 "ITI" "G+"
"37944" 10 996 9960 335.9137 1191.191 4.526671 4.526671 -0.02323845 1.019177 275.9545 3 "ITI" "G+"
"37945" 10 997 9970 331.5361 1192.812 3.85408 3.85408 0.01419425 0.2410544 262.2778 3 "ITI" "G+"
"37946" 10 998 9980 327.5348 1193.999 3.89898 3.89898 0.09094013 0.3060413 262.4091 3 "ITI" "G+"
"37947" 10 999 9990 324.4158 1194.603 3.102229 3.102229 -0.07389168 0.9878808 263.2778 3 "ITI" "G+"
"37948" 10 1000 10000 320.9286 1193.559 3.243456 3.243456 0.09720262 2.052437 291.2273 3 "ITI" "G+"
"37949" 10 1001 10010 317.8195 1192.38 3.181602 3.181602 0.02301014 2.096878 303.8889 3 "ITI" "G+"
"37950" 10 1002 10020 314.59 1190.939 3.281355 3.281355 0.05774743 2.505903 289.0909 3 "ITI" "G+"
"37951" 10 1003 10030 312.1381 1188.277 1.029262 1.029262 0.1682191 4.258659 278.8333 3 "ITI" "G+"
"37952" 10 1004 10040 311.0412 1182.569 2.672871 2.672871 -0.2773099 6.921828 288.3636 3 "ITI" "G+"
"37953" 10 1005 10050 307.5688 1176.526 6.560103 6.560103 -1.722251 6.650821 295.1667 3 "ITI" "G+"
"37954" 10 1006 10060 289.4657 1174.866 25.04712 25.04712 0.44387 7.492366 340.1818 3 "ITI" "G+"
"37955" 10 1007 10071.4 274.1688 1187.959 7.188734 7.188734 0.2113204 7.799843 301.8 3 "ITI" "G+"
"37956" 10 1008 10080 263.7336 1193.896 17.51877 17.51877 -0.7650482 9.765937 219.2273 3 "ITI" "G+"
"37957" 10 1009 10090 244.6395 1190.232 11.73967 11.73967 0.7564467 4.516859 359.3889 3 "ITI" "G+"
"37958" 10 1010 10100 232.0431 1198.491 24.34548 24.34548 -2.046344 5.396257 271.0909 3 "ITI" "G+"
"37959" 10 1011 10110 201.3869 1199.949 34.53636 34.53636 0.1339751 5.228695 230.2778 3 "ITI" "G+"
"37960" 10 1012 10120 162.5379 1199.776 34.0068 34.0068 0.4515161 4.755123 285.2727 3 "ITI" "G+"
"37961" 10 1013 10130 137.0817 1201.193 23.01564 23.01564 -0.6179415 0.540443 279.3889 3 "ITI" "G+"
"37962" 10 1014 10140 108.1134 1201.355 35.28903 35.28903 0.9597625 4.723797 248.2727 3 "ITI" "G+"
"37963" 10 1015 10150 82.49004 1199.648 9.110702 9.110702 2.358687 2.275733 294.7222 3 "ITI" "G+"
"37964" 10 1016 10160 76.92208 1200.379 6.678637 6.678637 -0.09439296 2.235005 346.5 3 "ITI" "G+"
"37965" 10 1017 10170 74.73795 1198.128 1.422605 1.422605 0.02042414 5.504672 327.75 3 "ITI" "G+"
"37966" 10 1018 10180 71.16089 1192.095 -0.973593 4.720344 1.008149 5.527726 342.5455 3 "ITI" "G+"
"37967" 10 1019 10190.4 75.8298 1193.859 -3.979826 3.979826 0.1320877 1.345717 322.2 3 "ITI" "G+"
"37968" 10 1020 10199.6 82.28969 1188.113 -12.12907 12.12907 0.6988375 11.58933 352.45 3 "ITI" "G+"
"37969" 10 1021 10210.5 96.89333 1176.524 -9.39556 9.39556 -1.012759 4.453643 340.625 3 "ITI" "G+"
"37970" 10 1022 10220 101.7532 1183.434 -6.52354 6.52354 0.1548496 7.94031 339.6364 3 "ITI" "G+"
"37971" 10 1023 10230 109.9779 1186.729 -9.817245 9.817245 0.5807291 1.981036 370.5 3 "ITI" "G+"
"37972" 10 1024 10239.9 121.1126 1182.192 -6.545084 6.700844 -1.379329 15.01449 343.6 3 "ITI" "G+"
"37973" 10 1025 10250 121.4497 1165.193 -0.1482064 1.462091 0.3871261 7.746563 357.9444 3 "ITI" "G+"
"37974" 10 1026 10257.5 123.4802 1163.193 -12.9531 12.9531 2.733554 2.1605 374 3 "ITI" "G+"
"37975" 10 1027 10273 138.1059 1164.897 -3.080711 3.080711 0.03791106 0.6434056 382.5 3 "ITI" "G+"
"37976" 10 1028 10281.83 150.7132 1165.582 -17.1839 17.1839 -1.53165 3.348036 378 3 "ITI" "G+"
"37977" 10 1029 10290 158.5443 1159.177 -5.257997 5.257997 -1.009953 12.52696 326.7222 3 "ITI" "G+"
"37978" 10 1030 10298.5 164.9224 1147.539 -10.94909 10.94909 0.7823686 8.7627 371.25 3 "ITI" "G+"
"37979" 10 1031 10311.5 176.9869 1135.62 -5.25683 5.539877 -1.463 3.180878 278.3333 3 "ITI" "G+"
"37980" 10 1032 10320 178.3494 1139.638 -4.888651 4.888651 1.126941 5.763478 351.3182 3 "ITI" "G+"
"37981" 10 1033 10330 181.7771 1146.74 2.377062 3.133382 -1.396399 7.451914 362.8333 3 "ITI" "G+"
"37982" 10 1034 10340 181.6188 1148.147 -8.289829 9.690913 1.658296 3.207198 360 3 "ITI" "G+"
"37983" 10 1035 10350 193.4357 1143.742 -13.14888 13.14888 0.4266315 0.8981617 370.3333 3 "ITI" "G+"
"37984" 10 1036 10360.67 206.8994 1141.784 -10.01276 10.01276 -0.6014932 6.061078 379 3 "ITI" "G+"
"37985" 10 1037 10368.83 210.4698 1153.011 17.78011 17.78011 -5.943011 11.41354 336.0833 3 "ITI" "G+"
"37986" 10 1038 10380 167.5094 1170.755 42.12277 42.12277 2.389611 7.510944 335.3636 3 "ITI" "G+"
"37987" 10 1039 10387.75 143.9778 1172.348 13.40172 13.40172 -1.205835 5.45308 360.5 3 "ITI" "G+"
"37988" 10 1040 10400 126.4047 1191.247 13.50962 14.09068 3.864819 11.32665 291.7727 3 "ITI" "G+"
"37989" 10 1041 10410 122.6836 1188.259 9.743261 10.12593 -2.430343 5.60489 310 3 "ITI" "G+"
"37990" 10 1042 10420 97.83366 1192.765 36.39574 36.39574 -2.00032 5.18171 257.9091 3 "ITI" "G+"
"37991" 10 1043 10430 60.67064 1194.323 36.291 36.291 0.7134727 2.103131 278.2222 3 "ITI" "G+"
"37992" 10 1044 10440 23.4242 1189.881 25.66697 25.66697 2.881479 9.663856 290.8636 3 "ITI" "G+"
"37993" 10 1045 10450 17.3398 1185.351 -3.236599 3.236599 1.090853 2.060207 336.4444 3 "ITI" "G+"
"37994" 10 1046 10460 21.56845 1187.806 -4.605195 4.605195 0.02617953 2.469603 344.2273 3 "ITI" "G+"
"37995" 10 1047 10470 26.05338 1189.372 -4.551517 4.551517 0.03882452 0.9674215 351.2222 3 "ITI" "G+"
"37996" 10 1048 10479.5 31.26258 1190.219 -5.351356 5.351356 -0.05817221 1.188966 369.7 3 "ITI" "G+"
"37997" 10 1050 10501.2 34.84638 1191.118 -1.015597 1.015597 -0.3114877 0.3630484 379.7 3 "ITI" "G+"
"37998" 10 1051 10509.75 34.62301 1191.057 0.5475232 0.5512846 -0.2668744 0.2518526 376.1875 3 "ITI" "G+"
"37999" 10 1052 10519.44 34.09977 1190.656 0.1133592 0.3144093 0.1919562 0.5168245 376.0556 3 "ITI" "G+"
"38000" 10 1053 10530 34.35555 1190.066 -0.4214178 0.4309624 0.006383249 0.7134992 377.2222 3 "ITI" "G+"
"38001" 10 1054 10539.33 34.69016 1189.323 0.2022355 0.3070772 -0.1990397 1.304732 378.6667 3 "ITI" "G+"
"38002" 10 1056 10560.88 34.00483 1187.292 0.275332 0.3567911 0.1596814 1.529357 364.875 3 "ITI" "G+"
"38003" 10 1057 10570 34.50857 1186.447 -0.5446759 0.5833742 -0.0399782 0.746769 365.1667 3 "ITI" "G+"
"38004" 10 1058 10580.57 34.4099 1185.637 0.5985859 0.5985859 -0.04826541 0.9456312 380 3 "ITI" "G+"
"38005" 10 1059 10589 33.80169 1184.909 0.06225317 0.1391422 0.1060591 0.5976288 379.375 3 "ITI" "G+"
"38006" 10 1060 10601 34.08665 1184.014 -0.1095648 0.1563881 -0.05382927 0.8754895 374.1667 3 "ITI" "G+"
"38007" 10 1061 10610 34.138 1183.388 -0.0780293 0.2972597 -0.04429177 0.442148 370.5 3 "ITI" "G+"
"38008" 10 1062 10620 34.11369 1182.904 -0.16191 0.334935 0.1509512 0.52613 375.2 3 "ITI" "G+"
"38009" 10 1063 10630 34.51346 1182.532 0.03509752 0.3494605 -0.198479 0.556692 370.9444 3 "ITI" "G+"
"38010" 10 1064 10638.67 34.32884 1182.02 0.2252246 0.2252246 0.03916596 0.3367801 377.3333 3 "ITI" "G+"
"38011" 10 1065 10650 33.90803 1181.402 -0.06465928 0.1888549 0.113099 0.5879116 372.1875 3 "ITI" "G+"
"38012" 10 1066 10660 34.08201 1180.986 0.04701567 0.3409775 0.01507193 0.3957775 378.1818 3 "ITI" "G+"
"38013" 10 1067 10668.5 34.29423 1180.764 -0.2099731 0.2145837 -0.02595238 0.5207142 379.5 3 "ITI" "G+"
"38014" 10 1068 10684 34.14829 1180.132 0.04464471 0.04464471 -0.0392325 0.2546943 380.25 3 "ITI" "G+"
"38015" 10 1070 10703 34.05542 1179.551 0.2118231 0.2183302 0.008305823 0.4693206 380.375 3 "ITI" "G+"
"38016" 10 1071 10710 34.00705 1179.483 -0.05889181 0.2053222 0.006374871 0.1732165 376.3889 3 "ITI" "G+"
"38017" 10 1072 10715.5 33.98128 1179.406 -0.02730895 0.02730895 -0.004197502 0.05081317 374 3 "ITI" "G+"
"38018" 10 1073 10731.5 34.24743 1179.232 -0.1893564 0.1893564 0.06162011 0.09265361 379.75 3 "ITI" "G+"
"38019" 10 1074 10740 34.37101 1179.245 -0.2925356 0.2925356 0.04081629 0.161114 381.5 3 "ITI" "G+"
"38020" 10 1076 10763 34.65179 1179.144 -0.08225503 0.08225503 -0.02561227 0.03853597 381 3 "ITI" "G+"
"38021" 10 1077 10771 34.83028 1178.911 -0.1084243 0.1084243 0.02616923 0.03367711 382 3 "ITI" "G+"
"38022" 10 1079 10789 34.62044 1178.771 -0.1024168 0.1024168 -0.006007506 0.0296371 375 3 "ITI" "G+"
"38023" 10 1081 10813.5 35.08532 1178.847 -0.07961962 0.07961962 -0.06597768 0.0780382 380.75 3 "ITI" "G+"
"38024" 10 1082 10819 35.09724 1178.866 0.1529943 0.2371474 -0.1513252 0.2083408 381.2 3 "ITI" "G+"
"38025" 10 1085 10847 34.79079 1178.537 0.3589525 0.3589525 -0.0121207 0.1655849 379 3 "ITI" "G+"
"38026" 10 1086 10863 34.05368 1178.39 0.5312618 0.5312618 -0.002618759 0.1084105 378.5 3 "ITI" "G+"
"38027" 10 1087 10869.14 33.77816 1178.463 0.09321351 0.1877889 0.1187 0.08864218 379.0714 3 "ITI" "G+"
"38028" 10 1088 10881.43 33.99803 1178.566 -0.08770702 0.2613059 0.01738799 0.08861729 379.5 3 "ITI" "G+"
"38029" 10 1089 10886 34.36431 1178.63 0.0114038 0.0114038 -0.01786614 0.006451527 382 3 "ITI" "G+"
"38030" 10 1090 10901 33.81739 1178.561 0.0470238 0.2194977 -0.0221717 0.06754396 367.6667 3 "ITI" "G+"
"38031" 10 1091 10910 33.69229 1178.626 0.3124872 0.3124872 0.03080648 0.08821621 374.8889 3 "ITI" "G+"
"38032" 10 1092 10920 33.73151 1178.509 -0.6036631 0.6390785 0.07265731 0.1345418 372.7727 3 "ITI" "G+"
"38033" 10 1093 10930 34.12581 1178.633 0.401444 0.5145742 -0.1742748 0.1367692 370.6111 3 "ITI" "G+"
"38034" 10 1094 10940 33.41889 1178.746 0.3455182 0.4828439 0.1093254 0.09202774 374.2727 3 "ITI" "G+"
"38035" 10 1095 10950 33.58258 1178.864 -0.1472276 0.2806121 -0.001785684 0.1077799 373.1667 3 "ITI" "G+"
"38036" 10 1096 10960.11 33.64719 1178.915 -0.1810508 0.201936 -0.009294836 0.07613429 377.7778 3 "ITI" "G+"
"38037" 10 1097 10971 33.77676 1178.946 0.142329 0.142329 -0.0473545 0.07887408 380.1 3 "ITI" "G+"
"38038" 10 1098 10980 33.72303 1178.824 -0.4075204 0.5638585 0.07941873 0.09971747 372.9091 3 "ITI" "G+"
"38039" 10 1099 10990 33.99307 1178.692 0.004168885 0.1397007 -0.008103817 0.118479 361.8333 3 "ITI" "G+"
"38040" 10 1100 11000 34.01141 1178.82 -0.1212881 0.3903135 0.027099 0.1461925 371.1364 3 "ITI" "G+"
"38041" 10 1101 11010 34.28054 1178.748 -0.3876328 0.420223 -0.01526259 0.1058389 370.8889 3 "ITI" "G+"
"38042" 10 1102 11019.5 34.60069 1178.622 0.1779453 0.3590428 -0.1060416 0.1290433 375.8 3 "ITI" "G+"
"38043" 10 1103 11030 34.0973 1178.658 0.09187107 0.3708362 0.14653 0.03966899 365.1111 3 "ITI" "G+"
"38044" 10 1104 11040 34.56659 1178.668 -0.5592502 0.5592502 -0.03367094 0.09941341 369.8182 3 "ITI" "G+"
"38045" 10 1105 11050 34.90645 1178.763 -0.2488535 0.2488535 -0.03231379 0.06027749 368.9444 3 "ITI" "G+"
"38046" 10 1106 11060 35.18347 1178.759 -0.02291572 0.3227587 -0.04914695 0.1185999 365.0909 3 "ITI" "G+"
"38047" 10 1107 11070 34.97619 1178.856 0.1021771 0.2197504 0.07314071 0.1069531 365.7222 3 "ITI" "G+"
"38048" 10 1108 11080 35.18808 1178.814 -0.2452561 0.4235401 -0.01323698 0.08046857 366.3182 3 "ITI" "G+"
"38049" 10 1109 11090 35.43416 1178.858 -0.5857315 0.7195577 -0.08182875 0.1184288 371.2778 3 "ITI" "G+"
"38050" 10 1110 11098.5 36.06947 1178.929 0.399343 0.399343 -0.0463829 0.1086344 377.125 3 "ITI" "G+"
"38051" 10 1111 11110.83 34.76616 1178.643 0.4073342 0.508876 0.1640669 0.151553 380 3 "ITI" "G+"
"38052" 10 1112 11119.5 35.21174 1178.626 -0.2206739 0.372158 -0.02815109 0.09679328 374.1 3 "ITI" "G+"
"38053" 10 1114 11140 35.46045 1178.796 -0.2236689 0.5735606 -0.04327536 0.1764285 365.9091 3 "ITI" "G+"
"38054" 10 1115 11150 35.15955 1178.913 0.3342858 0.3467285 0.01823037 0.2248678 365.5 3 "ITI" "G+"
"38055" 10 1116 11160 36.92473 1182.786 -16.76571 17.26657 4.539902 9.003044 328.8636 3 "ITI" "G+"
"38056" 10 1117 11170.14 70.22898 1187.407 -39.92713 39.92713 1.220636 4.703642 311.7857 3 "ITI" "G+"
"38057" 10 1118 11180 121.2671 1186.422 -63.6157 63.6157 2.46713 7.711111 303.9545 3 "ITI" "G+"
"38058" 10 1119 11190 174.1423 1179.934 -35.66305 35.66305 -1.540795 3.841607 329.7 3 "ITI" "G+"
"38059" 10 1120 11200 221.5527 1184.255 -63.87816 63.87816 -0.1828378 14.97704 330.7273 3 "ITI" "G+"
"38060" 10 1121 11210.5 275.0431 1191.829 -40.26196 40.26196 -1.551786 10.96045 312.25 3 "ITI" "G+"
"38061" 10 1122 11220.5 315.3863 1185.353 -22.52713 22.52713 -4.647871 2.994801 316.2 3 "ITI" "G+"
"38062" 10 1123 11230 319.17 1183.146 -9.232973 9.232973 1.524523 5.017271 306.8333 3 "ITI" "G+"
"38063" 10 1124 11240.4 342.7481 1162.445 -40.61479 40.61479 3.686749 17.22005 331.25 3 "ITI" "G+"
