"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "day" "expe" "plong" "y2" "x2"
"989...4601" 1 988 9880 399.585440404662 85.5207770562333 0.024234477947603 2.34297008279009 -0.48880955038851 2.99788231018817 318.409090909091 4 "Sti" "PT" 1 NA 1 44 399.364197480423 84.9274547844794
"990...4602" 1 989 9890 399.43816617881 90.783295990436 -0.0749918857751233 1.64095983866997 0.0131660919898877 3.9308885380097 257.055555555556 4 "Sti" "PT" 1 NA 1 44 399.471228615176 91.7082696377902
"991...4603" 1 990 9900 399.790944113879 97.170041840143 -0.135439972664952 2.57405742805918 0.337766948145998 3.24226426876123 234.545454545455 4 "Sti" "PT" 1 NA 1 44 399.75859020012 97.2622063028656
"992...4604" 1 991 9910 399.560084591314 98.3565907519721 -0.00674137205715422 2.30144117485145 0.306639745103553 2.36023776959553 233.777777777778 4 "Sti" "PT" 1 NA 1 44 400.406944808457 97.5301152103197
"993" 1 992 9920 400.042978608198 85.9407094313094 0.117941562896409 1.57552724038356 -0.246204694211997 4.23297965513092 347.090909090909 4 "Sti" "PT" 1 NA 1 44 399.928048486613 87.6439866280577
"994" 1 993 9930 399.773797317151 99.035347979129 0.329223715547011 4.0151212617796 -0.630403078100926 4.61964778542654 208.222222222222 4 "Sti" "PT" 1 NA 1 44 398.901057651117 97.9119529904578
"995" 1 994 9940 393.995644228317 101.07081312553 0.666148385915277 5.88281186964838 -0.094662266259661 6.0543253529317 268.090909090909 4 "Sti" "PT" 1 NA 1 44 393.658031768536 100.769961647805
"1288...4608" 1 1287 12870 396.950909528611 77.738134352694 -1.51961965280747 13.4198877005516 -0.656611295218738 15.8412591116143 402.611111111111 5 "Sti" "PT" 1 NA 1 44 396.593744495313 78.4201792014716
"1289...4609" 1 1288 12880 401.274072974156 93.7232924541912 0.260496836454149 4.5398225325917 -1.08152555033371 4.89231691587554 245.909090909091 5 "Sti" "PT" 1 NA 1 44 401.181958088337 94.0511367300849
"1290...4610" 1 1289 12890 399.593744304218 95.6039700313372 -0.145475406703306 1.51047986058921 0.738930080769592 1.47022821583221 272.777777777778 5 "Sti" "PT" 1 NA 1 44 399.620794308577 95.4726292451843
"1291...4611" 1 1290 12900 401.092228460059 91.8494887583008 -0.113641339867281 1.98858064593742 0.258550346151196 1.73272249819655 295.772727272727 5 "Sti" "PT" 1 NA 1 44 400.810350583943 92.1231236183447
"1292" 1 1291 12910 401.523709671905 90.5720042568119 0.122655724150347 1.83749319959031 -0.981358231131424 3.69194599569681 312.222222222222 5 "Sti" "PT" 1 NA 1 44 401.239175186823 89.5040102232721
"1293" 1 1292 12920 398.959069876855 85.6440920879084 0.113414675896174 2.63668432089537 0.749220651153905 3.48072609608681 356.090909090909 5 "Sti" "PT" 1 NA 1 44 398.925686490151 85.6612644764336
"1294" 1 1293 12930 399.421772144369 87.7361415737926 -0.034336885533074 1.05301500121999 -0.291079280451072 1.59281812244791 337.777777777778 5 "Sti" "PT" 1 NA 1 44 399.661199401973 87.2154262588793
"1295" 1 1294 12940 396.45998983513 75.7824883806806 0.762876670538259 6.7370274062198 -0.596047488742045 10.328842484135 435.363636363636 5 "Sti" "PT" 1 NA 1 44 396.097521875075 74.763445005551
"1588...4616" 1 1587 15870 366.865586146852 87.9308293492121 -0.293379360951564 5.76042962746476 -1.4856484996867 3.42044486635484 434.166666666667 6 "Sti" "PT" 1 NA 1 44 365.673620835801 90.6184699663739
"1589...4617" 1 1588 15880 359.467081889659 99.9657120458183 0.862302163348667 7.61506221290489 0.541404104078367 7.69990562010031 257.454545454545 6 "Sti" "PT" 1 NA 1 44 359.858401782921 97.2376378004322
"1590...4618" 1 1589 15890 361.327548725615 83.0415539900047 -2.32382847810803 20.5219228074201 4.35066794557889 18.6865847435811 406.5 6 "Sti" "PT" 1 NA 1 44 365.203258702739 84.0534833935927
"1591" 1 1590 15899.8 393.685910757285 70.2500561943463 -2.07204994823572 18.2984456432139 -4.21950758877892 14.6553761280356 393.1 6 "Sti" "PT" 1 NA 1 44 392.199478762437 67.1638225933482
"1592" 1 1591 15910 397.931734794812 44.0012882324885 -0.245524676647542 2.25108453202841 -0.057963424041759 1.16629050245302 260.722222222222 6 "Sti" "PT" 1 NA 1 44 397.727794559544 45.025824035209
"1593" 1 1592 15920 396.639573741648 49.3470831074945 0.349582609509878 3.51908787635818 0.1630883954154 2.39866410229234 314.272727272727 6 "Sti" "PT" 1 NA 1 44 396.8123998394 50.0351837980358
"1594" 1 1593 15930 398.958460769567 53.7392012068474 -0.723666835459196 6.39076208743029 -0.0387596837651927 5.00583258030935 299.666666666667 6 "Sti" "PT" 1 NA 1 44 399.118577395318 52.2689070444078
"1595" 1 1594 15940 400.863147527962 46.1005809582725 0.373055642213929 3.2944854426691 -0.492974900278739 2.24545149619439 270.227272727273 6 "Sti" "PT" 1 NA 1 44 400.545375986721 48.0888339368563
"1888...4624" 1 1887 18870 398.52148787025 48.9079521089643 1.06601717771513 9.4140864691808 -0.523092681645949 9.0321245369077 290.388888888889 7 "Sti" "PT" 1 NA 1 44 397.933008539649 50.400000728314
"1889...4625" 1 1888 18880 390.130131061236 50.4965507946424 0.569493443607298 5.02924402516834 0.807407776585876 5.67519068647715 368.772727272727 7 "Sti" "PT" 1 NA 1 44 390.221376183652 50.0811685686456
"1890...4626" 1 1889 18890 389.26419057308 51.5538285283603 -0.735441468065533 7.47621988707454 1.75939473733786 8.36401394913599 401.555555555556 7 "Sti" "PT" 1 NA 1 44 390.664393056849 52.6279453057851
"1891" 1 1890 18900 399.559204113772 77.81198581926 -0.331712079723645 7.47979177070192 -1.87838909074827 9.94022485063954 294.772727272727 7 "Sti" "PT" 1 NA 1 44 398.891002850294 78.6531227396049
"1892" 1 1891 18910 396.198383470693 96.9309785900857 0.0157882416407801 3.60629481839612 0.826095447736691 3.06464938920044 281.277777777778 7 "Sti" "PT" 1 NA 1 44 396.775456950839 97.2039836158772
"1893" 1 1892 18920 400.539640968562 100.577350984156 -0.311498925044953 3.86040676376882 -0.51694934404884 4.48248926058028 218.909090909091 7 "Sti" "PT" 1 NA 1 44 400.160212314369 100.482274089387
"1894" 1 1893 18930 400.442030659786 94.3224520003494 -0.14137378869102 1.98618883523858 0.378395667586233 1.97186103991027 317.611111111111 7 "Sti" "PT" 1 NA 1 44 400.795126210251 94.3589404562652
"1895" 1 1894 18940 402.470493964329 86.2203512200222 -0.01617958695294 1.57578826064685 -0.441072964822979 1.51511463157209 375.727272727273 7 "Sti" "PT" 1 NA 1 44 402.327459414387 86.2794895629954
"2188...4632" 1 2187 21870 386.990255462207 95.8185973318679 0.59217591844982 5.8922720889783 -0.462680014915122 3.98618218160658 303.888888888889 8 "Sti" "PT" 1 NA 1 44 385.748782464625 96.8070661326305
"2189...4633" 1 2188 21880 366.310478283642 105.030073206204 3.97375448269968 35.0925567518635 -2.46282607827891 33.7843199064263 315.909090909091 8 "Sti" "PT" 1 NA 1 44 364.500110160551 103.42351318495
"2190...4634" 1 2189 21890 324.909975819373 98.2936033058651 4.8084651662794 42.4639563092432 -0.815421921764141 40.371287524359 325.888888888889 8 "Sti" "PT" 1 NA 1 44 322.914884082179 99.6969550865511
"2191...4635" 1 2190 21900 300.945710643553 101.341838767389 -0.88588207259151 18.8102277692142 6.47642022456301 17.2648182204532 272.863636363636 8 "Sti" "PT" 1 NA 1 44 303.689393702518 101.354373746115
"2192...4636" 1 2191 21910 321.023117903849 104.352629632814 -2.61601582709615 23.10225361829 2.22830544123434 22.0664730620808 310.777777777778 8 "Sti" "PT" 1 NA 1 44 323.397013702004 102.864930425383
"2193...4637" 1 2192 21920 370.881453817941 83.6615558713393 -6.47584202012611 57.1887001566807 -2.66423026167098 46.4356240067671 316.545454545455 8 "Sti" "PT" 1 NA 1 44 371.305247078835 80.349437913215
"2194...4638" 1 2193 21930 383.733410386776 43.6835935440017 3.45768790891941 30.5351298632701 -6.7942236073842 32.3444669625523 346.611111111111 8 "Sti" "PT" 1 NA 1 44 379.806743217782 44.7313420963364
"2195...4639" 1 2194 21940 344.513903135563 55.1602640836944 2.56644054755155 24.7332677906886 5.94668201437776 21.8505432219372 382.590909090909 8 "Sti" "PT" 1 NA 1 44 345.053729064617 57.5316816406614
"2488...4640" 1 2487 24870 373.06108880566 96.0814539683503 -5.69750387806832 50.315131207915 -7.35012668713358 48.899875978515 331.611111111111 9 "Sti" "PT" 1 NA 1 44 371.668990260708 95.327290569669
"2489...4641" 1 2488 24879.7 385.545740812594 94.7681940561223 -0.130345900237711 7.58293221471109 0.284342289478559 6.87475544853766 390.15 9 "Sti" "PT" 1 NA 1 44 386.861664647044 94.3631194093542
"2490...4642" 1 2489 24890 397.559861810684 91.3781005189361 -1.35095164278977 11.9303664582254 -0.838759524588909 9.62705043011874 312.722222222222 9 "Sti" "PT" 1 NA 1 44 397.079539670886 90.4671790497745
"2491" 1 2490 24900 401.517597010316 71.7354222564004 -0.185375157159866 1.93501274027852 -0.0839251847926903 3.97215316170769 305.090909090909 9 "Sti" "PT" 1 NA 1 44 401.607307405299 69.8922599410981
"2492" 1 2491 24910 404.10876273006 49.1710145822788 -0.116837874498128 2.30666921246143 -0.501606643110335 1.55644339392467 275.222222222222 9 "Sti" "PT" 1 NA 1 44 403.669774481782 49.760247530335
"2493" 1 2492 24920 402.556706159858 45.8273330687775 0.0985539957596925 1.90835155697738 -0.215996555171728 1.92596669600255 237.136363636364 9 "Sti" "PT" 1 NA 1 44 402.876867797156 44.9985205603653
"2494" 1 2493 24930 401.771563240524 44.1580968423715 0.248787473552134 2.19706289676196 -0.0501047651125077 2.04469269686092 276.611111111111 9 "Sti" "PT" 1 NA 1 44 401.499977008459 44.2748821754023
"2495" 1 2494 24940 399.608491414631 42.3664229660242 0.186101688788175 1.64347951134107 0.017643674010742 1.83626791759093 227.227272727273 9 "Sti" "PT" 1 NA 1 44 399.493857450611 44.5774498610063
"2788" 1 2787 27870.125 115.475736806369 92.4197333554354 0.870679307710491 7.68904147237241 -0.885829573328991 2.36535379371395 418 10 "Sti" "PT" 1 NA 1 44 114.165595730037 92.2044222174575
"2789" 1 2788 27880 96.2788939827389 92.60126934083 3.3188478392351 29.3090216459554 -1.35827294944043 22.7482958001607 419.090909090909 10 "Sti" "PT" 1 NA 1 44 94.684179762888 92.999945984588
"2790" 1 2789 27890 65.1493798009305 94.6048301687716 3.42167621682858 30.2171076115357 0.434733344674534 14.3475487088032 342.666666666667 10 "Sti" "PT" 1 NA 1 44 63.6149187584907 95.1972168410767
"2791" 1 2790 27900 39.3158767447113 98.9058110351074 2.24793872582065 19.8517340852371 0.964443480429523 7.09636996688543 274 10 "Sti" "PT" 1 NA 1 44 38.8479223067379 98.5339653007601
"2792" 1 2791 27910 24.4067053674163 98.8561162128746 1.32882778326298 11.7349888123758 0.561712465259394 4.24501384085828 244.888888888889 10 "Sti" "PT" 1 NA 1 44 23.7782744367783 99.0945522109837
"2793" 1 2792 27920 16.1011036291117 94.1435509415516 0.109822369179159 4.99150528696976 1.45432727970811 10.1597736339293 202.909090909091 10 "Sti" "PT" 1 NA 1 44 16.8644003063208 93.1912054017522
"2794" 1 2793 27930 21.0565904800236 85.4661778523543 -0.777276524643993 6.86419371697806 0.394326771036599 2.71516652317986 260.5 10 "Sti" "PT" 1 NA 1 44 21.5661056603613 85.3683470459874
"2795" 1 2794 27940 29.3773058213503 81.8554477445734 -0.94982995899732 8.38802746517158 -0.278776033351871 0.421492761285165 352.363636363636 10 "Sti" "PT" 1 NA 1 44 29.6645634853589 81.7763020853048
"3039" 2 87 870 387.155243884007 157.001843012131 0.019853862224611 0.641248074938858 -0.134114682167876 0.573970864515672 321.277777777778 1 "Sti" "PT" 1 NA 1 21 387.304540996529 157.014661402335
"3040" 2 88 880 387.78730916377 158.455066359927 -0.530914516200691 4.7132469424073 0.70963288319831 5.30833800828384 225.090909090909 1 "Sti" "PT" 1 NA 1 21 388.809872312494 158.568644028642
"3041" 2 89 890 394.431446872672 162.087067710634 -0.28120565024699 3.99091663305495 -0.929926099749196 4.33916541182731 267.777777777778 1 "Sti" "PT" 1 NA 1 21 394.150374598457 161.61466950913
"3042" 2 90 900 391.600087688323 162.940542726205 0.689591052193064 6.0898360077399 0.124967022800774 4.56693896665928 307.727272727273 1 "Sti" "PT" 1 NA 1 21 390.853199908092 163.704160137
"3043" 2 91 910 385.970357287133 165.575359633682 0.475367984835895 4.19801426044302 -0.2534107920726 4.22636094064978 290.166666666667 1 "Sti" "PT" 1 NA 1 21 385.849306180609 165.408667184088
"3044" 2 92 920 387.231608282042 163.409761837182 -0.551946011473199 5.12379329603806 0.489203620271439 3.47296303706281 283.318181818182 1 "Sti" "PT" 1 NA 1 21 386.9518063293 163.091416332958
"3045" 2 93 930 391.529244770585 158.171695673219 -0.503066350529794 4.44262083447239 0.37598211877156 2.99525239876715 270.166666666667 1 "Sti" "PT" 1 NA 1 21 391.847139113414 158.279720027247
"3046" 2 94 940 390.911888094723 158.619049580156 0.58810769833269 6.00928505607737 -0.81240070753887 4.59963304498223 255.090909090909 1 "Sti" "PT" 1 NA 1 21 390.845240613067 158.688821486845
"3339" 2 387 3870 154.920116772189 225.383708341268 -0.68767000690293 6.07287109680732 -0.265920461662404 2.49134101146802 366.444444444444 2 "Sti" "PT" 1 NA 1 21 155.251072684167 225.327609339773
"3340" 2 388 3880 172.115251335789 217.067076857601 -3.92577566776808 34.6688518417578 2.75112496104916 14.5046028593006 313.772727272727 2 "Sti" "PT" 1 NA 1 21 174.612848306314 217.484403151237
"3341" 2 389 3890 202.086606338293 217.587033073836 -1.51362684119634 13.3669646821612 -2.49122437121969 10.1683457398947 337.777777777778 2 "Sti" "PT" 1 NA 1 21 201.585080136543 216.154670753549
"3342" 2 390 3900 207.260518755374 209.0823687262 -1.58244751855612 13.9747258149801 3.59514763319524 9.90916174917351 342.045454545455 2 "Sti" "PT" 1 NA 1 21 209.746807896387 208.579078530331
"3343" 2 391 3910 243.202905440788 207.956893173451 -4.52386797425422 39.9506548065848 -1.6145966408597 33.9651463506174 345.888888888889 2 "Sti" "PT" 1 NA 1 21 243.683811685043 208.464451405781
"3344" 2 392 3920 271.009388423873 211.991649631174 -2.86411813147543 25.2932657290289 -0.25586330321579 25.3401639491422 355.454545454545 2 "Sti" "PT" 1 NA 1 21 272.418557153936 213.37477875267
"3345" 2 393 3930 291.028218013614 224.463059880145 -0.539575672817111 6.95407377971532 -2.76758421341248 8.5635734414584 259.722222222222 2 "Sti" "PT" 1 NA 1 21 290.012148251169 223.737328204954
"3346" 2 394 3940 287.809266807333 223.267936086646 0.345209366862749 3.04857266613908 0.297020721761555 3.14291516658642 188.954545454545 2 "Sti" "PT" 1 NA 1 21 287.807519479939 223.187566867327
"3639" 2 687 6870 174.994221676468 202.666223226197 0.0813290240455568 1.80466196814186 0.704670297788766 7.27808548359036 372.277777777778 3 "Sti" "PT" 1 NA 1 21 175.35496695229 202.138764645783
"3640" 2 688 6880 193.408036061645 202.387416597352 -6.78019913710336 59.8765032021022 8.29938875254621 54.7608219615963 314.181818181818 3 "Sti" "PT" 1 NA 1 21 199.797795164771 204.452825270706
"3641" 2 689 6890 267.584126969828 219.586511624791 -4.98288704138189 44.0042904132873 -7.04520534689539 32.5134277329354 335.833333333333 3 "Sti" "PT" 1 NA 1 21 265.850412812562 217.673193277456
"3642" 2 690 6900 289.263467619104 211.050901545626 -2.56035717632619 22.610727438356 0.776387118199807 19.4616546366794 323.818181818182 3 "Sti" "PT" 1 NA 1 21 290.393334040218 212.206724818627
"3643" 2 691 6910 306.572822908992 219.032022311563 -0.413569088893073 5.42255505053885 -2.52991912361244 6.73252317204305 261.833333333333 3 "Sti" "PT" 1 NA 1 21 306.018006596065 218.45180244368
"3644" 2 692 6920 307.646265276413 222.148089932921 -1.09017283874043 10.6926264692187 2.17359652520338 12.8990550559542 288.590909090909 3 "Sti" "PT" 1 NA 1 21 308.78931479521 222.456265809805
"3645" 2 693 6930 320.592158530876 226.378845077745 -0.552502719139323 5.85374161090033 -2.20655981092233 5.39920416563581 342.055555555556 3 "Sti" "PT" 1 NA 1 21 319.787557842928 225.842474817288
"3646" 2 694 6940 317.137436956226 218.878534060091 0.549733898090514 4.8547458332298 0.123407147629564 10.3972943951455 352.181818181818 3 "Sti" "PT" 1 NA 1 21 317.129239579432 218.498214324652
"3939" 2 987 9870 35.5777842498306 161.348648772823 -0.211722036817311 1.97049352374592 1.25168509285884 3.07740364206467 333.444444444444 4 "Sti" "PT" 1 NA 1 21 35.8562302114149 161.685663955289
"3940" 2 988 9880 63.1624749343885 176.516193314029 -8.65673002319233 76.448303725612 8.80713554076185 51.6728503236004 310.136363636364 4 "Sti" "PT" 1 NA 1 21 70.5480048962015 177.871964716667
"3941" 2 989 9890 146.740962423875 184.089662548817 -4.0347453982282 38.6237832925889 -11.4395528629345 21.6862301866496 291.666666666667 4 "Sti" "PT" 1 NA 1 21 142.393802068246 180.279419202855
"3942" 2 990 9900 140.111432592284 161.305278055647 0.346724259412702 17.2636611861845 3.47353779666074 17.8261443411978 237 4 "Sti" "PT" 1 NA 1 21 142.876326215706 162.472312522209
"3943" 2 991 9910 157.19334163365 162.353694058497 -1.42655478538986 12.7476126832642 -1.79772130172734 8.92104319632139 300.277777777778 4 "Sti" "PT" 1 NA 1 21 155.561706871504 162.771055540621
"3944" 2 992 9920 165.600656670338 162.592955645724 -1.56412936697918 13.8129566929567 0.301038260542413 11.4445432499224 269.136363636364 4 "Sti" "PT" 1 NA 1 21 166.428345131515 162.950789379834
"3945" 2 993 9930 172.349020702747 167.11268815484 -0.118175025186939 4.21619317726331 0.78285793935035 4.03928380527989 257.166666666667 4 "Sti" "PT" 1 NA 1 21 172.536299881469 167.224438649891
"3946" 2 994 9940 192.984640404826 172.825661649561 -5.87273241691171 51.8625890266301 4.99687431115183 40.7184696498857 255.454545454545 4 "Sti" "PT" 1 NA 1 21 197.257245951502 172.096976517732
"4239" 2 1287 12870 134.725954593829 174.964095139885 1.04497611435254 9.22827108642733 -0.0767290668626117 5.88754464603159 350.055555555556 5 "Sti" "PT" 1 NA 1 21 134.20090573805 174.993956605272
"4240" 2 1288 12880 127.223729299772 170.586839493077 -1.45802997239236 20.9541144538453 6.21937397372909 16.9202041797373 311.954545454545 5 "Sti" "PT" 1 NA 1 21 130.767779240509 171.859594739799
"4241" 2 1289 12890 173.32001864971 182.673035522615 -6.56425164095056 57.969452880509 1.29027165985499 54.6472977539726 335.5 5 "Sti" "PT" 1 NA 1 21 175.698124475319 183.368559264747
"4242" 2 1290 12900 233.561392145198 189.993705528955 -7.681718349861 67.8378944441448 -0.557386364582555 42.0025914890509 296.181818181818 5 "Sti" "PT" 1 NA 1 21 236.988541039718 186.749796026977
"4243" 2 1291 12910 290.423347102995 161.500918815689 -3.31569480496785 29.2811769377718 -5.53518047849525 16.8948251214151 193 5 "Sti" "PT" 1 NA 1 21 289.419404412112 162.329987288076
"4244" 2 1292 12920 302.335113518373 159.001347501045 -2.329045823111 20.8707911172961 3.41378098862339 19.5855758979378 189.954545454545 5 "Sti" "PT" 1 NA 1 21 304.954098188211 159.119780570757
"4245" 2 1293 12930 338.993709220607 161.351977152219 -4.57057324797285 40.3631129681844 0.557876483497296 40.0943259727348 263.5 5 "Sti" "PT" 1 NA 1 21 341.229306091305 163.114268726596
"4246" 2 1294 12940 381.58315026712 180.76900925605 -3.62671792325451 32.0278479958692 -3.87510851676194 36.2237329236024 273.318181818182 5 "Sti" "PT" 1 NA 1 21 381.162947765224 180.340029321994
"4539" 2 1587 15870 34.7704835961569 187.157276516227 -0.0206508560996663 0.366709615196513 -0.554807709112552 2.34044388536199 352.833333333333 6 "Sti" "PT" 1 NA 1 21 34.757901837959 187.07461098444
"4540" 2 1588 15880 34.5781341076123 185.10565370667 0.0037103361981577 0.595171629288046 0.0631939207454835 2.10040974143345 343.181818181818 6 "Sti" "PT" 1 NA 1 21 34.6259013542673 185.050550614745
"4541" 2 1589 15890 39.4610287784442 175.227195300031 -2.19837525611623 19.4140349568702 3.48700244827025 12.4249073894536 268.444444444444 6 "Sti" "PT" 1 NA 1 21 42.6723054006521 174.773201289215
"4542" 2 1590 15900 69.9852752068945 167.214319450067 -3.42573258529927 30.2529297392952 -0.306090023768881 17.6888685851751 340.681818181818 6 "Sti" "PT" 1 NA 1 21 71.373716595367 167.755768038003
"4543" 2 1591 15910 106.258047577376 171.735256307769 -5.90833828108487 52.1770273782282 4.96861874353574 28.8030481142046 290.277777777778 6 "Sti" "PT" 1 NA 1 21 110.907396883143 172.710577499818
"4544" 2 1592 15920 177.425136273743 174.444329364614 -8.58958117956359 75.8553066956942 -3.1899465259109 52.2029934656722 336.272727272727 6 "Sti" "PT" 1 NA 1 21 180.038008158297 172.984326305202
"4545" 2 1593 15930 229.202189949918 177.02070865739 -2.21490930558524 19.5600485246071 -4.75863220040722 24.0777736552179 340.333333333333 6 "Sti" "PT" 1 NA 1 21 227.317910561331 178.404120698508
"4546" 2 1594 15940 237.832903782598 192.399720990673 -3.04415529314797 27.15711801168 4.7639355164273 27.6928176870558 335.181818181818 6 "Sti" "PT" 1 NA 1 21 241.205153049884 192.138321522376
"4839" 2 1887 18870 171.957694076773 167.840168587228 -0.31956645931303 2.82211801414962 0.360082743131954 1.97452745079141 352.333333333333 7 "Sti" "PT" 1 NA 1 21 172.306103086672 167.761192959066
"4840" 2 1888 18880 176.162398296918 167.563888975011 -0.979069170002182 8.64624137245625 2.11435647025752 7.3567109966603 357.227272727273 7 "Sti" "PT" 1 NA 1 21 176.989124449916 167.88801965697
"4841" 2 1889 18890 199.852207336102 169.581403018472 -4.9575148971685 43.7802268948689 2.5403728871344 33.7386130066936 271.777777777778 7 "Sti" "PT" 1 NA 1 21 204.618360593128 169.363536814666
"4842" 2 1890 18900 240.501233627956 174.212458206101 -0.92945381475112 21.4761990525626 -7.13126844586841 19.1357649739373 333.227272727273 7 "Sti" "PT" 1 NA 1 21 237.616317536882 174.179887184548
"4843" 2 1891 18910 227.033197940296 175.145307394712 0.804907579644868 9.29702482596372 2.71607827274539 11.3306650089417 229.722222222222 7 "Sti" "PT" 1 NA 1 21 228.151162391843 174.150108617058
"4844" 2 1892 18920 233.780552177649 167.977585938096 -1.06589134336586 10.2518090572106 -1.03123415919774 9.93486529107258 303.136363636364 7 "Sti" "PT" 1 NA 1 21 233.836790233063 169.251642467496
"4845" 2 1893 18930 233.087110640584 172.541585379493 1.05645957041065 9.32968244316342 -0.533210830953749 8.43728878146931 331.111111111111 7 "Sti" "PT" 1 NA 1 21 232.129177818997 171.955895638795
"4846" 2 1894 18940 225.240997653272 169.908527273311 0.268549014647571 2.85637791494207 1.05187909450424 3.06762033247662 371.181818181818 7 "Sti" "PT" 1 NA 1 21 225.403293554039 169.855175146084
"5139" 2 2187 21870 121.518226429936 214.61774320994 0.403734752169998 3.56541521749973 0.039146603824932 1.76886345052625 331.111111111111 8 "Sti" "PT" 1 NA 1 21 121.323594310066 214.676543513756
"5140" 2 2188 21880 117.620166252076 214.685604274467 0.0130670778493995 6.46113678708359 2.24798294917098 2.86713297694257 338.636363636364 8 "Sti" "PT" 1 NA 1 21 117.964922422492 214.556765747682
"5141" 2 2189 21890 133.314088493668 215.400375856947 -3.90563245168659 34.4909654231121 2.11132327326733 25.6383362104972 281.555555555556 8 "Sti" "PT" 1 NA 1 21 136.790203666559 217.245267291949
"5142" 2 2190 21900 169.616912476228 228.4129535256 -2.34846694702184 20.7395071781711 -3.34882832406211 17.1707317456248 246.954545454545 8 "Sti" "PT" 1 NA 1 21 168.853782908214 227.913486420276
"5143" 2 2191 21910 178.64897371904 229.776662012235 -1.20713774069889 10.6603339127315 0.674876856901534 6.70176433184474 306.333333333333 8 "Sti" "PT" 1 NA 1 21 180.099065355704 229.327323190751
"5144" 2 2192 21920 188.113926404879 228.82291343982 -0.469959332654231 4.15025000262023 -0.794268973611622 2.37153052315477 269.363636363636 8 "Sti" "PT" 1 NA 1 21 188.164614732105 228.485167531768
"5145" 2 2193 21930 190.928103053657 227.418910239627 0.150199548989103 3.65327742492246 -1.16070554166529 2.06661944786441 263.722222222222 8 "Sti" "PT" 1 NA 1 21 190.034342789212 228.097526407474
"5146" 2 2194 21940 187.096709730185 230.08098773012 -0.118952962495494 4.13597364648223 1.25051926435492 1.9277046517501 276 8 "Sti" "PT" 1 NA 1 21 187.654949519436 229.882012240736
"5439" 2 2487 24870 393.228285787617 169.587174736151 -0.632325083647438 5.58411547067931 0.0465148155666384 5.53328865155254 276.111111111111 9 "Sti" "PT" 1 NA 1 21 393.680484077353 170.578821872238
"5440" 2 2488 24880 395.449354680076 179.221529533953 0.304477124877363 2.68886284518112 -0.668395857517623 2.99295011965819 313.772727272727 9 "Sti" "PT" 1 NA 1 21 395.195297419969 179.782461461606
"5441" 2 2489 24890 395.369343626432 188.917773586147 -0.291331673562776 3.45041631007814 0.312978014437874 3.83984418814219 292.666666666667 9 "Sti" "PT" 1 NA 1 21 395.251468648011 188.345425356016
"5442" 2 2490 24900 390.984636982014 190.357147349328 0.85443721432355 7.60563135479498 0.0831706063161164 7.18746133208634 225.090909090909 9 "Sti" "PT" 1 NA 1 21 391.338225690971 192.053648615877
"5443" 2 2491 24910 389.982335107736 204.854439937091 -0.111113082749495 1.60382256325011 -0.105763884195312 4.86493033110906 355.722222222222 9 "Sti" "PT" 1 NA 1 21 389.556124936404 203.323247008065
"5444" 2 2492 24920 390.844909997305 198.558745961102 -0.830429081924457 8.06849234646654 1.19762883797478 10.0528283449693 341.545454545455 9 "Sti" "PT" 1 NA 1 21 391.987378777366 199.943485039188
"5445" 2 2493 24930 400.036031341247 211.013513798159 -0.239757536625751 3.95457451621024 -1.32262114292905 10.0861418093572 183.166666666667 9 "Sti" "PT" 1 NA 1 21 399.341693867989 212.145115870634
"5446" 2 2494 24940 397.880659545386 222.524148959382 0.434993009216635 3.84145948851574 -0.242689661808527 6.82681255678614 291.636363636364 9 "Sti" "PT" 1 NA 1 21 397.417814781862 220.895503925054
"5739" 2 2787 27870 177.903575614417 164.433386818746 0.685102832605256 6.05020016680265 -0.321952137525614 4.64801671011375 278.222222222222 10 "Sti" "PT" 1 NA 1 21 177.348404654429 164.288936270798
"5740" 2 2788 27880 170.346320474881 163.580140579504 0.335610013423357 8.64339662345515 2.39117911896676 7.00959253839738 257.909090909091 10 "Sti" "PT" 1 NA 1 21 170.785606791017 163.752121355255
"5741" 2 2789 27890 186.579179655369 165.613378518616 -3.52982306475813 31.1721614315504 0.745880428575958 25.0586036749291 314.666666666667 10 "Sti" "PT" 1 NA 1 21 188.603951207675 165.710188244117
"5742" 2 2790 27900 206.039025236369 168.661886824563 -0.16236768317327 5.90310629504017 -2.81668338603183 4.22917217051679 352.5 10 "Sti" "PT" 1 NA 1 21 205.423423780301 168.902030547804
"5743" 2 2791 27910 201.895525047241 172.436001223191 0.0120975630587961 4.06620903964279 1.1320339624925 10.3060312998898 355.611111111111 10 "Sti" "PT" 1 NA 1 21 202.835629501561 175.656934564405
"5744" 2 2792 27920 212.447076180357 201.671904880432 -1.41076633037374 12.4585949453587 -0.552095366933031 24.5876053498737 330.318181818182 10 "Sti" "PT" 1 NA 1 21 212.109088282878 200.859791893959
"5745" 2 2793 27930 213.211266622962 210.538443569836 0.267933638129656 4.14095113594172 0.277774824897222 5.26710068963922 356.222222222222 10 "Sti" "PT" 1 NA 1 21 214.092205855959 212.035108346843
"5746" 2 2794 27940 217.718156828498 218.923972609012 -0.628433115858663 5.63354144291435 0.658243092505955 7.12158109102069 310.818181818182 10 "Sti" "PT" 1 NA 1 21 217.428295788877 217.360035485774
