"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "day" "expe" "plong" "y2" "x2"
"132513...1804" 24 2453 24530 322.938507083934 445.986553462838 -2.12660219195332 18.7802010503323 -4.31711372850657 22.6796256244187 346.555555555556 9 "Sti" "G2C" 4 8 29 62 NA NA
"132522...1805" 24 2454 24540 338.67908056398 445.755684287706 -4.22364191081388 37.299333438962 4.41034297452489 22.7395479424663 326.727272727273 9 "Sti" "G2C" 4 8 29 62 NA NA
"132532...1806" 24 2455 24550 380.087239603291 451.816054201757 -2.00229738773725 17.8433328602265 -4.34415113740528 13.8140238386483 316.666666666667 9 "Sti" "G2C" 4 8 29 62 NA NA
"132542...1807" 24 2456 24560 382.122400994739 453.707307208829 -0.601905829792873 5.98893274046907 0.136885581076058 7.69110208498375 279.772727272727 9 "Sti" "G2C" 4 8 29 62 NA NA
"135472...1808" 24 2749 27490 35.2830480346169 395.738706376166 -3.77241470801582 33.3145084350232 7.6579224518417 8.21276373035329 272.944444444444 10 "Sti" "G2C" 4 8 29 62 NA NA
"135482...1809" 24 2750 27500 114.469331126058 401.017663474185 -10.7800045431654 95.1991178275743 -1.44083703556676 25.0401323692383 211.090909090909 10 "Sti" "G2C" 4 8 29 62 NA NA
"135492...1810" 24 2751 27510.375 172.41924428644 393.067128935662 -1.41936096741673 15.5894574354821 -7.22807588060863 2.1844592386434 256.6875 10 "Sti" "G2C" 4 8 29 62 NA NA
"135502...1811" 24 2752 27520 163.873852064447 396.644253222489 0.972933112631801 9.64565814524565 1.5217819886314 2.67276989437858 311.227272727273 10 "Sti" "G2C" 4 8 29 62 NA NA
"135513...1812" 24 2753 27530 169.656176800712 392.407122027068 -2.61779400661799 23.1179568697256 3.41657426460279 6.08255536860815 189.833333333333 10 "Sti" "G2C" 4 8 29 62 NA NA
"135522...1813" 24 2754 27540 210.335412641833 392.90609730593 -6.2855814374054 55.5084931066887 1.2612219944003 29.3384203207953 189.318181818182 10 "Sti" "G2C" 4 8 29 62 NA NA
"135532...1814" 24 2755 27550 259.755074878542 395.552435785445 -3.12837251559428 27.6269182010154 -3.11694030949096 16.9717328038497 206.611111111111 10 "Sti" "G2C" 4 8 29 62 NA NA
"135542" 24 2756 27560 289.192519873133 401.307955376853 -5.98555401608897 52.8589259642041 3.77006743871749 37.4143709232928 220.727272727273 10 "Sti" "G2C" 4 8 29 62 NA NA
"14446" 25 49 490 364.902446842027 584.259319092916 1.14675544618617 10.1270928415428 -0.117618943797879 5.73090754823477 233.944444444444 1 "Sti" "G2C" 4 8 29 36 NA NA
"14447" 25 50 500 360.07724309779 576.388076298158 -1.29150793192247 14.9132474769997 2.9015093839954 8.28334866339719 299.272727272727 1 "Sti" "G2C" 4 8 29 36 NA NA
"14448" 25 51 510 375.72220660884 571.723905341771 -0.0318290084107966 8.48133759052797 -2.68384678378743 3.32614644159707 297.388888888889 1 "Sti" "G2C" 4 8 29 36 NA NA
"14449" 25 52 520 371.889032369809 581.214450158947 0.275982847561684 6.69453270827762 0.0483434682421944 8.76121565564733 333.545454545455 1 "Sti" "G2C" 4 8 29 36 NA NA
"14450" 25 53 530 370.527314736704 578.176407954748 -1.31799360139251 11.6393112500592 2.3899944649072 5.37385227011464 307.444444444444 1 "Sti" "G2C" 4 8 29 36 NA NA
"144511...1821" 25 54 540 384.421643826025 577.774087532104 0.179452489316398 9.81399087894187 -2.72340653530125 4.70827361752924 225.636363636364 1 "Sti" "G2C" 4 8 29 36 NA NA
"144521" 25 55 550 374.602336668685 580.687441098066 0.295326310035962 6.61853886385433 1.66231279783079 9.30286172908313 305.055555555556 1 "Sti" "G2C" 4 8 29 36 NA NA
"14453" 25 56 560 382.475807689471 557.371727641485 -0.918367353123387 8.12209334182563 -0.745240896144878 15.8117317566417 271.818181818182 1 "Sti" "G2C" 4 8 29 36 NA NA
"147462...1824" 25 349 3490 236.05760548726 525.476642339812 0.246650572591819 2.39753899138427 0.553640200090797 1.06889076221353 379.777777777778 2 "Sti" "G2C" 4 8 29 36 NA NA
"147472...1825" 25 350 3500 247.357907641018 532.523636674584 -4.10948334673118 36.291189652972 4.07242878990226 21.3661358487317 327.318181818182 2 "Sti" "G2C" 4 8 29 36 NA NA
"147482" 25 351 3510 292.987335062393 522.566327080692 -4.8350294362592 42.6985475895793 0.0538820972751068 6.33298708866948 307.666666666667 2 "Sti" "G2C" 4 8 29 36 NA NA
"147492" 25 352 3520 328.692114538986 513.886055246753 -2.33162062431022 20.5907358994241 -2.82086001757642 11.9383911003558 345.090909090909 2 "Sti" "G2C" 4 8 29 36 NA NA
"147502" 25 353 3530 341.217888118168 522.525123759856 -1.7256854613529 15.2396720159848 0.372121151167846 18.4347969927007 302.333333333333 2 "Sti" "G2C" 4 8 29 36 NA NA
"147513" 25 354 3540 368.053650594175 538.318936946884 -3.67066045067536 32.4159081148449 0.280942807869678 32.2338484079827 248.545454545455 2 "Sti" "G2C" 4 8 29 36 NA NA
"147522" 25 355 3550 381.849648938716 544.682312497818 0.200288998349204 3.38866600418891 -2.27558853895016 5.97365648869493 270.333333333333 2 "Sti" "G2C" 4 8 29 36 NA NA
"147532" 25 356 3560 379.097339497461 538.060972457935 0.366091616350599 3.23298555033949 -0.0721525840208415 5.90998299259718 277.863636363636 2 "Sti" "G2C" 4 8 29 36 NA NA
"150462...1832" 25 649 6490 27.2793652902123 536.622915812319 -0.239880761379574 2.11840697985798 0.254133090299725 10.2743296963705 372.944444444444 3 "Sti" "G2C" 4 8 29 36 NA NA
"150472...1833" 25 650 6500 29.9059364055552 528.006638207003 -0.355275614231365 3.13746853491995 0.0903933151007976 6.73901006754454 374.681818181818 3 "Sti" "G2C" 4 8 29 36 NA NA
"150482" 25 651 6510 32.8599070764716 523.222143096846 -0.192851008069273 1.70308331196327 -0.27046426787529 2.7060072466295 370.222222222222 3 "Sti" "G2C" 4 8 29 36 NA NA
"150492" 25 652 6520 34.3224348320184 521.088780922484 -0.211973604169868 1.87195655056536 0.0718550012688937 1.77478821482259 362.318181818182 3 "Sti" "G2C" 4 8 29 36 NA NA
"150502" 25 653 6530 35.3476029287511 519.912163027398 0.0243740888963293 0.364157073496855 -0.20674856682497 0.579787500881707 360.611111111111 3 "Sti" "G2C" 4 8 29 36 NA NA
"150513" 25 654 6540 34.7393896271716 519.298160014806 0.0393525624865962 0.43768902589148 0.028990858493259 0.97407881540471 360.545454545455 3 "Sti" "G2C" 4 8 29 36 NA NA
"150522" 25 655 6550 34.9271374771104 518.306749163733 -0.0296415619152398 0.330939894526672 -0.043955944423459 0.888853949939516 358.388888888889 3 "Sti" "G2C" 4 8 29 36 NA NA
"150532" 25 656 6560 35.1150172823152 517.238149774862 -0.0495079471677999 0.557722769733076 0.121693680286064 1.19210868915445 360 3 "Sti" "G2C" 4 8 29 36 NA NA
"153462...1840" 25 949 9490 34.8750639738119 522.660235512428 0.0268413534716545 0.632011609928718 -0.0925466354454088 0.406145005279086 380.722222222222 4 "Sti" "G2C" 4 8 29 36 NA NA
"153472...1841" 25 950 9500 36.3891698068673 520.130201861313 -2.214081944116 20.1280846645078 4.57412785297817 7.35073097210307 334.954545454545 4 "Sti" "G2C" 4 8 29 36 NA NA
"153482" 25 951 9510 80.4611931121271 522.118293486792 -6.09744450950183 53.8470402292347 0.500668190710932 31.5812446079352 271.555555555556 4 "Sti" "G2C" 4 8 29 36 NA NA
"153492" 25 952 9520 132.830866927909 553.48126802286 -3.93491308057976 34.7495450952175 -4.03450969081823 28.9715291060928 349.454545454545 4 "Sti" "G2C" 4 8 29 36 NA NA
"153502" 25 953 9530 142.679760389865 565.450644489047 -0.0809412693942784 3.82193081639485 -0.0595860686932497 5.26354434848076 393 4 "Sti" "G2C" 4 8 29 36 NA NA
"153513" 25 954 9540 159.127170161292 566.538239169988 -5.25396804383806 46.3982293202986 5.33163547907984 7.04716743676715 278.545454545455 4 "Sti" "G2C" 4 8 29 36 NA NA
"153522" 25 955 9550 217.11850939147 549.595887062973 -5.94781307752619 52.5256325928725 -0.922229248356331 3.47615372404459 237.611111111111 4 "Sti" "G2C" 4 8 29 36 NA NA
"153532" 25 956 9560 265.612355316745 523.269044033617 -3.77734106434476 33.3580134980073 -4.84179697825567 3.04149030463509 220.454545454545 4 "Sti" "G2C" 4 8 29 36 NA NA
"156462...1848" 25 1249 12490.5 274.84863754303 555.473530905353 3.47070346463082 30.6500713196304 3.82970909960903 4.25774529884029 390.125 5 "Sti" "G2C" 4 8 29 36 NA NA
"156472...1849" 25 1250 12500 257.193047673898 561.583102900406 -0.432447349407449 18.8185515157497 4.86900439039391 4.62522982003225 391.909090909091 5 "Sti" "G2C" 4 8 29 36 NA NA
"156482" 25 1251 12510 283.538349181126 561.506525553437 -3.11656547155225 27.5226492118464 -0.526663541579524 19.757525711608 381.611111111111 5 "Sti" "G2C" 4 8 29 36 NA NA
"156492" 25 1252 12520 301.176409999651 569.770763066064 -0.80453513109088 7.10491674047603 -2.05312035285976 7.4660579957598 399.045454545455 5 "Sti" "G2C" 4 8 29 36 NA NA
"156502" 25 1253 12530 306.642541939157 561.925135612208 -2.28688715903468 20.1956909423882 4.70757170260106 6.27706093311258 382.833333333333 5 "Sti" "G2C" 4 8 29 36 NA NA
"156513" 25 1254 12540.3333333333 346.360496762124 551.296095627954 -5.30053614334676 46.8094760850271 -1.51284833831784 20.541634603205 368.055555555556 5 "Sti" "G2C" 4 8 29 36 NA NA
"156522" 25 1255 12550 380.474952205455 546.976460624909 -1.55511435750706 13.7333443935818 -2.76709694712622 5.59443120096796 306.833333333333 5 "Sti" "G2C" 4 8 29 36 NA NA
"156532" 25 1256 12560 385.715888879718 544.151887870739 -0.284671117207414 3.71285136998131 -0.914506344625408 2.97448146007787 307.772727272727 5 "Sti" "G2C" 4 8 29 36 NA NA
"159462...1856" 25 1549 15490 384.558944934571 579.097711857688 0.217680863108901 2.59933038864892 -0.184277536794923 10.069522885736 255.777777777778 6 "Sti" "G2C" 4 8 29 36 NA NA
"159472...1857" 25 1550 15500 383.814016673322 560.074712914914 -0.64489109496077 6.46159633062672 0.610146135130037 11.7814967817969 306.318181818182 6 "Sti" "G2C" 4 8 29 36 NA NA
"159482" 25 1551 15510 390.924382791746 549.004268160748 -0.159074841016776 3.20680781566955 -0.84232633448363 9.14201373969047 310 6 "Sti" "G2C" 4 8 29 36 NA NA
"159492" 25 1552 15520 388.035663571365 533.876676390304 0.581677495517842 5.13684240221954 -0.428096290481619 12.3808465481827 336.636363636364 6 "Sti" "G2C" 4 8 29 36 NA NA
"159502" 25 1553 15530 382.000287943838 527.865283006679 0.507741541396127 4.48390783434036 0.235287071598918 5.79552197630687 326.111111111111 6 "Sti" "G2C" 4 8 29 36 NA NA
"159513" 25 1554 15540 378.08358931241 524.838963747319 0.505905300017157 4.46769183380934 0.288151986629657 4.14153785920837 321.954545454545 6 "Sti" "G2C" 4 8 29 36 NA NA
"159522" 25 1555 15550 376.174412684528 522.258556034949 -0.0473149874326893 0.519611055898338 0.168444560375747 1.46802379824862 327.555555555556 6 "Sti" "G2C" 4 8 29 36 NA NA
"159532" 25 1556 15560 375.765269334592 521.222493561289 0.122771467718473 1.08420505523861 -0.11542656855994 1.65175395874917 332.045454545455 6 "Sti" "G2C" 4 8 29 36 NA NA
"162462...1864" 25 1849 18490 204.103024446123 514.164297824929 -2.21218589792302 19.5359978847497 0.404404135382038 8.60005213025931 359.5 7 "Sti" "G2C" 4 8 29 36 NA NA
"162472...1865" 25 1850 18500 240.625602392841 525.416087338677 -7.27892863633795 64.2808249416346 4.45804116742744 41.2702702524724 326 7 "Sti" "G2C" 4 8 29 36 NA NA
"162482" 25 1851 18510 311.126917769548 523.261788123916 -5.75716590466853 50.8420115331878 -4.4518942421314 10.8174465473429 253.888888888889 7 "Sti" "G2C" 4 8 29 36 NA NA
"162492" 25 1852 18520 338.363994247382 513.811434647494 -2.30326637971844 20.3403372042291 0.201241575995482 12.7021794214434 257.181818181818 7 "Sti" "G2C" 4 8 29 36 NA NA
"162502" 25 1853 18530 368.198042924414 516.926027848809 -3.34794525595056 29.5659833560624 -0.6129672471464 17.7810743952681 282.055555555556 7 "Sti" "G2C" 4 8 29 36 NA NA
"162513" 25 1854 18540 383.733787748014 517.279361161126 -0.239367476771249 5.27565009233155 -2.99106580949166 4.34274782792693 255.454545454545 7 "Sti" "G2C" 4 8 29 36 NA NA
"162522" 25 1855 18550 381.478083957632 514.937825313541 0.354817676617104 3.13342444971357 -0.385667268686461 3.70423241742924 237.611111111111 7 "Sti" "G2C" 4 8 29 36 NA NA
"162532" 25 1856 18560 373.863055807904 513.994283802572 0.939651446701456 8.29814017546931 0.662357353032746 5.27167505259195 304.954545454545 7 "Sti" "G2C" 4 8 29 36 NA NA
"165462...1872" 25 2149 21490 331.738640118908 548.504171524688 -2.17619968569834 19.2182006478351 -0.995464495873819 34.5635774036987 277.166666666667 8 "Sti" "G2C" 4 8 29 36 NA NA
"165472...1873" 25 2150 21500 355.276743364616 579.335776463446 -2.74895568808144 24.2762566012427 0.260002310833102 27.5540085760564 285.772727272727 8 "Sti" "G2C" 4 8 29 36 NA NA
"165482" 25 2151 21510 374.641029030447 579.471404605007 -1.25879534521303 11.988441408859 -3.02278798655891 4.49492513849702 331.222222222222 8 "Sti" "G2C" 4 8 29 36 NA NA
"165492" 25 2152 21520 374.250596304122 570.27314244649 0.397690162684982 3.9616585967475 0.617754224769158 6.73897167207178 353.045454545455 8 "Sti" "G2C" 4 8 29 36 NA NA
"165502" 25 2153 21530 374.521255764583 574.926609670608 -0.0897887013763804 0.891479014586139 -0.124241519623638 3.01789880346723 334.277777777778 8 "Sti" "G2C" 4 8 29 36 NA NA
"165513" 25 2154 21540 374.758377360867 572.203133378309 0.0346303883267008 0.757246098548592 -0.0107947606217635 3.47224382287277 341.318181818182 8 "Sti" "G2C" 4 8 29 36 NA NA
"165522" 25 2155 21550 374.740665003476 569.064720239828 0.0274532082587331 0.676845836949838 -0.246532381333168 3.50545152338077 360.555555555556 8 "Sti" "G2C" 4 8 29 36 NA NA
"165532" 25 2156 21560 372.960867850742 561.811686807958 0.165884799319236 1.53375412930802 0.178323881398171 8.25087717127155 392.045454545455 8 "Sti" "G2C" 4 8 29 36 NA NA
"168462" 25 2449 24490 36.0718915742577 538.763837622569 -0.0602324506652395 0.531917787693246 -0.00907241682637761 1.23014928930354 363.388888888889 9 "Sti" "G2C" 4 8 29 36 NA NA
"168472" 25 2450 24500 36.3694789695704 539.838002265119 0.0579133247355589 0.604785757827258 -0.0931371943238162 0.980761958847324 378.454545454545 9 "Sti" "G2C" 4 8 29 36 NA NA
"168482" 25 2451 24510 35.6657653358113 540.605708130961 0.0325471817842072 0.321922706782779 0.0706030938588285 0.58760224981927 377.222222222222 9 "Sti" "G2C" 4 8 29 36 NA NA
"168492" 25 2452 24520 35.7631649972178 541.27407389634 -0.0406223016433132 0.392272235062876 0.0434404933467576 0.77304845757908 369.136363636364 9 "Sti" "G2C" 4 8 29 36 NA NA
"168502" 25 2453 24530 36.3324234313674 541.969771958669 -0.0607254323727117 0.536271350205077 -0.0460760909130968 0.692414343768405 357.833333333333 9 "Sti" "G2C" 4 8 29 36 NA NA
"168513" 25 2454 24540 36.4518516120126 542.900879109191 0.00241314909846797 0.161341559092648 0.0219372811807688 1.35015356494546 358.363636363636 9 "Sti" "G2C" 4 8 29 36 NA NA
"168522" 25 2455 24550 36.237773791183 544.400644965381 0.0485186809663767 0.455147309323934 -0.0164986566039858 1.50979176124611 360.277777777778 9 "Sti" "G2C" 4 8 29 36 NA NA
"168532" 25 2456 24560 36.0708214242078 546.233736424781 -0.00825578125730539 0.361350934410986 0.0207089333924841 2.03049555888038 356.818181818182 9 "Sti" "G2C" 4 8 29 36 NA NA
"171462" 25 2749 27490 25.1266707045557 553.770681507938 0.379804871985244 3.35408845282295 0.0994925804347417 11.1940788478066 354 10 "Sti" "G2C" 4 8 29 36 NA NA
"171472" 25 2750 27500 23.5299091136284 565.646691032519 -0.0648519308308113 1.14607777298077 0.382930932348014 8.44141398070394 359.136363636364 10 "Sti" "G2C" 4 8 29 36 NA NA
"171482" 25 2751 27510.375 25.3646142117784 568.519874842614 -0.399740634031818 3.53014282761053 0.4669215438532 2.46356360260631 369.0625 10 "Sti" "G2C" 4 8 29 36 NA NA
"171492" 25 2752 27520 31.0594819328563 573.615229773984 -0.561698892196044 4.96040969256284 -0.489491456015973 5.95208251104384 375.318181818182 10 "Sti" "G2C" 4 8 29 36 NA NA
"171502" 25 2753 27530 33.2011038380931 577.312808827789 -0.0269948964151607 0.682033272269599 -0.186130602160233 2.09506877690205 385.222222222222 10 "Sti" "G2C" 4 8 29 36 NA NA
"171513" 25 2754 27540 32.2769461376554 578.365558401743 0.0762475702980981 0.959656124483395 0.134635360699527 0.706099880476017 371.454545454545 10 "Sti" "G2C" 4 8 29 36 NA NA
"171522" 25 2755 27550 32.5752112174024 577.839186535462 0.00676437554242403 0.415144218777364 -0.117234301913818 0.591008842974247 374.722222222222 10 "Sti" "G2C" 4 8 29 36 NA NA
"171532" 25 2756 27560 32.1653788900322 577.014824584309 -0.00529706524876229 0.515253235873033 0.0822711453031033 0.928859499740042 368.590909090909 10 "Sti" "G2C" 4 8 29 36 NA NA
"180452" 26 49 490 285.157759053392 677.655862579337 5.03917302056856 44.5013565827102 0.506352055975356 18.0214811111186 357 1 "Sti" "G2C" 4 8 29 30 NA NA
"180462" 26 50 500 252.023874297851 684.063996871454 1.65532623237535 15.5142557031861 4.6435945498923 4.91479198147056 360.181818181818 1 "Sti" "G2C" 4 8 29 30 NA NA
"180472" 26 51 510 262.188498382715 681.606053455115 -5.12468686228721 45.2565364401086 7.95549460061264 16.6796581736224 340 1 "Sti" "G2C" 4 8 29 30 NA NA
"180482" 26 52 520 338.669766741858 684.993534105401 -8.20640580564305 72.4714530596015 -4.62555105268166 37.452879061639 351.909090909091 1 "Sti" "G2C" 4 8 29 30 NA NA
"180492" 26 53 530 379.480361168936 689.089662109023 -1.62169163709956 15.8198024300135 -4.32183168439184 11.3279281737592 326 1 "Sti" "G2C" 4 8 29 30 NA NA
"180502" 26 54 540 379.451957278646 694.98305100391 0.468077243852932 4.13362911968466 0.317783527461529 0.979129696544874 304.590909090909 1 "Sti" "G2C" 4 8 29 30 NA NA
"180513" 26 55 550 377.180267746393 695.317199745707 0.0973585771463048 0.859781702332612 0.211990083807109 0.649882129597017 312.444444444444 1 "Sti" "G2C" 4 8 29 30 NA NA
"180522" 26 56 560 382.545309006034 698.747845205511 -1.3709850514035 12.1072831579791 1.1351749698668 10.3892280149879 292.636363636364 1 "Sti" "G2C" 4 8 29 30 NA NA
"183452" 26 349 3490 22.6579611699847 685.299830784997 0.608135743105778 5.37049738998408 0.141460503580287 12.3586917058323 357.333333333333 2 "Sti" "G2C" 4 8 29 30 NA NA
"183462" 26 350 3500 12.8557378834262 693.96452247846 0.53575882765977 16.3913437677696 3.98875659861789 13.3501409110631 220.909090909091 2 "Sti" "G2C" 4 8 29 30 NA NA
"183472" 26 351 3510 48.3598806401912 669.30921490982 -9.5464968686199 84.3059088330822 8.41510942443968 29.0718903132149 257.944444444444 2 "Sti" "G2C" 4 8 29 30 NA NA
"183482" 26 352 3520 160.650567193574 656.194942337796 -11.9397636921079 105.441047451044 -4.197036495738 38.05763099545 351.272727272727 2 "Sti" "G2C" 4 8 29 30 NA NA
"183492" 26 353 3530 233.223938452388 672.275120989644 -5.64327408189049 49.8362233618722 -1.82974411556907 19.4924437082529 373.722222222222 2 "Sti" "G2C" 4 8 29 30 NA NA
"183502" 26 354 3540 277.296645551358 661.839321312173 -5.20709877250787 45.9843228821344 -0.459112952276513 14.4436099519074 360.090909090909 2 "Sti" "G2C" 4 8 29 30 NA NA
"183513" 26 355 3550 322.497536305835 666.017823883307 -3.24528161890065 28.6593522279412 -4.61084602077415 13.5913392981792 376.277777777778 2 "Sti" "G2C" 4 8 29 30 NA NA
"183522" 26 356 3560 326.076492464674 665.559011231276 1.27812913510769 11.2872648285771 -1.37696391086325 3.84323326748631 381 2 "Sti" "G2C" 4 8 29 30 NA NA
"186452" 26 649 6490 34.4767406097099 660.646517466589 -1.58468167280421 14.2285126448734 4.20560081061133 13.5861185203861 346.277777777778 3 "Sti" "G2C" 4 8 29 30 NA NA
"186462" 26 650 6500 89.5402011320956 643.550460054923 -10.6403412154295 93.9657393498492 4.64703479164043 22.2676420410836 327.227272727273 3 "Sti" "G2C" 4 8 29 30 NA NA
"186472" 26 651 6510 169.732036516956 645.759066933968 -5.05104269761934 44.6061786891952 -5.72859975596518 14.7782476685245 375.277777777778 3 "Sti" "G2C" 4 8 29 30 NA NA
"186482" 26 652 6520 207.245673263095 656.117228383649 -4.84250539676559 42.7645684193733 1.74787846952179 11.1259969723205 370.772727272727 3 "Sti" "G2C" 4 8 29 30 NA NA
"186492" 26 653 6530 250.797210703147 647.242193267531 -4.6933483520211 41.4473501361541 -1.6114463479708 13.1820448115535 370.722222222222 3 "Sti" "G2C" 4 8 29 30 NA NA
"186502" 26 654 6540 283.034446290265 653.264894534326 -3.66397984560579 32.3569111351469 1.50621913642561 15.9612584108937 347.318181818182 3 "Sti" "G2C" 4 8 29 30 NA NA
"186513" 26 655 6550 325.540671975876 648.763418751767 -4.17754965125732 36.8922888564765 -1.7119734661527 19.0559046776972 353.611111111111 3 "Sti" "G2C" 4 8 29 30 NA NA
"186522" 26 656 6560 359.71805355667 652.411827155811 -4.63929768818363 40.9700242227263 -0.38105589637405 13.679419928983 308.318181818182 3 "Sti" "G2C" 4 8 29 30 NA NA
"189452" 26 949 9490 381.699898583665 674.020916554777 -1.1999547620225 10.5969004298764 0.145373712715639 11.968874528194 338.111111111111 4 "Sti" "G2C" 4 8 29 30 NA NA
"189462" 26 950 9500 387.916210131691 687.559995227221 -0.297505075902756 4.26769395103241 -1.24633276997906 16.0272718659595 255.363636363636 4 "Sti" "G2C" 4 8 29 30 NA NA
"189472" 26 951 9510 386.818736863151 688.026131414671 -0.0574541935408299 1.98907883410635 0.517181361486905 4.62273734161352 269.277777777778 4 "Sti" "G2C" 4 8 29 30 NA NA
"189482" 26 952 9520 388.884587124302 689.249830884068 0.123789709965172 3.03078213009297 -0.548487320857475 8.51215902304079 309.363636363636 4 "Sti" "G2C" 4 8 29 30 NA NA
"189492" 26 953 9530 386.236386081545 676.79608386848 0.16782905025558 1.48211231880236 0.185221958415923 13.7547326922497 361.166666666667 4 "Sti" "G2C" 4 8 29 30 NA NA
"189502" 26 954 9540 386.425683565883 659.758225358209 -0.26902487603842 2.7853634322442 0.163766821309537 12.5432286845968 330.318181818182 4 "Sti" "G2C" 4 8 29 30 NA NA
"189513" 26 955 9550 388.999155426416 674.266749111418 -0.179941694407091 2.17388242709518 0.34737208324384 23.3244162966281 211.388888888889 4 "Sti" "G2C" 4 8 29 30 NA NA
"189522" 26 956 9560 390.612968313955 696.291688659082 0.0460772910432139 2.40923570199482 -0.85033257049929 13.6004060444396 201 4 "Sti" "G2C" 4 8 29 30 NA NA
"192452" 26 1249 12490 9.85000060258474 684.541046534939 -0.0696100122030092 1.3643270713887 1.0649710369011 2.02516959222521 321.111111111111 5 "Sti" "G2C" 4 8 29 30 NA NA
"192462" 26 1250 12500 24.6587888196829 695.728137636763 -4.55667855000093 40.2404077333108 3.67080653627077 21.2822357249131 300.090909090909 5 "Sti" "G2C" 4 8 29 30 NA NA
"192472" 26 1251 12510 62.1217683498807 705.215080206813 -1.02330038397217 13.8274648688245 -5.84749374259027 1.95833937547877 293.777777777778 5 "Sti" "G2C" 4 8 29 30 NA NA
"192482" 26 1252 12520 59.6420849435464 702.876497235131 0.556291872279248 6.73100766162559 -0.00459691260462591 7.59287158187522 261 5 "Sti" "G2C" 4 8 29 30 NA NA
"192492" 26 1253 12530 46.5532549068355 697.835783319553 1.47437237561866 13.0203052277218 0.530824221500971 4.26064551279501 251.777777777778 5 "Sti" "G2C" 4 8 29 30 NA NA
"192502" 26 1254 12540 38.973328997887 703.647501401593 0.692583624858407 6.11626366615459 -0.378917136045125 3.91617871137487 308.363636363636 5 "Sti" "G2C" 4 8 29 30 NA NA
"192513" 26 1255 12550 32.6837262876038 705.027058237852 0.704586021575168 6.22225783106212 0.587054497121194 1.48407612891936 224.833333333333 5 "Sti" "G2C" 4 8 29 30 NA NA
"192522" 26 1256 12560 24.5751618289838 703.137117402738 0.994531096254497 8.78278693078522 -0.0430982126044945 2.47808242286783 209 5 "Sti" "G2C" 4 8 29 30 NA NA
"195452" 26 1549 15490 21.3611823864554 650.742465405754 0.206662855320415 2.69411604259146 0.848808120054606 7.47471018287024 224.222222222222 6 "Sti" "G2C" 4 8 29 30 NA NA
"195462" 26 1550 15500 36.1561325584187 643.967693352155 -6.64702960919049 58.7004720113865 10.4009503484996 10.1928008270673 239.136363636364 6 "Sti" "G2C" 4 8 29 30 NA NA
"195472" 26 1551 15510 131.681967118072 656.477304210124 -11.2810232872331 99.6236560788653 -1.1963663535317 41.8825499535051 225.888888888889 6 "Sti" "G2C" 4 8 29 30 NA NA
"195482" 26 1552 15520 225.243787152551 688.013350248156 -8.18116389668711 72.2485396595869 -6.52632716618567 42.3366066694754 296.545454545455 6 "Sti" "G2C" 4 8 29 30 NA NA
"195492" 26 1553 15530 260.36373267669 684.861577569684 -2.14056503497148 18.903508079784 -0.0771862075235106 4.34357501743602 389 6 "Sti" "G2C" 4 8 29 30 NA NA
"195502" 26 1554 15540 292.796042087581 669.791228761916 -4.65296213867103 41.0906961228902 0.396044216472035 7.91163601090796 343.272727272727 6 "Sti" "G2C" 4 8 29 30 NA NA
"195513" 26 1555 15550 323.704670688805 652.516897511959 -2.65802216464351 23.4732150832563 -0.372699798592123 2.3631082579725 364.722222222222 6 "Sti" "G2C" 4 8 29 30 NA NA
"195522" 26 1556 15560 351.957246621707 644.756988213962 -4.02965362752182 35.5862067547995 0.129142387277284 23.072307344317 319.181818181818 6 "Sti" "G2C" 4 8 29 30 NA NA
"198452" 26 1849 18490 375.21935164198 641.721464839345 -0.689838385755618 6.12771721421456 1.53074718880197 12.617263257411 339.722222222222 7 "Sti" "G2C" 4 8 29 30 NA NA
"198462" 26 1850 18500 389.436752278023 676.474351587684 -1.03087194451452 10.4642142846476 -1.9551652152407 37.6055628806012 210.090909090909 7 "Sti" "G2C" 4 8 29 30 NA NA
"198472" 26 1851 18510 388.29720867838 683.551317344175 0.132239071006644 2.15239456438439 0.563219741024625 9.2835150480787 265.666666666667 7 "Sti" "G2C" 4 8 29 30 NA NA
"198482" 26 1852 18520 389.635372110162 680.901771428993 0.000599101617666164 2.72017795859404 -0.227404071008777 4.66410721800423 333.272727272727 7 "Sti" "G2C" 4 8 29 30 NA NA
"198492" 26 1853 18530 388.990483929261 688.261869546606 0.0139401842067408 1.04540354646679 -0.0182196077070103 13.645413332593 218.722222222222 7 "Sti" "G2C" 4 8 29 30 NA NA
"198502" 26 1854 18540 388.906004128647 696.997365305853 0.0960084991279681 1.27112486332084 -0.124511444827874 10.0230674851947 227.772727272727 7 "Sti" "G2C" 4 8 29 30 NA NA
"198513" 26 1855 18550 388.080443457641 685.416802467384 0.0853332238857164 1.0651416412428 0.0662541400355963 8.54512987992007 243.444444444444 7 "Sti" "G2C" 4 8 29 30 NA NA
"198522" 26 1856 18560 385.797091498306 683.146183742536 0.0415975052223662 2.93217364498594 0.503160370446608 8.32153631620611 259.590909090909 7 "Sti" "G2C" 4 8 29 30 NA NA
"201452" 26 2149 21490 375.43785987962 697.700359808584 -0.0530518116652478 0.653505191173167 0.279867499258557 0.383917468665572 328.444444444444 8 "Sti" "G2C" 4 8 29 30 NA NA
