"ID" "sec" "frame" "pos_y" "pos_x" "dY" "absdY" "dv" "absdR" "size" "cat" "gp" "cond" "pck" "day" "expe" "plong" "age"
"76222" 23 757 7570 309.215986768283 298.377138201901 -3.92162592708424 34.0352045842083 2.13001760041027 11.1798827368936 452.555555555556 3 "Sti" "MT" 6 11 37 43 6
"76232" 23 758 7580 348.880095348673 296.773168300881 -5.35533146040522 46.4781203664312 0.513987637819639 38.3597127004213 491.818181818182 3 "Sti" "MT" 6 11 37 43 6
"79162" 23 1051 10510 103.025545273339 295.456449377961 -0.906913693547747 7.8709682346137 -0.280368168790474 12.7540628737023 510.277777777778 4 "Sti" "MT" 6 11 37 43 6
"79172" 23 1052 10520 110.119290318254 283.781747668059 -1.58555626972024 13.7608056003 2.93125294532832 19.1885451881531 286.318181818182 4 "Sti" "MT" 6 11 37 43 6
"79182" 23 1053 10530 152.930459586798 295.645754944766 -9.82267811113725 85.2495534488543 8.00565841257955 47.8175707796667 341.222222222222 4 "Sti" "MT" 6 11 37 43 6
"79192" 23 1054 10540 253.253918761803 296.356414181739 -8.19713183266912 71.1416805467858 -8.57229537837063 45.3704038462316 492.818181818182 4 "Sti" "MT" 6 11 37 43 6
"79202" 23 1055 10550 291.245776145285 290.844213349022 -2.76010206275717 23.9545127775818 -2.09538069174363 10.8575678579289 408.222222222222 4 "Sti" "MT" 6 11 37 43 6
"79213" 23 1056 10560 314.474640328943 291.937434749971 -4.66671943139088 40.5017596113717 5.13507846382663 41.8371225725378 363.090909090909 4 "Sti" "MT" 6 11 37 43 6
"79222" 23 1057 10570 360.887252637847 316.549755147862 -4.30319403942078 37.3467771328527 -2.75427047031394 41.6589561509896 378.4375 4 "Sti" "MT" 6 11 37 43 6
"79232" 23 1058 10580 389.32966063143 328.771574987774 -1.48663648585148 13.3640704764545 -3.40156602328432 14.0452922583381 330.863636363636 4 "Sti" "MT" 6 11 37 43 6
"82161" 23 1351 13510 34.372642789233 330.570795260615 -0.167468710183734 1.60393690246789 0.992737433977787 1.16415866366776 531.888888888889 5 "Sti" "MT" 6 11 37 43 6
"82171" 23 1352 13520 51.6932234509232 324.427278950434 -6.35774860316938 55.1779487455398 7.56125952885613 7.48292802547002 466.636363636364 5 "Sti" "MT" 6 11 37 43 6
"82181" 23 1353 13529.5 129.500011466448 319.628178217652 -9.92602961793184 86.1465257106772 3.79964902890579 24.2361530116996 486.875 5 "Sti" "MT" 6 11 37 43 6
"82191" 23 1354 13540.3333333333 224.236586575065 292.501556186632 -8.36601213485096 72.6073674179646 -8.60248289855215 29.2792539630004 486.611111111111 5 "Sti" "MT" 6 11 37 43 6
"82201" 23 1355 13550 273.439768643323 284.590663798765 -6.02895980821763 52.3244399945157 2.19999044917535 32.8939752250582 379.944444444444 5 "Sti" "MT" 6 11 37 43 6
"82212" 23 1356 13560 323.091288712042 296.053125459693 -3.38564966601695 29.3835468185561 -5.02267788741926 32.8095976103145 462.818181818182 5 "Sti" "MT" 6 11 37 43 6
"82221" 23 1357 13570 335.680028738414 308.649975796749 -1.33669815253642 11.6010032406982 0.383739889785033 17.5831556324816 447.166666666667 5 "Sti" "MT" 6 11 37 43 6
"82231" 23 1358 13580 354.849575781059 325.368165524604 -2.81256960914586 24.4098707613807 0.895848852687436 26.3706961399403 351.727272727273 5 "Sti" "MT" 6 11 37 43 6
"85161" 23 1651 16510 108.15614312857 288.075940771665 4.17201449465604 36.2082894937089 -1.56460910393551 14.1000977703092 384.5 6 "Sti" "MT" 6 11 37 43 6
"85171" 23 1652 16520 65.092283239389 276.89072065759 3.42003530448461 34.6992123538162 6.19874236680766 16.2977896104985 378.909090909091 6 "Sti" "MT" 6 11 37 43 6
"85181" 23 1653 16530 83.7161383144384 275.724995489061 -7.1574402741749 62.1183530913456 5.74676755722921 17.3559538552935 310.055555555556 6 "Sti" "MT" 6 11 37 43 6
"85191" 23 1654 16540 161.917365688078 281.088423219233 -9.63802726298882 83.6469963691555 2.76069962793643 60.0661021427466 283.727272727273 6 "Sti" "MT" 6 11 37 43 6
"85201" 23 1655 16550 241.291398175645 302.631608357576 -8.00741951069598 69.4951956931675 -3.63562359665212 53.3921903516621 405.777777777778 6 "Sti" "MT" 6 11 37 43 6
"85212" 23 1656 16560 302.331641881903 317.080434305619 -5.24464047500219 45.5174498680543 -3.3508087452804 43.6417752381742 246.181818181818 6 "Sti" "MT" 6 11 37 43 6
"85221" 23 1657 16570.5 331.575620036119 325.878281750627 -2.17544904405825 18.880396716495 -1.91627793127827 10.8835425991466 415.375 6 "Sti" "MT" 6 11 37 43 6
"85231" 23 1658 16580 342.76942943953 312.390490346749 -1.31177105533427 11.3846646942024 1.2629525838467 9.58422701420932 522 6 "Sti" "MT" 6 11 37 43 6
"88161" 23 1951 19510 38.4770306525099 285.620614743361 0.0429670236068789 0.372904368245528 -0.0146984362576035 0.105201506558899 526.444444444444 7 "Sti" "MT" 6 11 37 43 6
"88171" 23 1952 19519.5 38.4650340161867 284.923067468005 -1.81978598969775 15.9625180270415 4.78846019625406 5.10547271101422 512.6 7 "Sti" "MT" 6 11 37 43 6
"88181" 23 1953 19530 84.1539147532178 293.64025821475 -6.5753133734094 57.0661608297915 -0.113395454771954 39.0200631572801 494.388888888889 7 "Sti" "MT" 6 11 37 43 6
"88191" 23 1954 19540 117.790148081609 327.538688594807 -0.176074604918737 14.6764755861324 -5.24945662632224 26.4696970276946 421.681818181818 7 "Sti" "MT" 6 11 37 43 6
"88201" 23 1955 19550 113.615618489635 339.466826684588 -0.550364059448514 6.01751940352564 2.14731780784267 2.63984207043887 478.333333333333 7 "Sti" "MT" 6 11 37 43 6
"88212" 23 1956 19560.2 123.949826959693 334.382596956476 -1.87492881083402 16.2722265825614 0.051871788722238 9.14895469513988 465.5 7 "Sti" "MT" 6 11 37 43 6
"88221" 23 1957 19570.375 142.766865372646 316.657703128654 -3.35901820364055 29.1524163417563 2.68318453684049 12.9757161460831 499.875 7 "Sti" "MT" 6 11 37 43 6
"88231" 23 1958 19580.5 184.751453180242 320.483941295503 -3.50891943828194 30.4533867258027 -2.98032727854806 11.1015651106168 486.1 7 "Sti" "MT" 6 11 37 43 6
"91161" 23 2251 22510 37.2340442674799 280.099955018437 0.00645064722128735 0.433221981692398 0.172698663912151 0.848708977314857 526.833333333333 8 "Sti" "MT" 6 11 37 43 6
"91171" 23 2252 22520 49.7843067178549 280.973803549922 -5.67816085291276 49.2799083554144 7.20092199035291 16.2880528062469 437.363636363636 8 "Sti" "MT" 6 11 37 43 6
"91181" 23 2253 22529.625 121.38482714511 287.523468597151 -7.11753614133347 61.7720310937187 -0.933323792540662 27.5155584669792 435.25 8 "Sti" "MT" 6 11 37 43 6
"91191" 23 2254 22540 173.732507135031 296.464601571665 -4.48676015480679 38.9399199792272 -4.32315729683432 28.8785961166702 532.954545454545 8 "Sti" "MT" 6 11 37 43 6
"91201" 23 2255 22550 196.950054854924 292.86398123282 -1.99944591779719 17.3528919210008 0.0570368880679268 1.71042929046769 431.444444444444 8 "Sti" "MT" 6 11 37 43 6
"91212" 23 2256 22560 212.37141317447 287.131545951266 -1.47606346022498 12.8105338913301 -1.29199286684207 7.9991446713758 477.636363636364 8 "Sti" "MT" 6 11 37 43 6
"91221" 23 2257 22570 223.984493281923 292.86385787565 -1.44588775880961 12.5486434942754 0.179783919301116 18.5622251819912 490.833333333333 8 "Sti" "MT" 6 11 37 43 6
"91231" 23 2258 22580 237.868234936847 292.687932211355 -2.52661623155497 21.9281241876866 1.80247066137125 10.0971507107058 512.636363636364 8 "Sti" "MT" 6 11 37 43 6
"94162" 23 2551 25510 33.8799705745018 308.175533774998 -0.166173106057953 1.44219152112778 -0.135459863519735 2.82508030789717 520.222222222222 9 "Sti" "MT" 6 11 37 43 6
"94172" 23 2552 25520 51.0275715641259 316.491160001522 -6.4373064789199 55.8684196440396 8.48974852730923 30.9146673539544 432.5 9 "Sti" "MT" 6 11 37 43 6
"94182" 23 2553 25530 122.016189992247 329.984173409796 -6.61462933387261 57.4073781673628 -2.78154698703059 21.432079261658 313.833333333333 9 "Sti" "MT" 6 11 37 43 6
"94192" 23 2554 25540 174.707106874583 318.696043912067 -5.22838628610456 45.3763821949087 -3.28553930804875 4.9809743185649 345.727272727273 9 "Sti" "MT" 6 11 37 43 6
"94202" 23 2555 25550 204.054077485001 305.832049531292 -2.88796334022068 25.0642016713679 0.971586168886063 10.2914333785729 402.555555555556 9 "Sti" "MT" 6 11 37 43 6
"94213" 23 2556 25559.6 235.146310134804 299.038972729216 -4.60283794401334 39.9473417417269 0.529241317342894 17.556918117369 511.05 9 "Sti" "MT" 6 11 37 43 6
"94222" 23 2557 25570 277.361321722097 282.160645181821 -3.48676790022862 30.2611368418215 -1.72023360845066 8.21521709581634 474.722222222222 9 "Sti" "MT" 6 11 37 43 6
"94232" 23 2558 25580 299.099637405291 277.884357860919 -1.28796008514547 13.4031368523287 -2.88123575599792 15.2016114781765 440.454545454545 9 "Sti" "MT" 6 11 37 43 6
"97162" 23 2851 28510 24.348806866581 316.127621213267 0.098549627050428 5.37803911061075 2.05989539967292 24.9379798272754 324.722222222222 10 "Sti" "MT" 6 11 37 43 6
"97172" 23 2852 28520 32.4113211682355 332.814953475922 -1.32534093401036 11.5024356406187 -0.248252036785338 9.34672212413881 461.5 10 "Sti" "MT" 6 11 37 43 6
"97182" 23 2853 28530 38.7841327910701 324.936561624527 -0.036149995083103 0.924924650640115 -0.783983097150511 5.9920966300931 545.333333333333 10 "Sti" "MT" 6 11 37 43 6
"97192" 23 2854 28540 37.9045810972588 319.363690597801 0.163744729520233 1.42111600454218 -0.0730300190111137 5.32519970461811 535.772727272727 10 "Sti" "MT" 6 11 37 43 6
"97202" 23 2855 28550 36.4851748181529 315.326570996043 0.0729813425711971 0.654225456990005 0.155431275190764 3.32026807562977 533.611111111111 10 "Sti" "MT" 6 11 37 43 6
"97213" 23 2856 28560 36.5155151680905 311.875985553368 -0.028216660358998 0.383722056607972 0.0671512838581094 3.47153398704381 533.727272727273 10 "Sti" "MT" 6 11 37 43 6
"97222" 23 2857 28570 36.7154487938419 309.217236054329 -0.0169563884124338 0.152836586397434 -0.0370549404774536 1.65468087550101 530.055555555556 10 "Sti" "MT" 6 11 37 43 6
"97232" 23 2858 28580 36.6263028303737 308.049003336747 0.0426660401786026 0.37029217811105 -0.0553163372548298 0.923064357908402 529.318181818182 10 "Sti" "MT" 6 11 37 43 6
"105002" 24 147 1469.14285714286 382.297648694941 435.209393345637 1.73728285760296 15.0776179519798 -3.06550335208192 20.5170528873214 522.5 1 "Sti" "MT" 6 11 37 54 6
"105013" 24 148 1481.5 352.908000397953 424.474526137839 2.28513826427865 22.1123558452628 4.63366591529382 14.2032719163661 548.5 1 "Sti" "MT" 6 11 37 54 6
"105022" 24 149 1490.33333333333 353.98473559829 440.798825096652 -1.41041893008037 12.2408148373338 0.962749554536174 19.5049649385653 557.5 1 "Sti" "MT" 6 11 37 54 6
"105032" 24 150 1500 368.709702503152 455.870267338891 -1.27763453198529 11.5639894758958 -1.3685750191799 15.2101413485743 489.636363636364 1 "Sti" "MT" 6 11 37 54 6
"105042" 24 151 1510 375.53071512049 459.719225028287 -0.317809114699434 3.07756928738678 -0.661010946224849 4.22044445600898 270.055555555556 1 "Sti" "MT" 6 11 37 54 6
"105052" 24 152 1520 373.178307500932 455.828265091014 0.642218355735996 5.57371700708336 -0.804560922104599 6.92463574587237 435.772727272727 1 "Sti" "MT" 6 11 37 54 6
"105062" 24 153 1530 371.990104237744 448.247739936713 -0.838827876283177 8.25586707149392 2.09464955557394 6.30600230132188 466.222222222222 1 "Sti" "MT" 6 11 37 54 6
"108042" 24 451 4510 233.148649248777 452.598713202167 -2.96591290103742 25.7407142452276 -0.278333564831968 21.0155470564951 412.944444444444 2 "Sti" "MT" 6 11 37 54 6
"108052" 24 452 4520 256.763209625514 455.881841617397 -1.8517732807182 16.0712632017084 -1.86467007214907 14.2743718054348 421.409090909091 2 "Sti" "MT" 6 11 37 54 6
"108062" 24 453 4530 275.619052668378 416.991344721794 -4.99945163157334 43.3894925862972 6.5277071733085 19.6533891387708 386.444444444444 2 "Sti" "MT" 6 11 37 54 6
"108072" 24 454 4540 348.759087615068 407.1965258624 -7.90721073395874 68.6254987152303 -4.88568476608873 66.0214054218786 382.136363636364 2 "Sti" "MT" 6 11 37 54 6
"108082" 24 455 4550 380.292700964345 448.808589845294 -0.778791730190372 7.37194913270645 -3.16101066151509 28.1931619367369 316.375 2 "Sti" "MT" 6 11 37 54 6
"108092" 24 456 4560 380.584941228769 462.265960317967 0.282700306579401 2.45351365717897 -0.202886271224827 3.19411434844289 320.5 2 "Sti" "MT" 6 11 37 54 6
"108102" 24 457 4570 375.069328117204 458.528716102272 0.425939910536469 4.00374469125273 0.582884328389582 9.57587292813923 392.666666666667 2 "Sti" "MT" 6 11 37 54 6
"108113" 24 458 4580 374.988197872095 449.772965365102 -0.218261982694966 4.30153996505857 0.956491624780142 3.93322644664545 391.727272727273 2 "Sti" "MT" 6 11 37 54 6
"111042" 24 751 7510 38.9424468077028 416.209245706604 -0.0750689586633222 1.44325968233247 1.04534049892266 2.60409428332179 529.055555555556 3 "Sti" "MT" 6 11 37 54 6
"111052" 24 752 7520 65.3110111256439 404.289283020932 -9.60647591238261 83.3731669186273 11.5176636911279 21.0742708026198 391.090909090909 3 "Sti" "MT" 6 11 37 54 6
"111062" 24 753 7530 182.199814717937 415.46177922293 -12.5202444360351 108.66132791548 -2.70357420371234 78.2092493878598 358.277777777778 3 "Sti" "MT" 6 11 37 54 6
"111072" 24 754 7540 263.099020120031 459.152193853795 -6.70193672731124 58.1651059702303 -3.76473834131122 42.4181426041367 278 3 "Sti" "MT" 6 11 37 54 6
"111082" 24 755 7550 327.958035784639 449.79099054265 -8.89129922716505 77.1662554875482 1.55368951667145 43.4777708449423 473.166666666667 3 "Sti" "MT" 6 11 37 54 6
"111092" 24 756 7560 388.67628914624 453.284023677809 -2.6262526601742 22.879493334708 -7.49716879341912 15.161707698211 350.181818181818 3 "Sti" "MT" 6 11 37 54 6
"111102" 24 757 7570 389.58675888231 443.996094183014 -0.0146714705832137 1.17816249690367 -0.166984664088773 6.75018444095667 393.5 3 "Sti" "MT" 6 11 37 54 6
"111113" 24 758 7580 391.921988444336 446.463322831466 -0.204181648991582 2.32930137875849 -0.118589627485733 6.9402041116158 322.090909090909 3 "Sti" "MT" 6 11 37 54 6
"114042" 24 1051 10510 60.9124569575714 415.065096765384 -1.01177015276164 9.40471386908465 -1.86829659277966 21.7549684723912 496 4 "Sti" "MT" 6 11 37 54 6
"114052" 24 1052 10520 61.2101738097353 407.284054289427 -2.52384325975653 25.4259483676182 7.2013553471764 8.0276816721468 516.090909090909 4 "Sti" "MT" 6 11 37 54 6
"114062" 24 1053 10530 124.558892586982 406.884569512834 -11.0913542375707 96.2602037039046 5.71884677447257 35.9567327125346 457.055555555556 4 "Sti" "MT" 6 11 37 54 6
"114072" 24 1054 10540 246.112647695578 421.925340144198 -14.1785196889549 123.053250689211 -2.95910458782413 83.6059617765811 468.590909090909 4 "Sti" "MT" 6 11 37 54 6
"114082" 24 1055 10550 343.361029719002 442.980452229553 -7.73694340954315 67.1477740856405 -5.37367773085322 42.6677726161217 525.055555555556 4 "Sti" "MT" 6 11 37 54 6
"114092" 24 1056 10560 374.599268934297 440.937693291647 -0.591353995010602 9.77084445818207 -3.16153419779744 13.4542627349343 522.409090909091 4 "Sti" "MT" 6 11 37 54 6
"114102" 24 1057 10569.7142857143 379.211607616579 415.570324405514 -0.366298167227401 3.98664536147237 -1.52170443617132 15.4288277085201 519.785714285714 4 "Sti" "MT" 6 11 37 54 6
"114113" 24 1058 10580 373.09425040564 400.538095422043 0.292011444925572 8.33076051523051 1.00090766403372 8.88310160572621 451.363636363636 4 "Sti" "MT" 6 11 37 54 6
"117052" 24 1352 13520 165.273070387629 419.839308675041 2.20606090740393 26.3415800186899 5.92453520978111 24.3228015116434 545.727272727273 5 "Sti" "MT" 6 11 37 54 6
"117062" 24 1353 13530 194.885080091303 417.050552290551 -10.3685562425309 89.9871480653412 11.909432454261 47.9990082927439 496.333333333333 5 "Sti" "MT" 6 11 37 54 6
"117072" 24 1354 13540 323.323611504544 435.994200696819 -12.7006298631157 110.226866044014 -9.98702232984894 72.7926386895841 507.954545454545 5 "Sti" "MT" 6 11 37 54 6
"117082" 24 1355 13550 374.549823809367 429.424431332271 -1.3549002652755 11.758976653374 -3.75645143363818 3.51932273615273 485 5 "Sti" "MT" 6 11 37 54 6
"117092" 24 1356 13560 380.471267034548 428.030483920639 -0.944769246085855 9.97268776576959 0.212032343801411 11.1348147121605 515.772727272727 5 "Sti" "MT" 6 11 37 54 6
"117102" 24 1357 13570 387.244672974764 445.269686459106 0.410552681349966 8.05171565336281 -2.93967624243959 12.4325916999015 482.444444444444 5 "Sti" "MT" 6 11 37 54 6
"117113" 24 1358 13579.7777777778 369.641051055553 451.364725467987 2.04420265839825 17.7413289752234 2.0122713819336 5.24846947483536 540.444444444444 5 "Sti" "MT" 6 11 37 54 6
"120042" 24 1651 16510 41.12412 412.9011 -1.19870945689207 10.90442 3.330695 12.59313 531.7778 6 "Sti" "MT" 6 11 37 54 6
"120052" 24 1652 16520.3 80.61148 436.9772 -8.02022239382442 69.60631 5.421841 36.44247 470.15 6 "Sti" "MT" 6 11 37 54 6
"120062" 24 1653 16530 159.8296 441.9213 -8.02982620038342 69.68966 -3.562047 17.30166 506.8333 6 "Sti" "MT" 6 11 37 54 6
"120072" 24 1654 16540.5 208.041 435.9968 -3.19845934110072 27.75895 -1.448575 6.278307 548.55 6 "Sti" "MT" 6 11 37 54 6
"120082" 24 1655 16550 238.9205 429.3079 -5.42714853384278 47.10141 1.898158 25.62109 515.1111 6 "Sti" "MT" 6 11 37 54 6
"120092" 24 1656 16560 299.4045 441.1071 -7.77404693144388 67.46979 0.750755 47.43595 514.1364 6 "Sti" "MT" 6 11 37 54 6
"120102" 24 1657 16570.5 354.784 447.0276 -3.90549768677336 33.89523 -3.025225 20.16028 482.375 6 "Sti" "MT" 6 11 37 54 6
"120113" 24 1658 16580 375.2638 437.5299 -1.80019926074948 15.62366 -2.039034 7.932455 505.2273 6 "Sti" "MT" 6 11 37 54 6
"123042" 24 1951 19510 28.24318 406.6821 -0.695585100612407 6.036879 1.120564 2.39732 447.7222 7 "Sti" "MT" 6 11 37 54 6
"123052" 24 1952 19520 61.52766 406.0907 -10.1055780863243 87.7048 10.96242 21.58202 431.0909 7 "Sti" "MT" 6 11 37 54 6
"123062" 24 1953 19530 168.4459 415.6201 -9.6104065114784 83.40728 -6.004834 55.40279 420 7 "Sti" "MT" 6 11 37 54 6
"123072" 24 1954 19540 225.0872 459.4873 -4.11533999591759 35.71642 -3.664761 33.45089 358.5455 7 "Sti" "MT" 6 11 37 54 6
"123082" 24 1955 19550 256.2338 450.9121 -4.66293786931583 40.46894 1.96621 17.37155 452.1667 7 "Sti" "MT" 6 11 37 54 6
"123092" 24 1956 19560.2 299.9834 453.3054 -3.20605827382496 27.8249 -3.793349 17.87668 514.75 7 "Sti" "MT" 6 11 37 54 6
"123102" 24 1957 19570.38 310.8216 428.8956 -1.55053831368495 13.45689 1.517086 8.331389 537.9375 7 "Sti" "MT" 6 11 37 54 6
"123113" 24 1958 19580 338.5337 407.0104 -3.9509311236573 34.28954 1.343421 12.55107 492.3182 7 "Sti" "MT" 6 11 37 54 6
"126041" 24 2251 22510 38.07705 410.0131 -0.968566071831475 8.594779 3.376251 9.449598 478.0556 8 "Sti" "MT" 6 11 37 54 6
"126051" 24 2252 22520 92.54755 434.7224 -12.9588361765502 112.4678 8.390897 43.31687 356.6818 8 "Sti" "MT" 6 11 37 54 6
"126061" 24 2253 22529.5 202.3238 419.2817 -8.13204019916545 70.57676 -6.916572 4.880357 391 8 "Sti" "MT" 6 11 37 54 6
"126071" 24 2254 22540 245.5601 406.9142 -4.02576361565254 34.939 -0.1044793 16.46486 474.3182 8 "Sti" "MT" 6 11 37 54 6
"126081" 24 2255 22550 284.1102 405.3364 -3.62514258218934 31.46207 -2.737128 20.72305 519.8889 8 "Sti" "MT" 6 11 37 54 6
"126091" 24 2256 22559.6 305.5375 406.7598 -2.8170539863399 24.44879 1.75311 10.56224 431.7 8 "Sti" "MT" 6 11 37 54 6
"126102" 24 2257 22570 341.7725 410.2948 -4.87664820228952 42.3237 0.140123 32.37246 500.1667 8 "Sti" "MT" 6 11 37 54 6
"126112" 24 2258 22580 378.4702 404.2072 -1.98872883924923 18.49255 -4.479718 8.265438 422.4545 8 "Sti" "MT" 6 11 37 54 6
"129041" 24 2551 25510 389.0977 416.2377 -0.217974146551559 1.891765 0.02664973 10.0226 400.1667 9 "Sti" "MT" 6 11 37 54 6
"129051" 24 2552 25520 389.2038 435.3636 -0.00403830559938315 1.8117 0.2422855 14.52757 324 9 "Sti" "MT" 6 11 37 54 6
"129061" 24 2553 25530 391.8423 440.576 -0.063128983373566 3.424409 -0.8832755 10.69051 379.7222 9 "Sti" "MT" 6 11 37 54 6
"129071" 24 2554 25540 388.538 419.1818 -0.0325526179529931 5.158314 1.133698 13.76649 386.7273 9 "Sti" "MT" 6 11 37 54 6
"129081" 24 2555 25550 392.7044 421.1004 -0.0314045972373299 3.653133 -0.9175915 6.280578 400.4444 9 "Sti" "MT" 6 11 37 54 6
"129091" 24 2556 25559.6 390.4047 416.0184 0.0796127449417739 1.409861 0.5651034 6.761176 395.8 9 "Sti" "MT" 6 11 37 54 6
"129102" 24 2557 25570 390.8265 407.8634 -0.0805761213861618 1.17519 -0.09915517 4.881605 352.6667 9 "Sti" "MT" 6 11 37 54 6
"129112" 24 2558 25580 390.5312 418.7994 0.0120203593434088 1.53752 -0.01068544 7.790452 425 9 "Sti" "MT" 6 11 37 54 6
"132041" 24 2851 28510 25.17496 447.1634 0.289178738686974 2.819198 0.3446984 1.484462 472.6111 10 "Sti" "MT" 6 11 37 54 6
"132051" 24 2852 28520 49.33492 447.5454 -9.49240931626625 82.3832 11.41583 12.08758 468.6364 10 "Sti" "MT" 6 11 37 54 6
"132061" 24 2853 28529.5 155.1374 444.4193 -10.4090894836996 90.33893 -2.757686 24.87602 510.125 10 "Sti" "MT" 6 11 37 54 6
"132071" 24 2854 28540 236.1657 436.4745 -8.30850366341376 72.10826 -1.252963 27.59892 524.4545 10 "Sti" "MT" 6 11 37 54 6
"132081" 24 2855 28550 301.7077 441.7556 -6.84990264176823 59.44928 -2.670665 37.90792 507.6667 10 "Sti" "MT" 6 11 37 54 6
"132091" 24 2856 28560 344.6703 433.4897 -4.38165867920567 38.02776 -0.1223569 21.91234 490.8636 10 "Sti" "MT" 6 11 37 54 6
"132102" 24 2857 28570 385.3828 443.5111 -2.70295938174746 23.45858 -4.673349 20.93635 392.3333 10 "Sti" "MT" 6 11 37 54 6
"132112...1723" 24 2858 28580 389.7153 437.9653 0.119102065051316 1.081215 -0.3321409 7.228204 411.5909 10 "Sti" "MT" 6 11 37 54 6
"139842" 25 147 1470 122.9931 572.252 -4.83117789416264 41.92907 4.298048 6.278127 537.5556 1 "Sti" "MT" 6 11 37 63 6
"139852" 25 148 1480.333 178.2856 564.8083 -5.36512995099481 46.56316 -1.644788 24.23136 538.2778 1 "Sti" "MT" 6 11 37 63 6
"139862" 25 149 1490.375 213.7875 571.563 -4.75197270320023 41.24166 1.812964 11.75928 514.9375 1 "Sti" "MT" 6 11 37 63 6
"139872" 25 150 1500 273.798 562.4886 -9.03315378872098 78.39739 4.921586 20.67182 539 1 "Sti" "MT" 6 11 37 63 6
"139882" 25 151 1507.5 326.1347 555.784 -4.45231204625917 38.64095 -2.018442 21.3125 533.875 1 "Sti" "MT" 6 11 37 63 6
"139892" 25 152 1520 389.9686 555.5986 -4.32660760904664 38.17408 -9.178674 21.84494 430.0455 1 "Sti" "MT" 6 11 37 63 6
"139902" 25 153 1530 390.8595 563.3267 0.391572484778327 3.398399 -0.2287625 5.0659 481.4444 1 "Sti" "MT" 6 11 37 63 6
"142872" 25 451 4510.5 129.7475 572.7042 4.04413240799369 35.09842 0.7844175 16.0599 451.1875 2 "Sti" "MT" 6 11 37 63 6
"142882" 25 452 4520 79.77121 565.5911 6.35619900328185 55.1645 2.669899 13.64972 488.5909 2 "Sti" "MT" 6 11 37 63 6
"142892" 25 453 4530 48.73564 578.1396 0.838400790336628 10.43897 3.424208 2.699312 555.7778 2 "Sti" "MT" 6 11 37 63 6
"142902" 25 454 4540 62.47659 573.427 -5.48844006186906 47.63335 7.091488 7.1454 481.8636 2 "Sti" "MT" 6 11 37 63 6
"142913" 25 455 4550 129.962 569.7729 -5.94311088080026 51.57937 -4.191912 12.152 479.375 2 "Sti" "MT" 6 11 37 63 6
"142922" 25 456 4560 141.7714 573.0082 3.34206591898596 33.59079 -7.607711 2.031667 382.3182 2 "Sti" "MT" 6 11 37 63 6
"142932" 25 457 4570 113.0206 574.5724 0.850417819745909 7.468845 3.552105 10.19994 364 2 "Sti" "MT" 6 11 37 63 6
"142942" 25 458 4580 109.0078 570.7809 0.567386323815129 5.143011 0.1886364 3.783809 336.8182 2 "Sti" "MT" 6 11 37 63 6
"145813" 25 751 7510 45.14125 521.1701 0.0137239029452491 0.3211437 0.1295082 0.6525037 547.7222 3 "Sti" "MT" 6 11 37 63 6
"145822" 25 752 7520 60.31689 519.676 -6.61456732481144 57.40684 10.14978 26.65329 441.8182 3 "Sti" "MT" 6 11 37 63 6
"145832" 25 753 7530 151.4358 564.3169 -10.8828319530405 94.45047 -1.481028 63.74963 324.7222 3 "Sti" "MT" 6 11 37 63 6
"145842" 25 754 7540 231.0145 576.197 -6.66979929450614 57.88619 -4.57688 25.65782 412.2273 3 "Sti" "MT" 6 11 37 63 6
"145852" 25 755 7550 270.2145 583.6193 -2.11195944650589 18.81322 -4.433254 9.470876 437.1111 3 "Sti" "MT" 6 11 37 63 6
"145862" 25 756 7560 269.282 583.1537 -0.0493328012698952 10.31298 1.436504 4.626327 425.7727 3 "Sti" "MT" 6 11 37 63 6
"145872" 25 757 7570 292.9729 579.1484 -6.01587743096463 52.2109 8.133721 6.249828 390.3333 3 "Sti" "MT" 6 11 37 63 6
"145882" 25 758 7580 370.471 546.2604 -7.26688644151149 63.06822 -8.495977 14.89509 406.7727 3 "Sti" "MT" 6 11 37 63 6
"148802" 25 1051 10510 70.74343 520.2299 -1.99391270556104 17.30487 -1.958065 7.141211 538.6111 4 "Sti" "MT" 6 11 37 63 6
"148813" 25 1052 10520 70.38142 521.0426 2.56436614067544 22.25575 -2.92279 8.476989 447.4545 4 "Sti" "MT" 6 11 37 63 6
"148822" 25 1053 10530 43.26803 515.8117 1.37609470221383 12.97178 3.333929 6.158775 510.4444 4 "Sti" "MT" 6 11 37 63 6
"148832" 25 1054 10540 61.29637 539.7635 -7.20293672731465 62.51321 8.969021 55.17961 497.5909 4 "Sti" "MT" 6 11 37 63 6
"148842" 25 1055 10550 153.5231 574.94 -10.4193558204052 90.42803 -1.663673 35.80766 471.2222 4 "Sti" "MT" 6 11 37 63 6
"148852" 25 1056 10560 225.569 580.3222 -5.08665643202697 44.14633 -4.989009 13.93998 411.8182 4 "Sti" "MT" 6 11 37 63 6
"148862" 25 1057 10570 252.5575 572.7403 -3.48579808954246 30.25272 1.599834 3.882243 455.125 4 "Sti" "MT" 6 11 37 63 6
"148872" 25 1058 10579.5 288.4316 561.6599 -6.10989564377736 53.02687 4.428825 18.67199 505.7 4 "Sti" "MT" 6 11 37 63 6
"151802" 25 1352 13520 348.5646 539.4895 0.52516287429684 6.396061 2.11453 13.76823 556.75 5 "Sti" "MT" 6 11 37 63 6
